episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion
1,54,-0.10810821689612074,0.00926559793137141,-0.018518518518518517,-5.83784371239052,0.5003422882940561,-1.0
2,7,-0.08370389656881459,0.018189795620703275,0.0,-0.5859272759817021,0.12732856934492293,0.0
3,17,-0.1829004125487808,-0.0038871397000970363,0.0,-3.109307013329274,-0.06608137490164961,0.0
4,67,-0.1682673339102801,-0.0017723042394944457,-0.04477611940298507,-11.273911371988767,-0.11874438404612786,-3.0
5,144,-0.152009261566913,-0.00024843134441507645,-0.013888888888888888,-21.889333665635473,-0.03577411359577101,-2.0
