feature,index,min,max,mean,std,samples,episode_index
cos_drift,0,-0.9999947547912598,1.0,0.015879146100834327,0.7234653004389189,282,1
sin_drift,1,-0.9999868273735046,0.9997641444206238,-0.06399430024977641,0.6897780729540653,282,1
airspeed_norm,2,-0.7148836851119995,1.0000131130218506,-0.12095889156491896,0.24524905062036118,282,1
risk_0,3,0.014000000432133675,0.09025022387504578,0.03334690796224574,0.024717682421883103,282,1
risk_1,4,0.014000000432133675,0.07693774253129959,0.020564827939218027,0.01600043836784611,282,1
risk_2,5,0.014000000432133675,0.07632353156805038,0.016591903314337877,0.009636027489845083,282,1
x_r_0,6,-1.0144764184951782,0.16498608887195587,-0.18189355067855922,0.288305631639671,282,1
x_r_1,7,-1.1658310890197754,0.17648981511592865,-0.23919961358262037,0.35206584682279285,282,1
x_r_2,8,-0.6863248348236084,0.4802266061306,-0.11456595986980596,0.1936848192469113,282,1
y_r_0,9,-0.205781489610672,0.5217710733413696,0.026169107958768565,0.07705823817201071,282,1
y_r_1,10,-0.23231308162212372,0.21849940717220306,0.027821191926653464,0.07124486357185188,282,1
y_r_2,11,-0.4100930392742157,1.1631356477737427,0.19423003222030455,0.43169031303188393,282,1
vx_r_0,12,-0.8650407791137695,0.8650407791137695,-0.09794110434166163,0.23587296691554033,282,1
vx_r_1,13,-0.8415777087211609,0.8090023994445801,-0.11144733718754922,0.2415312837405999,282,1
vx_r_2,14,-0.459107369184494,0.863821268081665,-0.08593714341553464,0.16524733770099134,282,1
vy_r_0,15,-0.4564216136932373,0.460829496383667,0.04618075818933075,0.18559486349145915,282,1
vy_r_1,16,-0.460829496383667,0.4482256770133972,0.051421183268770786,0.17151503615964506,282,1
vy_r_2,17,-0.4330965578556061,0.5295693874359131,0.06767538938124774,0.22426929225503184,282,1
cos_trk_0,18,-0.9999704360961914,0.9995450973510742,-0.3256882053357384,0.6915738633625175,282,1
cos_trk_1,19,-0.9999588131904602,0.9997280836105347,-0.35150195903257064,0.6982251842292228,282,1
cos_trk_2,20,-0.9999015927314758,0.9993277192115784,-0.3229298750425735,0.5399285785187459,282,1
sin_trk_0,21,-0.9999561905860901,0.9999561905860901,0.13372534159108576,0.6331571003865173,282,1
sin_trk_1,22,-0.999703049659729,0.998965859413147,0.17228733615104297,0.6018790871888735,282,1
sin_trk_2,23,-0.9999135732650757,0.9999964237213135,0.1638811748600334,0.7618585248524761,282,1
dist_n_0,24,-0.3757593035697937,0.4257822036743164,-0.2021582588241335,0.19851022786186617,282,1
dist_n_1,25,-0.37313735485076904,0.5430071949958801,-0.14817523195834184,0.2370260555896236,282,1
dist_n_2,26,-0.38527360558509827,0.5948452949523926,-0.08023185662121078,0.2707798111380426,282,1
cos_drift,0,-0.9999947547912598,1.0,-0.009344149582347895,0.6902628434861093,430,2
sin_drift,1,-0.9999868273735046,0.9999619126319885,-0.03127163937009609,0.7244311550359385,430,2
airspeed_norm,2,-0.7148836851119995,1.0000131130218506,-0.0903462891282816,0.24269673228034633,430,2
risk_0,3,0.014000000432133675,0.753534734249115,0.04319220402949426,0.06812053491577533,430,2
risk_1,4,0.014000000432133675,0.09222470968961716,0.02141367000809243,0.016896392640976098,430,2
risk_2,5,0.014000000432133675,0.07632353156805038,0.016448009971442638,0.009638319143235862,430,2
x_r_0,6,-1.0144764184951782,0.16498608887195587,-0.11874617529480705,0.25297744808786654,430,2
x_r_1,7,-1.1658310890197754,0.17648981511592865,-0.173893796727278,0.30337472783185276,430,2
x_r_2,8,-0.6863248348236084,0.4802266061306,-0.07026201287894661,0.17495215262608688,430,2
y_r_0,9,-0.205781489610672,0.5217710733413696,0.018796567364492967,0.07428829727938753,430,2
y_r_1,10,-0.23231308162212372,0.22363126277923584,0.011294444227619254,0.07482272977105844,430,2
y_r_2,11,-0.4100930392742157,1.1631356477737427,0.15167514572047272,0.36577899229860755,430,2
vx_r_0,12,-0.8650407791137695,0.8755946159362793,-0.054615507507696746,0.2438779610958364,430,2
vx_r_1,13,-0.8755946159362793,0.8718944191932678,-0.08830203246650128,0.23996409682438358,430,2
vx_r_2,14,-0.7252678275108337,0.863821268081665,-0.046565929140088815,0.18924587033802448,430,2
vy_r_0,15,-0.7126857042312622,0.7126857042312622,0.029927194735771764,0.19727421001628848,430,2
vy_r_1,16,-0.8560075163841248,0.4482256770133972,0.024494285209559225,0.1881229898188035,430,2
vy_r_2,17,-0.7066984176635742,0.8560075163841248,0.05052717828522109,0.24653478438319565,430,2
cos_trk_0,18,-0.9999938011169434,0.9999938011169434,-0.19434716059761356,0.7202582109241451,430,2
cos_trk_1,19,-0.9999588131904602,0.9997280836105347,-0.28937969111166006,0.6947606601860388,430,2
cos_trk_2,20,-0.9999015927314758,0.9999552965164185,-0.15101121308141227,0.6344900064716571,430,2
sin_trk_0,21,-0.9999561905860901,0.9999561905860901,0.07918444351877937,0.6628841953068536,430,2
sin_trk_1,22,-0.999703049659729,0.998965859413147,0.09731607697254353,0.6528478614081471,430,2
sin_trk_2,23,-0.9999690055847168,0.9999964237213135,0.13578244103335377,0.7472724025334173,430,2
dist_n_0,24,-0.3827502429485321,0.4257822036743164,-0.24540236528562168,0.17264535132167813,430,2
dist_n_1,25,-0.37574684619903564,0.5430071949958801,-0.20200824280410146,0.20657688788725115,430,2
dist_n_2,26,-0.38527360558509827,0.5948452949523926,-0.14214102768821124,0.2376888843791607,430,2
cos_drift,0,-0.9999947547912598,1.0,-0.003024302382787792,0.7078300096624865,579,3
sin_drift,1,-0.9999868273735046,0.9999619126319885,0.0038939029292933565,0.7075891677825675,579,3
airspeed_norm,2,-0.7148836851119995,1.0000131130218506,-0.0652918993811676,0.23850710342177578,579,3
risk_0,3,0.014000000432133675,1.0,0.06843839239792347,0.1392488415319756,579,3
risk_1,4,0.014000000432133675,0.7257418036460876,0.02593908603230752,0.035484224375730546,579,3
risk_2,5,0.014000000432133675,0.07976971566677094,0.018056412066601628,0.012536128318085243,579,3
x_r_0,6,-1.0144764184951782,0.16498608887195587,-0.09542872594059847,0.22456970794627293,579,3
