episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,24,-0.015635151244927672,0.012757735834557332,0.0,-0.0846047397312868,-0.3752436298782641,0.306185660029376,0.0,-2.030513753550883,0,1761303857.5130243
2,9,-0.013452256010901954,0.01849923372473218,0.0,0.0,-0.12107030409811759,0.1664931035225896,0.0,0.0,0,1761303857.6641324
3,59,-0.020937902046814342,0.008245407726920713,0.0,0.0,-1.2353362207620462,0.4864790558883221,0.0,0.0,0,1761303858.1984224
4,3,-0.00500989619520381,0.02991513607888156,-1.0,-0.45328841608415377,-0.01502968858561143,0.08974540823664467,-3.0,-1.3598652482524614,1,1761303858.9046786
5,16,-0.0047930251799871105,0.020884972446787095,-0.1875,-0.08437325473346749,-0.07668840287979377,0.3341595591485935,-3.0,-1.3499720757354798,1,1761303859.1276352
6,3,-0.0021932290665404746,0.03064965533412593,0.0,0.0,-0.006579687199621424,0.09194896600237779,0.0,0.0,0,1761303859.197537
7,28,-0.013397163894837541,0.013752778202841971,-0.10714285714285714,-0.05315747062234866,-0.37512058905545115,0.3850777896795752,-3.0,-1.4884091774257624,1,1761303859.4998717
8,24,-0.007791815545132926,0.017550840948416857,0.0,0.0,-0.18700357308319024,0.42122018276200457,0.0,0.0,0,1761303859.8132515
9,1,-0.002896337176022617,0.03431955977346157,0.0,0.0,-0.002896337176022617,0.03431955977346157,0.0,0.0,0,1761303859.8610454
10,400,-0.03292327601410185,-0.0007939144376036245,0.0,0.0,-13.16931040564074,-0.3175657750414498,0.0,0.0,0,1761303928.9568582
11,6,-0.004079058358722506,0.025100271971357793,0.0,0.0,-0.024474350152335032,0.15060163182814676,0.0,0.0,0,1761303929.0429323
12,26,-0.019593068326298504,0.010789562076608451,-0.11538461538461539,-0.06220042598766017,-0.5094197764837611,0.2805286139918197,-3.0,-1.6172110756791644,1,1761303929.3008437
13,3,-0.0022146844253646872,0.03064540139428377,0.0,0.0,-0.006644053276094061,0.09193620418285131,0.0,0.0,0,1761303929.3563235
14,3,-0.0022032240449895977,0.030648022849428358,0.0,0.0,-0.006609672134968793,0.09194406854828507,0.0,0.0,0,1761303929.4155295
15,11,-0.015245622330732789,0.015560262259062626,0.0,0.0,-0.16770184563806068,0.1711628848496889,0.0,0.0,0,1761303929.5453143
16,46,-0.014335176396919891,0.011095420387454808,-0.06521739130434782,-0.008675094591278786,-0.659418114258315,0.5103893378229212,-3.0,-0.39905435119882415,1,1761303930.0974698
17,32,-0.007967435301306103,0.017511141690330564,0.0,0.0,-0.2549579296417953,0.5603565340905781,0.0,0.0,0,1761303930.5857072
18,1,-0.003032326126505732,0.03430300173901302,0.0,0.0,-0.003032326126505732,0.03430300173901302,0.0,0.0,0,1761303930.6392553
19,233,-0.020746282095176587,0.00999172547979973,0.0,0.0,-4.833883728176144,2.328072036793337,0.0,0.0,0,1761303932.6588218
20,58,-0.029643077496084958,0.0019299126599020555,0.0,0.0,-1.7192984947729275,0.11193493427431922,0.0,0.0,0,1761303997.118554
21,149,-0.011545991470309921,0.01949938305695903,0.0,0.0,-1.7203527290761784,2.9054080754868954,0.0,0.0,0,1761304000.0152946
22,16,-0.0054581496810848255,0.020553042050247224,0.0,0.0,-0.08733039489735721,0.3288486728039556,0.0,0.0,0,1761304065.3254256
23,54,-0.008325738999580369,0.015811658848526883,-0.05555555555555555,-0.024566537129745627,-0.44958990597733994,0.8538295778204518,-3.0,-1.3265930050062638,1,1761304065.9258034
24,70,-0.0122843353861231,0.010248544818280502,-0.04285714285714286,-0.013749675940686861,-0.8599034770286169,0.7173981372796352,-3.0,-0.9624773158480803,1,1761304066.8656187
