iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
500,-284.653,155.73,16.3,0.0056
1000,-165.689,180.07,9.9,0.0056
1500,-69.423,134.93,3.57,0.0
2000,-94.436,150.63,5.4,0.0
2500,-82.366,148.53,5.43,0.0278
3000,-70.762,145.5,6.2,0.1
3500,-102.274,123.17,11.93,0.7778
4000,-49.53,119.1,8.67,0.8167
4500,-25.845,106.9,7.0,0.85
5000,25.894,111.07,1.8,0.7278
5500,-25.092,120.0,5.7,0.8278
6000,19.353,116.57,3.07,0.8278
