iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
50,-8.78,134.43,1.03,0.0833
100,-14.96,139.9,1.33,0.1167
150,-18.927,149.5,1.2,0.1278
200,-22.584,146.63,1.03,0.0278
250,-22.807,135.63,1.0,0.0333
300,-27.887,160.47,1.13,0.0111
