iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-48.457,72.37,0.8,0.2611
10,-36.517,40.23,1.37,0.3389
15,-33.06,45.3,1.2,0.4278
20,-24.352,41.9,1.47,0.3667
25,-38.095,62.0,0.8,0.6222
30,-27.617,40.57,1.43,0.3444
