episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,38,-0.011819481846111325,0.06845976406913419,0.0,-0.42356251748324353,-0.4491403101522303,2.6014710346270995,0.0,-16.095375664363253,0,False,True,False,1761334315.256403
2,1,-0.002972068647781626,0.03431026780413404,0.0,-1.2275104405131936,-0.002972068647781626,0.03431026780413404,0.0,-1.2275104405131936,0,True,False,False,1761334315.8570058
3,9,-0.00286810691401254,0.02321076884759221,0.0,-0.5591310821659117,-0.025812962226112863,0.2088969196283299,0.0,-5.032179739493205,0,True,False,False,1761334315.999433
4,28,-0.003724564947329557,0.019632640649793132,0.0,0.0,-0.10428781852522759,0.5497139381942077,0.0,0.0,0,True,False,False,1761334316.325173
5,69,-0.011510153862320337,0.014835311917394373,-0.08695652173913043,-0.6926734300361391,-0.7942006165001032,1.0236365223002117,-6.0,-47.7944666724936,1,True,False,False,1761334317.0254238
6,10,-0.0048457176479261895,0.02242194935612385,-0.6,-0.5771533681323107,-0.0484571764792619,0.2242194935612385,-6.0,-5.771533681323106,1,True,False,False,1761334317.1582735
7,3,-0.0022163897487314775,0.030645020480544034,-2.0,-1.5727999982355387,-0.006649169246194433,0.0919350614416321,-6.0,-4.718399994706616,1,True,False,False,1761334317.2146344
8,1,-0.0029379727289448104,0.03431454851062221,-6.0,0.0,-0.0029379727289448104,0.03431454851062221,-6.0,0.0,1,True,False,False,1761334317.2477934
9,21,-0.004978623884887064,0.019041298007629083,-0.2857142857142857,-0.29966574110135125,-0.10455110158262836,0.39986725816021074,-6.0,-6.292980563128376,1,True,False,False,1761334317.5316374
10,95,-0.008155489835213985,0.016869412993259107,0.0,0.0,-0.7747715343453285,1.6025942343596151,0.0,0.0,0,False,False,True,1761334318.4963799
11,116,-0.015186747679258929,0.029506033534628304,0.0,-0.22987582371355736,-1.7616627307940358,3.4226998900168835,0.0,-26.665595550772654,0,False,True,False,1761334319.550798
12,13,-0.008793386445178622,0.019458466458431137,0.0,0.0,-0.11431402378732208,0.2529600639596048,0.0,0.0,0,True,False,False,1761334319.811381
13,9,-0.0029706274013359233,0.02242272592733406,-0.6666666666666666,-0.7580030286111642,-0.02673564661202331,0.20180453334600656,-6.0,-6.822027257500478,1,True,False,False,1761334319.9263756
14,1,-0.0029226858699812437,0.034316733798639865,0.0,0.0,-0.0029226858699812437,0.034316733798639865,0.0,0.0,0,True,False,False,1761334319.9705098
15,18,-0.006307636918572191,0.01942814301084925,0.0,0.0,-0.11353746453429943,0.3497065741952865,0.0,0.0,0,True,False,False,1761334320.1841464
16,11,-0.0056012978158157135,0.021656106480285587,-0.5454545454545454,-0.6475170426396649,-0.06161427597397285,0.23821717128314146,-6.0,-7.122687469036315,1,True,False,False,1761334320.3433073
17,36,-0.0054891411897406255,0.07421356778786611,0.0,0.0,-0.19760908283066253,2.67168844036318,0.0,0.0,0,False,True,False,1761334320.7778935
18,31,-0.009869214424811175,0.01708729757542762,0.0,-0.23052449321920268,-0.3059456471691464,0.5297062248382562,0.0,-7.1462592897952835,0,True,False,False,1761334321.7599614
19,1,-0.002927174150628623,0.03431629023717542,0.0,0.0,-0.002927174150628623,0.03431629023717542,0.0,0.0,0,True,False,False,1761334321.7978375
20,23,-0.0046497355543111555,0.017247136250453945,0.0,0.0,-0.10694391774915657,0.39668413376044076,0.0,0.0,0,True,False,False,1761334322.0684547
21,1,-0.003029442019997409,0.034303401465083594,0.0,0.0,-0.003029442019997409,0.034303401465083594,0.0,0.0,0,True,False,False,1761334322.1061513
22,1,-0.0029443843269726937,0.034313818506591875,0.0,0.0,-0.0029443843269726937,0.034313818506591875,0.0,0.0,0,True,False,False,1761334322.1403685
23,13,-0.008268662403940148,0.020031387012284026,-0.46153846153846156,-0.4521297794364841,-0.10749261125122192,0.26040803115969235,-6.0,-5.877687132674293,1,True,False,False,1761334322.304747
24,24,-0.004654132015770454,0.019274161492396958,0.0,-0.4510310448669308,-0.11169916837849088,0.462579875817527,0.0,-10.82474507680634,0,True,False,False,1761334322.670176
25,2,-0.0016009722274513845,0.03260621368050087,0.0,0.0,-0.003201944454902769,0.06521242736100175,0.0,0.0,0,True,False,False,1761334322.7271528
26,92,-0.008601605260830134,0.03815671825469301,0.0,0.0,-0.7913476839963722,3.5104180794317568,0.0,0.0,0,False,True,False,1761334323.617611
27,1,-0.0014825944369196789,0.03458375283623716,0.0,-2.6647699798932405,-0.0014825944369196789,0.03458375283623716,0.0,-2.6647699798932405,0,True,False,False,1761334323.690176
28,20,-0.006199577894159009,0.017557057910945112,-0.3,-0.29943389353455724,-0.12399155788318018,0.35114115821890224,-6.0,-5.988677870691145,1,True,False,False,1761334323.9824684
29,102,-0.009557796032436963,0.03543542994314,0.0,0.0,-0.9748951953085703,3.61441385420028,0.0,0.0,0,False,True,False,1761334324.8772416
30,99,-0.009433272929532168,0.036262612171913566,0.0,-0.1353814337151233,-0.9338940200236846,3.589998605019443,0.0,-13.402761937797207,0,False,True,False,1761334325.764942
31,1,-0.003056182547742247,0.034300093279448496,0.0,0.0,-0.003056182547742247,0.034300093279448496,0.0,0.0,0,False,False,True,1761334325.8868456
32,22,-0.011525736010173844,0.017521601989282886,0.0,-0.1861087118300073,-0.2535661922238246,0.3854752437642235,0.0,-4.09439166026016,0,False,False,True,1761334326.9288507
33,10,-0.002641939038123343,0.022808366231901057,0.0,0.0,-0.026419390381233428,0.22808366231901056,0.0,0.0,0,True,False,False,1761334453.698814
34,22,-0.006159111683094021,0.10993759408989451,0.0,0.0,-0.13550045702806846,2.418627069977679,0.0,0.0,0,False,True,False,1761334453.936225
35,104,-0.009252556784911641,0.015443956597268382,0.0,0.0,-0.9622659056308106,1.6061714861159118,0.0,0.0,0,False,False,True,1761334455.109785
36,14,-0.004033216045608283,0.021402200132673965,0.0,-0.783078819536921,-0.05646502463851596,0.2996308018574355,0.0,-10.963103473516895,0,True,False,False,1761334455.2642019
37,8,-0.010792406996685154,0.019951651555005584,0.0,0.0,-0.08633925597348123,0.15961321244004467,0.0,0.0,0,True,False,False,1761334455.359834
38,15,-0.004639733393265165,0.019745362790081003,0.0,-0.37896936891859767,-0.06959600089897748,0.29618044185121506,0.0,-5.684540533778965,0,True,False,False,1761334455.5394337
39,1,-0.0030301386207402525,0.03430316395115873,0.0,-0.9124195886252036,-0.0030301386207402525,0.03430316395115873,0.0,-0.9124195886252036,0,True,False,False,1761334455.5725036
40,6,-0.005171628503851229,0.024481222653468266,-1.0,-0.8210127738392536,-0.031029771023107375,0.1468873359208096,-6.0,-4.926076643035522,1,True,False,False,1761334455.6668403
41,24,-0.006704577115594242,0.017230004654729947,-0.25,-0.6756596539899498,-0.16090985077426181,0.41352011171351877,-6.0,-16.215831695758794,1,True,False,False,1761334455.9794552
42,6,-0.0023788537634393645,0.02556431563081653,0.0,0.0,-0.014273122580636186,0.1533858937848992,0.0,0.0,0,True,False,False,1761334456.058439
