iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-4.347,26.45,1.6,0.1917
10,-2.447,43.55,1.4,0.425
15,-2.311,52.15,1.15,0.5
20,-4.657,40.1,1.35,0.325
25,-4.169,48.3,1.05,0.4917
30,-3.5,34.4,1.5,0.3
