episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at,pid,agent
1,4,-0.0112962213640322,0.0247330490046781,0.0,0.0,-0.0451848854561288,0.0989321960187126,0.0,0.0,0,False,True,1761562927.6730032,pid_24140,KL004
1,10,-0.0063456662068539,0.2201966115761281,0.0,0.0,-0.0634566620685396,2.201966115761281,0.0,0.0,0,True,False,1761562927.7148752,pid_39648,KL004
1,11,-0.0254865792960262,0.0082300836856605,0.0,0.0,-0.2803523722562889,0.0905309205422663,0.0,0.0,0,False,True,1761562927.7399373,pid_27016,KL001
1,14,-0.0148815448284179,0.0157266655617904,0.0,0.0,-0.2083416275978509,0.2201733178650664,0.0,0.0,0,False,True,1761562927.7562015,pid_30664,KL005
1,16,-0.0044337430109533,0.144762054114195,-0.375,-0.9122759178982516,-0.0709398881752529,2.3161928658271207,-6.0,-14.596414686372023,1,True,False,1761562927.8044016,pid_33572,KL005
1,19,-0.0198964494278497,0.0113439016398209,0.0,0.0,-0.3780325391291446,0.2155341311565976,0.0,0.0,0,False,True,1761562927.812075,pid_25828,KL002
1,17,-0.0056551217247437,0.1369273242125972,0.0,0.0,-0.0961370693206431,2.327764511614153,0.0,0.0,0,True,False,1761562927.824824,pid_36836,KL005
1,21,-0.0127430627268448,0.0157591383856094,-0.5714285714285714,-0.4867125827223186,-0.2676043172637425,0.330941906097798,-12.0,-10.220964237168692,2,False,True,1761562927.831341,pid_38036,KL002
1,25,-0.0098331003799649,0.0968116703283814,0.0,0.0,-0.2458275094991233,2.420291758209536,0.0,0.0,0,True,False,1761562927.8413668,pid_13012,KL005
1,20,-0.005328858691041,0.1190866931794885,0.0,-0.0476049595469645,-0.1065771738208202,2.3817338635897705,0.0,-0.9520991909392916,0,True,False,1761562927.8515694,pid_25160,KL005
1,25,-0.0339933067146827,-0.0005321171684672,0.0,0.0,-0.8498326678670682,-0.013302929211681,0.0,0.0,0,False,True,1761562927.8670928,pid_13932,KL006
1,22,-0.0166006507252809,0.0134121548445246,0.0,0.0,-0.3652143159561816,0.2950674065795431,0.0,0.0,0,False,True,1761562927.8783517,pid_5424,KL006
1,27,-0.0124427072060599,0.0142719529859535,0.0,0.0,-0.3359530945636177,0.3853427306207467,0.0,0.0,0,False,True,1761562927.899803,pid_33572,KL002
1,38,-0.012619937395368,0.0144599970024194,0.0,0.0,-0.4795576210239846,0.5494798860919399,0.0,0.0,0,False,True,1761562927.930357,pid_39648,KL001
1,38,-0.028702139070718,0.0024330494273259,-0.1578947368421052,-0.6613903497136321,-1.090681284687287,0.092455878238385,-6.0,-25.132833289118015,1,False,True,1761562927.930357,pid_39648,KL006
1,34,-0.0216704646193141,0.0074924939647564,0.0,0.0,-0.7367957970566825,0.2547447948017201,0.0,0.0,0,False,True,1761562927.9333596,pid_25828,KL001
1,32,-0.0206327553381867,0.0094093541285083,0.0,-0.9107319489020268,-0.6602481708219768,0.3010993321122686,0.0,-29.14342236486485,0,False,True,1761562927.957502,pid_25160,KL004
1,41,-0.012710749142915,0.0142019908075812,0.0,0.0,-0.521140714859518,0.5822816231108303,0.0,0.0,0,False,True,1761562927.973613,pid_30664,KL004
1,36,-0.0312470773093926,0.0006862956420353,-0.1666666666666666,-0.3823998246822909,-1.1248947831381348,0.0247066431132738,-6.0,-13.766393688562474,1,False,True,1761562927.979611,pid_33572,KL006
1,34,-0.0195549847751185,0.0100926564176598,0.0,-0.1780292227338408,-0.664869482354032,0.3431503182004333,0.0,-6.052993572950587,0,False,True,1761562927.9851325,pid_36836,KL006
1,44,-0.0145388823813275,0.0129814373353604,0.0,0.0,-0.6397108247784139,0.5711832427558607,0.0,0.0,0,False,True,1761562928.022186,pid_27016,KL005
1,50,-0.0218824201090148,0.0081261702754073,0.0,0.0,-1.0941210054507422,0.4063085137703683,0.0,0.0,0,False,True,1761562928.036699,pid_30664,KL003
1,48,-0.0255062377622146,0.0047130069741868,0.0,0.0,-1.224299412586303,0.2262243347609691,0.0,0.0,0,False,True,1761562928.0426972,pid_8888,KL004
1,54,-0.0320409692314305,-6.799811154368085e-05,0.0,0.0,-1.730212338497248,-0.0036718980233587,0.0,0.0,0,False,True,1761562928.0436993,pid_39648,KL002
1,44,-0.0116496965977193,0.0604674513293455,0.0,0.0,-0.51258665029965,2.660567858491204,0.0,0.0,0,True,False,1761562928.049213,pid_5424,KL001
1,47,-0.019477881174313,0.0097766222373057,0.0,0.0,-0.9154604151927134,0.4595012451533679,0.0,0.0,0,False,True,1761562928.0823083,pid_18488,KL004
1,52,-0.0216931224488017,0.0081496057315238,0.0,0.0,-1.128042367337693,0.4237794980392384,0.0,0.0,0,False,True,1761562928.0858269,pid_24140,KL003
1,50,-0.0176209918228506,0.0119436456394294,-0.12,-0.4647905396424944,-0.8810495911425313,0.59718228197147,-6.0,-23.23952698212472,1,False,True,1761562928.088827,pid_10696,KL002
1,51,-0.0350663144843288,-0.0012593726439353,0.0,0.0,-1.78838203870077,-0.0642280048407046,0.0,0.0,0,False,True,1761562928.0984635,pid_5424,KL004
1,50,-0.0122154423299195,0.0152822679727153,-0.12,-1.167303591113476,-0.6107721164959753,0.7641133986357691,-6.0,-58.36517955567381,1,False,True,1761562928.1074674,pid_18488,KL001
1,55,-0.0343989057078703,-0.0015011849654078,0.0,-0.2869505439193888,-1.8919398139328687,-0.0825651730974308,0.0,-15.782279915566384,0,False,True,1761562928.1124697,pid_8888,KL005
1,56,-0.0214424400346302,0.0090138588665623,0.0,0.0,-1.200776641939292,0.5047760965274914,0.0,0.0,0,False,True,1761562928.1390126,pid_14780,KL005
1,71,-0.0240237574813525,0.0060576922239024,0.0,0.0,-1.705686781176034,0.4300961478970737,0.0,0.0,0,False,True,1761562928.141572,pid_39648,KL003
1,61,-0.0334988059714658,-0.0010582161601424,-0.0983606557377049,-0.1966398595135682,-2.0434271642594144,-0.06455118576869,-6.0,-11.995031430327662,1,False,True,1761562928.151579,pid_9944,KL001
1,62,-0.0276745696734647,0.0024204160062,0.0,0.0,-1.7158233197548127,0.1500657923844018,0.0,0.0,0,False,True,1761562928.151579,pid_26088,KL005
1,60,-0.0219842402792081,0.0077416483133969,0.0,0.0,-1.3190544167524916,0.4644988988038198,0.0,0.0,0,False,True,1761562928.166096,pid_10696,KL005
1,64,-0.0191578881824656,0.0093189635829595,0.0,-0.456955481954204,-1.2261048436777997,0.5964136693094083,0.0,-29.24515084506906,0,False,True,1761562928.1736276,pid_38036,KL004
1,64,-0.0288596245042422,0.0024725555900266,0.0,0.0,-1.8470159682715024,0.1582435577617077,0.0,0.0,0,False,True,1761562928.1897814,pid_27016,KL004
1,62,-0.0268259794225808,0.0042662332973954,0.0,0.0,-1.6632107242000134,0.2645064644385182,0.0,0.0,0,False,True,1761562928.194784,pid_13932,KL001
1,62,-0.0170373790100458,0.0112246928161075,0.0,-0.1148621162360233,-1.056317498622845,0.6959309545986667,0.0,-7.121451206633448,0,False,True,1761562928.194784,pid_13932,KL003
1,66,-0.036843881902453,-0.0029223980246176,0.0,0.0,-2.4316962055619022,-0.1928782696247659,0.0,0.0,0,False,True,1761562928.205659,pid_25160,KL006
1,68,-0.0277956384181884,0.0029744824553668,0.0,0.0,-1.890103412436813,0.2022648069649428,0.0,0.0,0,False,True,1761562928.220188,pid_5424,KL005
1,73,-0.0391026289729688,-0.0048605502610783,0.0,-0.1067458994812455,-2.8544919150267263,-0.3548201690587202,0.0,-7.792450662130925,0,False,True,1761562928.2221878,pid_25828,KL004
1,69,-0.0297603964723944,0.0017062402529898,0.0,-0.3586470294552797,-2.0534673565952186,0.1177305774562962,0.0,-24.746645032414303,0,False,True,1761562928.2231889,pid_33572,KL003
1,70,-0.0073669534857484,0.0453819664823869,0.0,0.0,-0.5156867440023905,3.1767376537670886,0.0,0.0,0,True,False,1761562928.230186,pid_25160,KL003
1,71,-0.0290359256644503,0.0018268497891189,0.0,-0.3722420276033004,-2.0615507221759746,0.1297063350274421,0.0,-26.42918395983433,0,False,True,1761562928.2311866,pid_9944,KL004
1,66,-0.0319303428754639,0.0002040595010338,0.0,0.0,-2.1074026297806205,0.0134679270682316,0.0,0.0,0,False,True,1761562928.2427046,pid_4020,KL005
1,77,-0.016401309184812,0.0109678613972548,-0.0779220779220779,-0.0403649939206,-1.2629008072305308,0.8445253275886221,-6.0,-3.1081045318862053,1,False,True,1761562928.247062,pid_25828,KL006
1,75,-0.0206283042667853,0.0081577796869668,-0.08,-0.305112741120388,-1.5471228200089042,0.6118334765225131,-6.0,-22.8834555840291,1,False,True,1761562928.2630963,pid_8888,KL006
1,74,-0.02486460353822,0.0050953383189039,0.0,-0.0869496648976833,-1.8399806618282808,0.3770550355988944,0.0,-6.434275202428566,0,False,True,1761562928.264094,pid_10696,KL003
1,82,-0.0323622355218149,0.0001489487087955,-0.073170731707317,-0.5105771055373888,-2.653703312788825,0.0122137941212365,-6.0,-41.86732265406588,1,False,True,1761562928.272622,pid_25828,KL003
1,84,-0.0135457182519337,0.0372254093950564,0.0,0.0,-1.1378403331624325,3.1269343891847443,0.0,0.0,0,True,False,1761562928.2756188,pid_30664,KL001
1,78,-0.018582690883732,0.010302402457201,-0.0769230769230769,-0.1392428910383406,-1.449449888931103,0.8035873916616799,-6.0,-10.860945500990566,1,False,True,1761562928.281621,pid_8888,KL003
1,71,-0.0075131549415065,0.044967269009775,0.0,0.0,-0.533434000846966,3.192676099694028,0.0,0.0,0,True,False,1761562928.285137,pid_14780,KL001
1,113,-0.050082321799761,-0.0117617903625843,0.0,-0.2198513895538992,-5.659302363372994,-1.3290823109720369,0.0,-24.84320701959062,0,False,True,1761562928.3449533,pid_39648,KL005
1,83,-0.0357518358910791,-0.0025373266756903,0.0,-0.2894785060582464,-2.9674023789595694,-0.2105981140823001,0.0,-24.02671600283445,0,False,True,1761562928.3574636,pid_13932,KL004
1,92,-0.030667652295578,0.0006148107090666,0.0,-0.0328765926523701,-2.821424011193181,0.0565625852341291,0.0,-3.0246465240180496,0,False,True,1761562928.366746,pid_38036,KL005
1,89,-0.0221632619095592,0.0075628508370608,0.0,-0.0056509729838089,-1.9725303099507752,0.6730937244984114,0.0,-0.5029365955589947,0,False,True,1761562928.3677466,pid_9944,KL006
1,87,-0.0257246871555511,0.0050841841179364,0.0,0.0,-2.2380477825329512,0.4423240182604684,0.0,0.0,0,False,True,1761562928.3732655,pid_18488,KL005
1,95,-0.0428593630100667,-0.0072673514254807,-0.0631578947368421,-0.3825904582095253,-4.0716394859563385,-0.6903983854206753,-6.0,-36.346093529904905,1,False,True,1761562928.3928275,pid_27016,KL003
1,110,-0.0512387551879582,-0.0131701425213088,-0.109090909090909,-0.301819894241094,-5.636263070675412,-1.448715677343969,-12.0,-33.200188366520344,2,False,True,1761562928.394826,pid_25828,KL005
1,90,-0.031408575324222,0.000681308074504,0.0,-0.6291283641655198,-2.826771779179983,0.0613177267053688,0.0,-56.62155277489678,0,False,True,1761562928.443126,pid_4020,KL002
1,97,-0.0168285063728499,0.0107696392052998,0.0,0.0,-1.6323651181664427,1.0446550029140886,0.0,0.0,0,False,True,1761562928.460645,pid_13012,KL006
1,108,-0.0430298775833829,-0.0072018819976589,-0.0555555555555555,-0.100564310194357,-4.647226779005358,-0.7778032557471624,-6.0,-10.860945500990566,1,False,True,1761562928.4646523,pid_8888,KL001
1,100,-0.0382105096656129,-0.0044014364341942,-0.06,-0.7536176340523077,-3.821050966561295,-0.4401436434194201,-6.0,-75.36176340523077,1,False,True,1761562928.482176,pid_13012,KL003
1,117,-0.0094398453271802,0.0318648555620744,0.0,-0.2494940646148897,-1.104461903280091,3.7281881007627087,0.0,-29.190805559942092,0,True,False,1761562928.5027862,pid_33572,KL001
1,104,-0.02716103088328,0.0038959594683029,-0.1153846153846153,-0.894580708354414,-2.824747211861128,0.4051797847035039,-12.0,-93.03639366885903,2,False,True,1761562928.506788,pid_13012,KL002
1,100,-0.0312357669874275,0.0023212822723397,0.0,-0.5587484060773458,-3.123576698742751,0.2321282272339726,0.0,-55.874840607734576,0,False,True,1761562928.5157878,pid_4020,KL004
1,106,-0.0288538262702281,0.0020381733854328,-0.0566037735849056,-1.02571567608169,-3.058505584644187,0.2160463788558786,-6.0,-108.72586166465912,1,False,True,1761562928.5183082,pid_13012,KL001
1,108,-0.0225342009287012,0.0243517437273708,0.0,0.0,-2.4336937002997394,2.629988322556057,0.0,0.0,0,True,False,1761562928.5183082,pid_26088,KL001
1,113,-0.0309322304642535,0.0002431845092902,-0.0530973451327433,-0.1310272188755634,-3.4953420424606563,0.0274798495498038,-6.0,-14.806075732938666,1,False,True,1761562928.5243073,pid_24140,KL006
1,108,-0.0099305744201797,0.0151050452063376,0.0,0.0,-1.0725020373794103,1.6313448822844636,0.0,0.0,0,False,True,1761562928.529306,pid_18488,KL006
1,114,-0.025338001516261,0.0044113852040558,0.0,0.0,-2.8885321728537567,0.5028979132623674,0.0,0.0,0,False,True,1761562928.530305,pid_24140,KL002
1,125,-0.0317610698615667,0.0001720608798102,-0.048,-0.056458962467776,-3.97013373269584,0.0215076099762856,-6.0,-7.0573703084720005,1,False,True,1761562928.536707,pid_25160,KL002
