episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,70,-0.01131777852226421,0.008238812605759696,0.0,0.0,-0.7922444965584947,0.5767168824031788,0.0,0.0,0,False,True,1761573149.261145
2,56,-0.0027965299562098963,0.02761949159778213,0.0,0.0,-0.1566056775477542,1.5466915294757992,0.0,0.0,0,True,False,1761573149.64035
3,28,-0.005214411911071437,0.04535929407912083,0.0,0.0,-0.14600353351000023,1.2700602342153833,0.0,0.0,0,True,False,1761573149.962421
4,65,-0.004509870355236697,0.024957761448089057,0.0,0.0,-0.2931415730903853,1.6222544941257888,0.0,0.0,0,True,False,1761573150.339505
5,84,-0.004753615496840274,0.02128765808632327,0.0,0.0,-0.399303701734583,1.7881632792511546,0.0,0.0,0,True,False,1761573150.7207584
6,146,-0.012737327228390358,0.013522642786826423,-0.0410958904109589,-0.15137770501523687,-1.8596497753449923,1.9743058468766579,-6.0,-22.10114493222458,1,True,False,1761573151.4589233
7,80,-0.004582793485749404,0.02185271677294478,0.0,0.0,-0.36662347885995233,1.7482173418355822,0.0,0.0,0,True,False,1761573151.792012
8,61,-0.01798305588984166,0.02147303585343438,0.0,-0.20965027878482254,-1.0969664092803413,1.3098551870594972,0.0,-12.788667005874174,0,True,False,1761573152.1205204
9,112,-0.006617925895110018,0.018020017417380414,0.0,0.0,-0.7412077002523221,2.0182419507466065,0.0,0.0,0,True,False,1761573152.6394215
10,68,-0.008465288109429566,0.009064351948102574,0.0,0.0,-0.5756395914412105,0.616375932470975,0.0,0.0,0,False,True,1761573153.023283
11,66,-0.00456345481392779,0.02453861413224969,0.0,-0.04660843891833718,-0.30118801771923415,1.6195485327284795,0.0,-3.076156968610254,0,True,False,1761573153.4312553
12,122,-0.005122637495639535,0.01736984331178269,-0.04918032786885246,-0.09704679040305049,-0.6249617744680233,2.119120884037488,-6.0,-11.839708429172159,1,True,False,1761573154.0467215
13,76,-0.00754155178089738,0.021617817156014768,-0.07894736842105263,-0.2443712813559899,-0.5731579353482009,1.6429541038571225,-6.0,-18.572217383055232,1,True,False,1761573154.3335457
14,123,-0.008214081542368143,0.01662339598700841,0.0,-0.0011899342585810692,-1.0103320297112817,2.0446777064020347,0.0,-0.1463619138054715,0,True,False,1761573155.042611
15,20,-0.002481567395699268,0.06011972244721213,0.0,-0.00809902722065034,-0.049631347913985366,1.2023944489442426,0.0,-0.1619805444130068,0,True,False,1761573155.185374
16,54,-0.003219767075731899,0.028213894669026143,0.0,0.0,-0.17386742208952255,1.5235503121274117,0.0,0.0,0,True,False,1761573155.6617765
17,111,-0.008555754501066163,0.00841110583600411,0.0,0.0,-0.949688749618344,0.9336327477964562,0.0,0.0,0,False,True,1761573156.1564603
18,88,-0.004133235451250135,0.020804641964664097,0.0,0.0,-0.3637247197100119,1.8308084928904407,0.0,0.0,0,True,False,1761573156.4560525
19,98,-0.00534943249945483,0.01948812647192145,0.0,-0.0072832322426526225,-0.5242443849465733,1.9098363942483023,0.0,-0.713756759779957,0,True,False,1761573156.8784347
20,48,-0.002655619635043883,0.030634884760633734,0.0,0.0,-0.12746974248210638,1.4704744685104192,0.0,0.0,0,True,False,1761573157.8888965
21,61,-0.01051532928435322,0.024489274831611403,0.0,0.0,-0.6414350863455465,1.4938457647282957,0.0,0.0,0,True,False,1761573158.365995
22,104,-0.004022906634269475,0.019104442924476037,0.0,0.0,-0.41838228996402543,1.986862064145508,0.0,0.0,0,True,False,1761573158.871861
23,108,-0.005774696567798445,0.01855694290289249,0.0,0.0,-0.6236672293222321,2.004149833512389,0.0,0.0,0,True,False,1761573159.2249782
24,32,-0.0031778637617995275,0.04113917171969201,0.0,0.0,-0.10169164037758488,1.3164534950301443,0.0,0.0,0,True,False,1761573159.3468034
25,92,-0.0040480800467089725,0.020381253815697175,0.0,0.0,-0.37242336429722545,1.8750753510441402,0.0,0.0,0,True,False,1761573159.8922875
26,120,-0.015479840665358046,0.014337364965202737,0.0,-0.002608909259586875,-1.8575808798429656,1.7204837958243284,0.0,-0.313069111150425,0,True,False,1761573160.5331376
27,28,-0.001056658530112837,0.045749950359903466,0.0,-0.0469850367806068,-0.02958643884315943,1.280998610077297,0.0,-1.3155810298569905,0,True,False,1761573160.6906042
28,87,-0.006838485436852536,0.02031288681453866,0.0,-0.16203294545026156,-0.5949482330061706,1.7672211528648634,0.0,-14.096866254172756,0,True,False,1761573161.1822183
29,21,-0.000530825206567057,0.0577781384566244,0.0,0.0,-0.011147329337908197,1.2133409075891124,0.0,0.0,0,True,False,1761573161.3355038
30,238,-0.02010814870009347,0.00832898592461392,-0.05042016806722689,-1.3687281713536457,-4.785739390622245,1.9822986500581132,-12.0,-325.7573047821677,2,True,False,1761573162.2229857
