iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-119.509,105.0,1.37,0.3667
10,-126.107,106.83,0.83,0.8389
15,-105.882,115.37,0.57,0.9056
20,-112.306,113.27,0.47,0.95
