episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,19,-0.006804101910925098,0.13918848939732742,0.0,0.0,-0.12927793630757686,2.644581298549221,0.0,0.0,0,1761213628.9670258
2,16,-0.010012092538224179,0.14089784916426218,-0.1875,-0.05649076803837947,-0.16019348061158686,2.254365586628195,-3.0,-0.9038522886140715,1,1761213629.0724938
3,10,-0.0018261195135134145,0.19084571182044147,0.0,0.0,-0.018261195135134144,1.9084571182044145,0.0,0.0,0,1761213629.1392384
4,21,-0.006729629404758762,0.13389802232811687,0.0,0.0,-0.141322217499934,2.8118584688904544,0.0,0.0,0,1761213629.3047948
5,3,-0.001884176265412568,0.4103480019739876,0.0,0.0,-0.005652528796237704,1.2310440059219627,0.0,0.0,0,1761213629.33766
6,18,-0.010801693550138311,0.13101020803963348,0.0,-0.048658280692228516,-0.1944304839024896,2.3581837447134024,0.0,-0.8758490524601132,0,1761213629.4969237
7,16,-0.0023386974090243125,0.15520581024674612,0.0,0.0,-0.037419158544389,2.483292963947938,0.0,0.0,0,1761213629.591605
8,8,-0.0017861235432721956,0.21434202385508286,0.0,0.0,-0.014288988346177565,1.7147361908406629,0.0,0.0,0,1761213629.8025925
9,14,-0.007308087630594394,0.15454220793347537,0.0,0.0,-0.10231322682832152,2.1635909110686553,0.0,0.0,0,1761213629.937674
10,13,-0.002200371942201635,0.16898924380312158,0.0,0.0,-0.02860483524862125,2.1968601694405807,0.0,0.0,0,1761213630.090865
11,24,-0.008335891922155432,0.12370213424096076,0.0,-0.027851341891649683,-0.20006140613173035,2.968851221783058,0.0,-0.6684322053995924,0,1761213630.2506852
12,15,-0.005935905218407111,0.15595715659320805,0.0,0.0,-0.08903857827610666,2.3393573488981207,0.0,0.0,0,1761213630.3428442
13,13,-0.0018640381214918788,0.1692141862630301,0.0,0.0,-0.024232495579394425,2.199784421419391,0.0,0.0,0,1761213630.43774
14,12,-0.006077070629624936,0.17183085102975304,0.0,0.0,-0.07292484755549923,2.0619702123570365,0.0,0.0,0,1761213630.5448213
15,17,-0.002027929672012905,0.1521347262080765,0.0,0.0,-0.03447480442421938,2.5862903455373005,0.0,0.0,0,1761213630.637633
16,22,-0.010838545501919282,0.11427006081104868,-0.4090909090909091,-0.024746192252123857,-0.2384480010422242,2.513941337843071,-9.0,-0.5444162295467249,3,1761213630.7612338
17,19,-0.004009130199070433,0.14558152631615076,0.0,0.0,-0.07617347378233824,2.7660490000068645,0.0,0.0,0,1761213630.8667626
18,3,-0.0019407866493546526,0.410585562715485,0.0,0.0,-0.005822359948063958,1.231756688146455,0.0,0.0,0,1761213630.8914816
19,14,-0.010284309954367259,0.1462189219591048,-0.21428571428571427,0.0,-0.14398033936114163,2.047064907427467,-3.0,0.0,1,1761213631.055903
20,17,-0.0026015236793886683,0.1504375279606548,-0.17647058823529413,0.0,-0.044225902549607364,2.5574379753311316,-3.0,0.0,1,1761213631.2276402
21,1,-0.06248157068315681,1.0,0.0,0.0,-0.06248157068315681,1.0,0.0,0.0,0,1761213631.2422857
22,16,-0.001935538776358963,0.1557009544912308,0.0,0.0,-0.030968620421743406,2.491215271859693,0.0,0.0,0,1761213631.457841
23,6,-0.0019085420873548916,0.2535478169887979,0.0,0.0,-0.01145125252412935,1.5212869019327875,0.0,0.0,0,1761213631.511762
24,6,-0.003081600507454693,0.2529829504786177,0.0,0.0,-0.01848960304472816,1.5178977028717062,0.0,0.0,0,1761213631.626202
