iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-7.493,32.9,1.47,0.3111
10,-2.327,56.93,0.93,0.5944
15,-0.994,62.57,0.73,0.6333
20,-5.171,56.6,0.87,0.5556
25,-1.963,63.33,0.67,0.6222
