episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,terminated_collision,truncated,finished_at
1,40,-0.0053474647270379035,0.00013526174689596493,0.0,0.0,0.0,-0.005000000000000003,0.051755266005907,-0.21389858908151613,0.005410469875838597,0.0,0.0,0.0,-0.2000000000000001,2.07021064023628,0,False,True,False,1764587943.6012034
2,56,-0.0031662973447046795,0.00420749459746112,0.0,0.0,-0.03571428571428571,-0.005000000000000003,0.0,-0.17731265130346205,0.23561969745782269,0.0,0.0,-2.0,-0.28000000000000014,0.0,0,False,False,True,1764587952.249935
3,11,-0.0007643897470702234,0.011388715634367457,-6.818181818181818,0.0,0.0,-0.004999999999999999,0.5726767829069597,-0.008408287217772457,0.12527587197804202,-75.0,0.0,0.0,-0.05499999999999999,6.299444611976557,5,False,True,False,1764587957.894842
4,18,-0.0019150358850043058,0.011667190044323344,0.0,0.0,-0.1111111111111111,-0.005000000000000001,0.0,-0.0344706459300775,0.2100094207978202,0.0,0.0,-2.0,-0.09000000000000001,0.0,0,False,False,True,1764587969.7322264
5,21,-0.0014155584342659927,0.007719285686434995,-0.7142857142857143,0.0,0.0,-0.005000000000000001,0.3576195212516556,-0.029726727119585846,0.1621049994151349,-15.0,0.0,0.0,-0.10500000000000002,7.510009946284767,1,False,True,False,1764587987.1716835
6,191,-0.0026671862944031267,0.014813113052934482,-1.5706806282722514,0.0,0.0,-0.005000000000000004,0.14407139486386394,-0.5094325822309972,2.829304593110486,-300.0,0.0,0.0,-0.9550000000000007,27.517636418998013,20,True,False,False,1764588034.8728395
7,13,-0.0011786590767423673,0.010247250981051666,-1.1538461538461537,0.0,0.0,-0.004999999999999999,0.6006344065933398,-0.015322567997650775,0.13321426275367165,-15.0,0.0,0.0,-0.06499999999999999,7.808247285713417,1,False,True,False,1764588042.2139661
8,21,-0.0030216303881327,0.006311846758542709,-0.7142857142857143,0.0,0.0,-0.005000000000000001,0.3142111615518199,-0.0634542381507867,0.1325487819293969,-15.0,0.0,0.0,-0.10500000000000002,6.598434392588217,1,False,True,False,1764588056.725496
9,41,-0.002258465438492644,0.008389150346346182,0.0,0.0,-0.04878048780487805,-0.005000000000000003,0.0,-0.0925970829781984,0.34395516420019345,0.0,0.0,-2.0,-0.2050000000000001,0.0,0,False,False,True,1764588075.7252982
10,3,-0.001765111636063111,0.006460003581157651,-5.0,0.0,0.0,-0.005,0.7640766542109665,-0.005295334908189333,0.019380010743472953,-15.0,0.0,0.0,-0.015,2.2922299626328995,1,False,True,False,1764588081.7870207
11,78,-0.002286605177118193,0.010653924265208828,-0.5769230769230769,0.0,0.0,-0.005000000000000003,0.1200486207963533,-0.17835520381521905,0.8310060926862886,-45.0,0.0,0.0,-0.39000000000000024,9.363792422115557,3,False,True,False,1764588104.4927979
12,137,-0.004068708981096047,0.0017553562930167981,0.0,0.0,-0.014598540145985401,-0.005000000000000004,0.13080841066240653,-0.5574131304101585,0.24048381214330133,0.0,0.0,-2.0,-0.6850000000000005,17.920752260749694,0,False,False,True,1764588129.6091478
13,14,-0.003299572754190284,0.004391365423521274,0.0,0.0,0.0,-0.004999999999999999,0.10277209105736096,-0.04619401855866398,0.061479115929297834,0.0,0.0,0.0,-0.06999999999999999,1.4388092748030534,0,False,True,False,1764588136.6073732
14,127,-0.004019171901779101,0.0010197215502014108,-0.11811023622047244,0.0,0.0,-0.005000000000000004,0.030114012810172463,-0.5104348315259458,0.12950463687557917,-15.0,0.0,0.0,-0.6350000000000005,3.8244796268919026,1,False,True,False,1764588164.7627845
15,144,-0.002423262331163101,0.007439554686747794,-2.8125,0.0,0.0,-0.005000000000000004,0.42715941611740715,-0.34894977568748653,1.0712958748916823,-405.0,0.0,0.0,-0.7200000000000005,61.51095592090663,27,False,True,False,1764588182.6815534
16,19,-0.0029260840207972747,0.006745163281749881,0.0,0.0,-0.10526315789473684,-0.005000000000000001,0.0,-0.055595596395148224,0.12815810235324773,0.0,0.0,-2.0,-0.09500000000000001,0.0,0,False,False,True,1764588185.846315
17,5,-0.0014125356257622043,0.006777069035112593,-3.0,0.0,0.0,-0.005,0.48714654713392685,-0.007062678128811022,0.033885345175562964,-15.0,0.0,0.0,-0.025,2.4357327356696343,1,False,True,False,1764588195.5514808
18,26,-0.002203969065887961,0.005454262230396271,-0.5769230769230769,0.0,0.0,-0.005000000000000001,0.12038241921517348,-0.057303195713086987,0.14181081799030304,-15.0,0.0,0.0,-0.13000000000000003,3.1299428995945107,1,False,True,False,1764588211.7007742
