episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at,pid,agent,total_intrusions
1,19,-0.1931753981672356,0.0,0.0,-3.670332565177477,0.0,0.0,1761043297.391512,pid_27492,KL005,
1,24,-0.1594026634869919,0.0,0.0,-3.825663923687806,0.0,0.0,1761043297.3996243,pid_13016,KL005,
1,22,-0.251587618236089,0.0,0.0,-5.534927601193959,0.0,0.0,1761043297.4121394,pid_30024,KL004,
1,25,-0.2354705958390284,0.0,0.0,-5.886764895975711,0.0,0.0,1761043297.4131403,pid_13016,KL003,
1,19,-0.0876730215855269,0.0,-0.0526315789473684,-1.6657874101250123,0.0,-1.0,1761043297.4141395,pid_2444,KL001,
1,21,-0.1635786360103258,0.0,0.0,-3.4351513562168434,0.0,0.0,1761043297.426143,pid_26652,KL002,
1,20,-0.0701730738662289,0.0,0.0,-1.403461477324579,0.0,0.0,1761043297.4331512,pid_2444,KL004,
1,22,-0.1225378633117188,0.0,0.0,-2.695832992857815,0.0,0.0,1761043297.439666,pid_26652,KL004,
1,22,-0.0978329417586574,0.0,0.0,-2.152324718690463,0.0,0.0,1761043297.439666,pid_26652,KL006,
1,26,-0.0605198953590883,0.0,0.0,-1.573517279336296,0.0,0.0,1761043297.4406695,pid_2720,KL006,
1,29,-0.2159551750966208,0.0,0.0,-6.262700077802003,0.0,0.0,1761043297.447837,pid_6532,KL003,
1,26,-0.0907975664761157,0.0,0.0,-2.360736728379009,0.0,0.0,1761043297.4488368,pid_1620,KL005,
1,27,-0.1521419873610184,0.0,0.0,-4.107833658747499,0.0,0.0,1761043297.4578366,pid_1620,KL002,
1,23,-0.1854848518112293,0.0,-0.0434782608695652,-4.266151591658275,0.0,-1.0,1761043297.4688768,pid_4564,KL004,
1,26,-0.1070608677636085,0.0,0.0,-2.783582561853823,0.0,0.0,1761043297.4949484,pid_10228,KL004,
1,28,-0.144922600295432,0.0,-0.1071428571428571,-4.057832808272097,0.0,-3.0,1761043297.4979496,pid_30024,KL002,
1,28,-0.1969488577045255,0.0,0.0,-5.514568015726716,0.0,0.0,1761043297.4979496,pid_30024,KL005,
1,28,-0.1256586884229847,0.0,0.0,-3.5184432758435737,0.0,0.0,1761043297.5106957,pid_30352,KL001,
1,32,-0.1516131139722433,0.0,0.0,-4.851619647111788,0.0,0.0,1761043297.513696,pid_6940,KL006,
1,30,-0.1250438516995579,0.0,0.0,-3.7513155509867375,0.0,0.0,1761043297.5242147,pid_30024,KL003,
1,30,-0.1504199860810189,0.0,-0.0333333333333333,-4.512599582430569,0.0,-1.0,1761043297.5242147,pid_30024,KL006,
1,29,-0.1702627291863955,0.0,0.0,-4.93761914640547,0.0,0.0,1761043297.5287435,pid_23300,KL006,
1,38,-0.229021716951504,0.0,0.0,-8.702825244157156,0.0,0.0,1761043297.5577636,pid_556,KL006,
1,35,-0.1946948043097004,0.0,0.0,-6.814318150839516,0.0,0.0,1761043297.5622787,pid_1620,KL003,
1,38,-0.202424659647131,0.0,0.0,-7.69213706659098,0.0,0.0,1761043297.5872605,pid_19800,KL002,
1,37,-0.1079913184842836,0.0,0.0,-3.9956787839184935,0.0,0.0,1761043297.5882573,pid_2720,KL003,
2,3,-0.077360438121685,0.0,0.0,-0.2320813143650551,0.0,0.0,1761043297.6018343,pid_30024,KL004,
1,39,-0.1531325332168089,0.0,0.0,-5.972168795455548,0.0,0.0,1761043297.606831,pid_13016,KL002,
1,36,-0.1930932799539092,0.0,0.0,-6.951358078340732,0.0,0.0,1761043297.6198392,pid_27492,KL006,
1,41,-0.1847575067190096,0.0,0.0,-7.575057775479395,0.0,0.0,1761043297.648462,pid_1620,KL006,
1,42,-0.1812081332399354,0.0,0.0,-7.610741596077288,0.0,0.0,1761043297.651459,pid_13016,KL006,
1,39,-0.1924809334928006,0.0,-0.0256410256410256,-7.506756406219224,0.0,-1.0,1761043297.6544583,pid_27492,KL004,
1,47,-0.1996381135401086,0.0,-0.0425531914893617,-9.382991336385109,0.0,-2.0,1761043297.6564624,pid_24656,KL003,
1,39,-0.1860542375311449,0.0,-0.1025641025641025,-7.256115263714653,0.0,-4.0,1761043297.6688118,pid_30352,KL004,
1,41,-0.1772958617081616,0.0,0.0,-7.269130330034626,0.0,0.0,1761043297.6758132,pid_26652,KL005,
1,40,-0.1798009833469339,0.0,0.0,-7.192039333877357,0.0,0.0,1761043297.6973245,pid_23300,KL003,
2,1,-0.0862226155259576,0.0,0.0,-0.0862226155259576,0.0,0.0,1761043297.7101443,pid_27492,KL002,
1,41,-0.1764443450208109,0.0,0.0,-7.234218145853249,0.0,0.0,1761043297.7261534,pid_10228,KL003,
1,43,-0.1990946514780949,0.0,0.0,-8.561070013558082,0.0,0.0,1761043297.7281525,pid_21496,KL001,
1,40,-0.1575629181693478,0.0,0.0,-6.302516726773914,0.0,0.0,1761043297.7291543,pid_4564,KL003,
2,12,-0.2068743204234166,0.0,0.0,-2.4824918450809994,0.0,0.0,1761043297.751717,pid_30024,KL001,
1,45,-0.1499498660822373,0.0,0.0,-6.747743973700681,0.0,0.0,1761043297.751717,pid_21496,KL006,
1,50,-0.1624434654294905,0.0,0.0,-8.122173271474525,0.0,0.0,1761043297.754567,pid_2720,KL002,
1,52,-0.1857896661479355,0.0,-0.0192307692307692,-9.661062639692648,0.0,-1.0,1761043297.761576,pid_6940,KL002,
1,46,-0.1753743735969343,0.0,-0.0434782608695652,-8.06722118545898,0.0,-2.0,1761043297.7625751,pid_30352,KL003,
2,12,-0.1011015302804979,0.0,0.0,-1.2132183633659754,0.0,0.0,1761043297.7755823,pid_556,KL001,
2,12,-0.2511108155147527,0.0,0.0,-3.013329786177033,0.0,0.0,1761043297.7755823,pid_556,KL006,
2,6,-0.1026002792328577,0.0,0.0,-0.6156016753971463,0.0,0.0,1761043297.782585,pid_1620,KL005,
2,13,-0.2332131061471129,0.0,0.0,-3.0317703799124684,0.0,0.0,1761043297.790058,pid_556,KL003,
2,6,-0.1330816626165205,0.0,0.0,-0.7984899756991232,0.0,0.0,1761043297.7975984,pid_13016,KL002,
1,56,-0.1952645705810489,0.0,0.0,-10.934815952538743,0.0,0.0,1761043297.8016524,pid_19800,KL003,
2,15,-0.1135546270937826,0.0,0.0,-1.7033194064067398,0.0,0.0,1761043297.804953,pid_30024,KL003,
2,7,-0.1299404256189114,0.0,0.0,-0.90958297933238,0.0,0.0,1761043297.827803,pid_26652,KL004,
1,47,-0.1960185477723429,0.0,-0.0425531914893617,-9.212871745300118,0.0,-2.0,1761043297.828801,pid_2444,KL003,
2,8,-0.1445903249796238,0.0,0.0,-1.156722599836991,0.0,0.0,1761043297.828801,pid_13016,KL004,
1,52,-0.1479044140831802,0.0,0.0,-7.69102953232537,0.0,0.0,1761043297.8388042,pid_21496,KL004,
1,48,-0.1448461338145505,0.0,0.0,-6.952614423098424,0.0,0.0,1761043297.8423083,pid_2444,KL005,
2,18,-0.133799520929076,0.0,0.0,-2.4083913767233684,0.0,0.0,1761043297.8524122,pid_30024,KL002,
2,5,-0.0821945678225507,0.0,0.0,-0.4109728391127538,0.0,0.0,1761043297.8689284,pid_6940,KL006,
2,10,-0.1242894904301585,0.0,0.0,-1.242894904301585,0.0,0.0,1761043297.8719454,pid_27492,KL006,
2,24,-0.1774480340830364,0.0,0.0,-4.258752817992874,0.0,0.0,1761043297.8759446,pid_6532,KL004,
1,54,-0.1386970284074358,0.0,0.0,-7.489639534001533,0.0,0.0,1761043297.8829546,pid_10228,KL005,
2,6,-0.139777449154027,0.0,0.0,-0.8386646949241622,0.0,0.0,1761043297.8879583,pid_6940,KL005,
2,12,-0.1832987222373604,0.0,0.0,-2.1995846668483248,0.0,0.0,1761043297.8990767,pid_27492,KL005,
2,8,-0.2003610293939864,0.0,0.0,-1.6028882351518918,0.0,0.0,1761043297.9164789,pid_6940,KL002,
1,55,-0.1935584898206404,0.0,-0.0363636363636363,-10.64571694013522,0.0,-2.0,1761043297.9267163,pid_2444,KL006,
1,69,-0.139389878660796,0.0,-0.0579710144927536,-9.617901627594923,0.0,-4.0,1761043297.927222,pid_24656,KL004,
2,15,-0.1905266806550897,0.0,0.0,-2.857900209826345,0.0,0.0,1761043297.932686,pid_1620,KL002,
1,60,-0.1728668976586206,0.0,-0.0666666666666666,-10.37201385951724,0.0,-4.0,1761043297.9447122,pid_23300,KL001,
2,16,-0.2123097464194382,0.0,0.0,-3.396955942711012,0.0,0.0,1761043297.9447122,pid_1620,KL004,
1,57,-0.1890321598366827,0.0,-0.0175438596491228,-10.77483311069092,0.0,-1.0,1761043297.9573624,pid_4564,KL001,
1,67,-0.1782065377263733,0.0,0.0,-11.939838027667015,0.0,0.0,1761043297.9573624,pid_15904,KL003,
2,31,-0.1454213658493967,0.0,0.0,-4.5080623413313,0.0,0.0,1761043297.9643853,pid_6532,KL003,
2,27,-0.1283968038485679,0.0,0.0,-3.4667137039113345,0.0,0.0,1761043297.97237,pid_556,KL005,
2,20,-0.1390963939503023,0.0,0.0,-2.7819278790060458,0.0,0.0,1761043297.9994876,pid_1620,KL006,
2,21,-0.0507127310650339,0.0,-0.0476190476190476,-1.0649673523657122,0.0,-1.0,1761043298.0036433,pid_13016,KL006,
1,68,-0.1985199837535996,0.0,-0.0441176470588235,-13.499358895244775,0.0,-3.0,1761043298.0298738,pid_30352,KL002,
1,68,-0.1240070563576207,0.0,-0.0588235294117647,-8.43247983231821,0.0,-4.0,1761043298.0338829,pid_23300,KL004,
2,37,-0.2470808696166616,0.0,-0.027027027027027,-9.14199217581648,0.0,-1.0,1761043298.0338829,pid_6532,KL006,
2,23,-0.1830997324096642,0.0,0.0,-4.2112938454222775,0.0,0.0,1761043298.0398662,pid_1620,KL001,
2,38,-0.2038270862074952,0.0,0.0,-7.74542927588482,0.0,0.0,1761043298.046379,pid_6532,KL001,
2,38,-0.2391572212438503,0.0,-0.0789473684210526,-9.087974407266312,0.0,-3.0,1761043298.046379,pid_6532,KL002,
2,18,-0.1123070965520839,0.0,-0.0555555555555555,-2.021527737937511,0.0,-1.0,1761043298.0586915,pid_6940,KL003,
2,26,-0.1601012043367742,0.0,0.0,-4.162631312756129,0.0,0.0,1761043298.0762422,pid_13016,KL005,
2,35,-0.1268634198749322,0.0,-0.0285714285714285,-4.440219695622629,0.0,-1.0,1761043298.078241,pid_30024,KL005,
2,24,-0.1501985490306299,0.0,0.0,-3.60476517673512,0.0,0.0,1761043298.0809746,pid_27492,KL001,
1,71,-0.1737310364121176,0.0,-0.0140845070422535,-12.334903585260353,0.0,-1.0,1761043298.0972383,pid_2444,KL002,
2,26,-0.2170960045168381,0.0,-0.0384615384615384,-5.644496117437791,0.0,-1.0,1761043298.1028025,pid_27492,KL004,
2,29,-0.1669806837052845,0.0,-0.0344827586206896,-4.8424398274532505,0.0,-1.0,1761043298.115877,pid_26652,KL002,
2,40,-0.1720450323568673,0.0,0.0,-6.881801294274692,0.0,0.0,1761043298.1187198,pid_556,KL004,
2,30,-0.2147568460192553,0.0,-0.0333333333333333,-6.442705380577661,0.0,-1.0,1761043298.1360133,pid_13016,KL003,
2,40,-0.222634310197288,0.0,-0.025,-8.90537240789152,0.0,-1.0,1761043298.145199,pid_30024,KL006,
2,23,-0.062836538735432,0.0,0.0,-1.4452403909149376,0.0,0.0,1761043298.1622772,pid_2720,KL002,
2,38,-0.1746877777795387,0.0,0.0,-6.638135555622471,0.0,0.0,1761043298.180164,pid_1620,KL003,
2,37,-0.1125124275422944,0.0,-0.027027027027027,-4.162959819064895,0.0,-1.0,1761043298.1962469,pid_26652,KL006,
1,86,-0.1703946076231687,0.0,-0.0232558139534883,-14.653936255592509,0.0,-2.0,1761043298.256396,pid_30352,KL005,
1,95,-0.1250964136959916,0.0,0.0,-11.8841593011192,0.0,0.0,1761043298.318901,pid_10228,KL002,
2,47,-0.1756328522972692,0.0,0.0,-8.254744057971655,0.0,0.0,1761043298.3514118,pid_6940,KL004,
2,48,-0.2377027165896476,0.0,-0.0208333333333333,-11.409730396303088,0.0,-1.0,1761043298.3619034,pid_27492,KL003,
2,59,-0.2041262068588413,0.0,0.0,-12.04344620467164,0.0,0.0,1761043298.408667,pid_26652,KL003,
2,44,-0.1236473307811217,0.0,-0.0227272727272727,-5.440482554369359,0.0,-1.0,1761043298.4216642,pid_2720,KL004,
2,76,-0.1356529063304266,0.0,-0.0263157894736842,-10.309620881112425,0.0,-2.0,1761043298.454178,pid_6532,KL005,
2,50,-0.1893575199779582,0.0,0.0,-9.467875998897911,0.0,0.0,1761043298.485297,pid_2720,KL003,
2,65,-0.1445321523057294,0.0,0.0,-9.394589899872413,0.0,0.0,1761043298.5292666,pid_13016,KL001,
2,55,-0.1456438892347919,0.0,-0.0363636363636363,-8.010413907913556,0.0,-2.0,1761043298.5571494,pid_2720,KL005,
2,72,-0.1511138839404911,0.0,0.0,-10.88019964371536,0.0,0.0,1761043298.570238,pid_26652,KL005,
2,85,-0.1190919450551924,0.0,0.0,-10.122815329691354,0.0,0.0,1761043298.579294,pid_556,KL002,
2,61,-0.1169414310193549,0.0,-0.0491803278688524,-7.133427292180652,0.0,-3.0,1761043298.6361892,pid_2720,KL001,
3,1,-0.2177922317125417,0.0,0.0,-0.2177922317125417,0.0,0.0,1761043298.6361892,pid_13016,KL004,
3,2,-0.0629391095963853,0.0,0.0,-0.1258782191927706,0.0,0.0,1761043298.647719,pid_13016,KL001,
3,4,-0.1813078580448744,0.0,0.0,-0.7252314321794979,0.0,0.0,1761043298.6709723,pid_6532,KL002,
2,4,-0.1391115925647677,0.0,0.0,-0.556446370259071,0.0,0.0,1761043298.6756852,pid_2444,KL006,
2,77,-0.1258097949673859,0.0,-0.0129870129870129,-9.68735421248872,0.0,-1.0,1761043298.6766934,pid_6940,KL001,
3,7,-0.0928401340539909,0.0,0.0,-0.6498809383779367,0.0,0.0,1761043298.7147658,pid_6532,KL003,
2,6,-0.0519812413106925,0.0,0.0,-0.3118874478641555,0.0,0.0,1761043298.7202811,pid_23300,KL004,
3,8,-0.0724688216571124,0.0,0.0,-0.5797505732568996,0.0,0.0,1761043298.7292876,pid_6532,KL005,
2,8,-0.1213526004655868,0.0,0.0,-0.9708208037246948,0.0,0.0,1761043298.744808,pid_30352,KL003,
3,9,-0.0979410298638597,0.0,0.0,-0.881469268774738,0.0,0.0,1761043298.7488077,pid_556,KL002,
2,8,-0.1387424340417542,0.0,0.0,-1.109939472334034,0.0,0.0,1761043298.7545447,pid_4564,KL001,
3,10,-0.0911741887545845,0.0,0.0,-0.9117418875458452,0.0,0.0,1761043298.7665403,pid_556,KL001,
2,11,-0.0713667599332194,0.0,0.0,-0.785034359265414,0.0,0.0,1761043298.771546,pid_19800,KL001,
3,10,-0.1837590239607139,0.0,0.0,-1.8375902396071395,0.0,0.0,1761043298.776553,pid_27492,KL005,
3,12,-0.0920243882141448,0.0,-0.0833333333333333,-1.1042926585697386,0.0,-1.0,1761043298.782555,pid_6532,KL001,
3,11,-0.239866643812431,0.0,0.0,-2.6385330819367416,0.0,0.0,1761043298.783836,pid_556,KL004,
3,13,-0.1348053314413263,0.0,0.0,-1.7524693087372427,0.0,0.0,1761043298.7892883,pid_30024,KL002,
3,13,-0.2031335994440935,0.0,0.0,-2.6407367927732155,0.0,0.0,1761043298.7892883,pid_30024,KL005,
3,11,-0.2069828099730354,0.0,0.0,-2.2768109097033897,0.0,0.0,1761043298.7976816,pid_1620,KL006,
2,11,-0.1067063948594282,0.0,0.0,-1.1737703434537112,0.0,0.0,1761043298.7986898,pid_30352,KL004,
3,12,-0.0892732061993611,0.0,0.0,-1.0712784743923345,0.0,0.0,1761043298.7996898,pid_556,KL003,
2,13,-0.2119672489248918,0.0,0.0,-2.755574236023594,0.0,0.0,1761043298.8046908,pid_2444,KL004,
3,7,-0.0726376789451708,0.0,0.0,-0.5084637526161957,0.0,0.0,1761043298.826208,pid_6940,KL005,
3,13,-0.2008879355880476,0.0,0.0,-2.6115431626446197,0.0,0.0,1761043298.8272176,pid_1620,KL001,
3,16,-0.1255440872395974,0.0,0.0,-2.0087053958335583,0.0,0.0,1761043298.8312256,pid_30024,KL004,
2,77,-0.168478429678845,0.0,0.0,-12.972839085271069,0.0,0.0,1761043298.8372254,pid_2720,KL006,
2,14,-0.1019178837846447,0.0,0.0,-1.4268503729850268,0.0,0.0,1761043298.8564358,pid_30352,KL001,
2,15,-0.1883244807614322,0.0,0.0,-2.824867211421484,0.0,0.0,1761043298.8636174,pid_15904,KL001,
2,14,-0.1522256406086428,0.0,0.0,-2.1311589685209995,0.0,0.0,1761043298.8691573,pid_10228,KL005,
2,15,-0.0972292633233998,0.0,0.0,-1.458438949850998,0.0,0.0,1761043298.8776577,pid_4564,KL002,
2,19,-0.1592071914698537,0.0,0.0,-3.0249366379272216,0.0,0.0,1761043298.8891735,pid_19800,KL003,
2,16,-0.2136987998623272,0.0,0.0,-3.419180797797236,0.0,0.0,1761043298.8927813,pid_4564,KL005,
3,18,-0.126764759821829,0.0,0.0,-2.281765676792923,0.0,0.0,1761043298.9033782,pid_1620,KL003,
3,19,-0.2270145943510565,0.0,0.0,-4.313277292670073,0.0,0.0,1761043298.905239,pid_27492,KL001,
2,17,-0.1922734852727749,0.0,0.0,-3.268649249637173,0.0,0.0,1761043298.905239,pid_15904,KL003,
2,21,-0.1158575711007606,0.0,0.0,-2.4330089931159744,0.0,0.0,1761043298.917561,pid_19800,KL005,
2,18,-0.2414820485065515,0.0,0.0,-4.346676873117927,0.0,0.0,1761043298.925567,pid_30352,KL005,
3,23,-0.2558697683256757,0.0,-0.0434782608695652,-5.885004671490541,0.0,-1.0,1761043298.9370897,pid_13016,KL006,
2,23,-0.1273898901662733,0.0,0.0,-2.929967473824286,0.0,0.0,1761043298.9390912,pid_19800,KL002,
2,19,-0.1547376776959998,0.0,-0.1052631578947368,-2.9400158762239967,0.0,-2.0,1761043298.9400902,pid_15904,KL004,
3,21,-0.1734088304970281,0.0,0.0,-3.6415854404375914,0.0,0.0,1761043298.9425976,pid_1620,KL002,
2,18,-0.117685587553206,0.0,0.0,-2.118340575957708,0.0,0.0,1761043298.9466183,pid_23300,KL003,
2,21,-0.2393472839660957,0.0,0.0,-5.026292963288011,0.0,0.0,1761043298.9603715,pid_21496,KL002,
2,24,-0.0857573400085325,0.0,0.0,-2.058176160204782,0.0,0.0,1761043298.9643743,pid_2444,KL002,
2,22,-0.2015935029279063,0.0,0.0,-4.43505706441394,0.0,0.0,1761043298.9758768,pid_21496,KL006,
2,22,-0.082322049651743,0.0,0.0,-1.8110850923383468,0.0,0.0,1761043298.976877,pid_30352,KL006,
3,29,-0.1217289682145555,0.0,-0.0344827586206896,-3.530140078222111,0.0,-1.0,1761043299.0171795,pid_13016,KL002,
2,25,-0.1127629021599763,0.0,-0.04,-2.8190725539994075,0.0,-1.0,1761043299.01818,pid_21496,KL001,
3,27,-0.2163286579399332,0.0,0.0,-5.840873764378198,0.0,0.0,1761043299.019179,pid_1620,KL004,
3,30,-0.2145586979409471,0.0,0.0,-6.436760938228415,0.0,0.0,1761043299.02218,pid_30024,KL003,
2,25,-0.1540250450099588,0.0,0.0,-3.8506261252489713,0.0,0.0,1761043299.0256996,pid_4564,KL004,
2,24,-0.1860692202619868,0.0,-0.0833333333333333,-4.465661286287685,0.0,-2.0,1761043299.0297103,pid_15904,KL005,
2,30,-0.2031953940575165,0.0,0.0,-6.095861821725497,0.0,0.0,1761043299.0452237,pid_2444,KL005,
2,30,-0.2194015766329382,0.0,-0.0333333333333333,-6.582047298988147,0.0,-1.0,1761043299.0858934,pid_21496,KL004,
3,32,-0.1926859262646758,0.0,0.0,-6.165949640469625,0.0,0.0,1761043299.114755,pid_27492,KL004,
2,32,-0.210097320498209,0.0,0.0,-6.723114255942689,0.0,0.0,1761043299.1212623,pid_4564,KL003,
2,118,-0.1424040595320773,0.0,0.0,-16.80367902478513,0.0,0.0,1761043299.123273,pid_26652,KL001,
3,33,-0.2121920803106484,0.0,-0.0606060606060606,-7.002338650251398,0.0,-2.0,1761043299.1302795,pid_27492,KL003,
2,37,-0.189240744696779,0.0,-0.1081081081081081,-7.001907553780826,0.0,-4.0,1761043299.1342816,pid_2444,KL003,
3,14,-0.1937438741084831,0.0,0.0,-2.712414237518764,0.0,0.0,1761043299.1397924,pid_2720,KL002,
2,39,-0.139676279296899,0.0,0.0,-5.44737489257906,0.0,0.0,1761043299.1443164,pid_19800,KL006,
2,42,-0.1284284185541697,0.0,0.0,-5.393993579275128,0.0,0.0,1761043299.1786528,pid_19800,KL004,
3,17,-0.2072603186594387,0.0,-0.0588235294117647,-3.5234254172104578,0.0,-1.0,1761043299.192405,pid_2720,KL004,
3,30,-0.1476808055327338,0.0,0.0,-4.430424165982016,0.0,0.0,1761043299.2058258,pid_6940,KL006,
3,18,-0.1743073414357495,0.0,0.0,-3.1375321458434926,0.0,0.0,1761043299.2068253,pid_2720,KL001,
3,18,-0.2419100717914759,0.0,-0.0555555555555555,-4.354381292246568,0.0,-1.0,1761043299.2068253,pid_2720,KL005,
3,45,-0.1808997346207581,0.0,0.0,-8.140488057934116,0.0,0.0,1761043299.233362,pid_1620,KL005,
