episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at
1,15,-0.007205396678825455,0.14165346318312502,0.0,0.0,-0.10808095018238183,2.1248019477468754,0.0,0.0,0,1761136930.4874532
2,11,-0.008773192335930784,0.1795149908790373,0.0,0.0,-0.09650511569523863,1.9746648996694103,0.0,0.0,0,1761136932.4071524
3,17,-0.010501552089505596,0.1230591762058879,0.0,-0.28020958540859287,-0.17852638552159514,2.0920059955000943,0.0,-4.763562951946079,0,1761136934.3373828
4,19,-0.003330681682347758,0.12489696127703082,0.0,0.0,-0.0632829519646074,2.3730422642635856,0.0,0.0,0,1761136936.8552082
5,18,-0.008624050040843594,0.12492034349365036,0.0,0.0,-0.15523290073518467,2.2485661828857064,0.0,0.0,0,1761136939.3422446
6,8,-0.006217252748882175,0.2312505155561648,0.0,0.0,-0.0497380219910574,1.8500041244493184,0.0,0.0,0,1761136940.5575075
7,21,-0.004575993038496475,0.11727272374000743,0.0,0.0,-0.09609585380842597,2.462727198540156,0.0,0.0,0,1761136944.7706583
8,3,-0.012880756388806314,0.04705005843752388,0.0,0.0,-0.03864226916641894,0.14115017531257162,0.0,0.0,0,1761136945.2115324
9,23,-0.01871990164536977,0.09023000596839906,-0.2608695652173913,-0.31601095765250886,-0.4305577378435047,2.0752901372731785,-6.0,-7.268252026007704,1,1761136949.7976294
10,11,-0.006600954800023787,0.17756392536597249,0.0,0.0,-0.07261050280026166,1.9532031790256974,0.0,0.0,0,1761136952.4663603
