episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,7,-0.006675404129342931,0.14285714285714285,0.0,-0.04672782890540052,1.0,0.0,0,1761079248.675623
2,9,-0.02179723156391899,0.1111111111111111,0.0,-0.19617508407527093,1.0,0.0,0,1761079250.9369373
3,10,-0.0061622505478885065,0.1,0.0,-0.061622505478885065,1.0,0.0,0,1761079253.3132465
4,8,-0.036158242713652936,0.125,0.0,-0.2892659417092235,1.0,0.0,0,1761079254.516747
5,16,-0.015721523543373923,0.0625,-0.125,-0.2515443766939828,1.0,-2.0,2,1761079257.8578126
6,14,-0.004457540169705649,0.07142857142857142,0.0,-0.06240556237587908,1.0,0.0,0,1761079259.65818
7,20,-0.014824930528625688,0.05,0.0,-0.29649861057251375,1.0,0.0,0,1761079262.9664829
8,14,-0.006423583505208385,0.07142857142857142,0.0,-0.08993016907291738,1.0,0.0,0,1761079264.8109944
9,12,-0.013613799621764545,0.08333333333333333,0.0,-0.16336559546117455,1.0,0.0,0,1761079266.3547366
10,7,-0.023549854416345797,0.14285714285714285,0.0,-0.16484898091442057,1.0,0.0,0,1761079268.026613
