iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
500,-1711.012,113.1,102.27,0.0311
1000,-1301.004,113.87,78.17,0.0078
1500,-1281.992,112.67,77.3,0.0022
2000,-925.795,111.23,56.6,0.0067
2500,-956.515,124.83,56.03,0.0033
3000,-1248.387,247.3,81.87,0.0078
3500,-1077.331,112.9,72.3,0.0089
4000,-1087.457,148.23,73.53,0.0122
4500,-816.122,146.47,50.83,0.0111
5000,-849.785,149.2,56.8,0.0189
