episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,pid,agent
7,8,-0.1141351292465736,0.0097887284354324,0.0,-0.9130810339725892,0.0783098274834596,0.0,pid_46344,KL001
8,41,-0.1751345143814903,-0.0026782465200634,0.0,-7.180515089641105,-0.1098081073226017,0.0,pid_46344,KL001
9,35,-0.0920430357073903,0.0132930462957462,0.0,-3.2215062497586637,0.4652566203511203,0.0,pid_46344,KL001
1,34,-0.0813452411491193,0.0137120857203424,0.0,-2.7657381990700585,0.4662109144916426,0.0,pid_46668,KL001
2,18,-0.2195984511424714,-0.0082383543625005,0.0,-3.952772120564487,-0.1482903785250103,0.0,pid_46668,KL001
3,18,-0.0776429103857893,0.0166683786980235,0.0,-1.3975723869442085,0.3000308165644245,0.0,pid_46668,KL001
4,16,-0.1943276646318351,-0.0065886317953186,0.0,-3.109242634109362,-0.1054181087250978,0.0,pid_46668,KL001
5,173,-0.1380009045503366,0.0037695388190524,-0.0173410404624277,-23.87415648720824,0.6521302156960699,-3.0,pid_46668,KL001
1,148,-0.1601502410516464,-0.000592216713715,0.0,-23.702235675643674,-0.0876480736298327,0.0,pid_9800,KL001
2,6,-0.0850682630459957,0.0167031571415072,0.0,-0.5104095782759743,0.1002189428490436,0.0,pid_9800,KL001
3,26,-0.1392123255581433,0.0056822386059927,0.0,-3.619520464511727,0.1477382037558118,0.0,pid_9800,KL001
1,78,-0.1374407562896345,0.0036278090907894,-0.0256410256410256,-10.720378990591495,0.2829691090815758,-2.0,pid_1008,KL002
2,103,-0.1396478194269503,0.0034573225031492,-0.0097087378640776,-14.383725400975878,0.3561042178243694,-1.0,pid_1008,KL002
1,17,-0.1366392014405012,0.0059345251845638,0.0,-2.322866424488521,0.1008869281375856,0.0,pid_11648,KL002
2,20,-0.1750230045473662,-0.0022763070936495,0.0,-3.5004600909473256,-0.0455261418729914,0.0,pid_11648,KL002
3,5,-0.1121709074795555,0.0143708145788935,0.0,-0.5608545373977777,0.0718540728944677,0.0,pid_11648,KL002
4,51,-0.0981413156068961,0.00925434332884,0.0,-5.005207095951703,0.4719715097708405,0.0,pid_11648,KL002
5,98,-0.1670179404552164,-0.0021139082362067,0.0,-16.36775816461121,-0.207163007148262,0.0,pid_11648,KL002
1,18,-0.1224073358726457,0.0069447172053148,-0.1111111111111111,-2.203332045707623,0.1250049096956682,-2.0,pid_17420,KL002
2,69,-0.1546412477309957,0.0013217245228392,0.0,-10.670246093438704,0.0911989920759054,0.0,pid_17420,KL002
3,44,-0.1693095119728385,-0.0015802464102744,-0.2727272727272727,-7.449618526804895,-0.0695308420520741,-12.0,pid_17420,KL002
4,52,-0.210443153127316,-0.0082248907189134,0.0,-10.943043962620436,-0.4276943173835005,0.0,pid_17420,KL002
5,15,-0.1164248306819016,0.0106630988043177,-0.0666666666666666,-1.746372460228525,0.1599464820647663,-1.0,pid_17420,KL002
6,18,-0.1057458143180014,0.0119878966326586,0.0,-1.9034246577240264,0.2157821393878561,0.0,pid_17420,KL002
7,23,-0.1686093694371082,-0.0011900682178897,0.0,-3.8780154970534895,-0.0273715690114649,0.0,pid_17420,KL002
8,18,-0.0859052421487036,0.0141523888637903,0.0,-1.5462943586766649,0.2547429995482255,0.0,pid_17420,KL002
9,56,-0.1326577161510235,0.0048708232932208,0.0,-7.428832104457319,0.2727661044203649,0.0,pid_17420,KL002
10,23,-0.2146700484945982,-0.0099600203735757,-0.0869565217391304,-4.93741111537576,-0.2290804685922423,-2.0,pid_17420,KL002
1,71,-0.1895898977959542,-0.0048975299162872,0.0,-13.460882743512748,-0.3477246240563951,0.0,pid_18076,KL002
2,118,-0.185205708308926,-0.0034450131845603,-0.0084745762711864,-21.85427358045328,-0.4065115557781169,-1.0,pid_18076,KL002
3,48,-0.2030638544713485,-0.0075913941020827,0.0,-9.747065014624727,-0.3643869168999736,0.0,pid_18076,KL002
4,22,-0.1480627377213883,0.0025648128264758,0.0,-3.257380229870543,0.0564258821824691,0.0,pid_18076,KL002
5,57,-0.1144880514365354,0.0082441084641374,0.0,-6.5258189318825215,0.4699141824558358,0.0,pid_18076,KL002
1,28,-0.1182439892893541,0.0087858213278164,0.0,-3.310831700101915,0.2460029971788617,0.0,pid_19340,KL002
2,4,-0.1210184316517732,0.0127175521564745,0.0,-0.4840737266070929,0.0508702086258981,0.0,pid_19340,KL002
3,19,-0.1534842043557354,0.0022803212253912,0.0,-2.9161998827589724,0.0433261032824333,0.0,pid_19340,KL002
4,15,-0.1659823430071783,-0.0009969504767084,0.0,-2.4897351451076752,-0.0149542571506264,0.0,pid_19340,KL002
5,129,-0.1396179008045223,0.0042569021561403,-0.0077519379844961,-18.01070920378338,0.5491403781420995,-1.0,pid_19340,KL002
1,9,-0.2246882035549422,-0.0102283428621114,0.0,-2.02219383199448,-0.0920550857590031,0.0,pid_23452,KL002
2,11,-0.1502734376566826,0.0040466626259337,0.0,-1.6530078142235087,0.0445132888852711,0.0,pid_23452,KL002
3,15,-0.2013449720453295,-0.0063434670229052,0.0,-3.020174580679943,-0.0951520053435793,0.0,pid_23452,KL002
4,16,-0.0965646733497579,0.0126211159801413,0.0,-1.5450347735961274,0.2019378556822618,0.0,pid_23452,KL002
5,8,-0.1192523222492536,0.0128753613537351,0.0,-0.9540185779940294,0.1030028908298811,0.0,pid_23452,KL002
6,21,-0.0951299619098182,0.0132517442595196,0.0,-1.997729200106184,0.2782866294499131,0.0,pid_23452,KL002
7,49,-0.1085483939758259,0.0090189165103672,-0.0204081632653061,-5.31887130481547,0.4419269090079963,-1.0,pid_23452,KL002
1,73,-0.1454903082592828,0.003277604913072,0.0,-10.620792502927644,0.2392651586542603,0.0,pid_28052,KL002
2,27,-0.1144881081095916,0.0061247044968713,-0.037037037037037,-3.091178918958976,0.165367021415526,-1.0,pid_28052,KL002
3,52,-0.1557721567778774,0.0009294799722451,0.0,-8.100152152449628,0.0483329585567496,0.0,pid_28052,KL002
4,125,-0.1453295253484475,0.0023913590027589,-0.008,-18.166190668555945,0.2989198753448748,-1.0,pid_28052,KL002
5,72,-0.1925974632999979,-0.0047867775236501,-0.0277777777777777,-13.86701735759985,-0.3446479817028142,-2.0,pid_28052,KL002
1,34,-0.2174107809402388,-0.0103227729928481,0.0,-7.39196655196812,-0.3509742817568376,0.0,pid_31448,KL002
2,54,-0.2015694991636583,-0.0067796883208887,-0.0185185185185185,-10.88475295483755,-0.3661031693279918,-1.0,pid_31448,KL002
3,6,-0.0760091576467643,0.0197184489707513,0.0,-0.4560549458805859,0.1183106938245083,0.0,pid_31448,KL002
4,67,-0.1325667109261727,0.0046659336074187,0.0,-8.881969632053574,0.3126175516970582,0.0,pid_31448,KL002
5,22,-0.0890989555898163,0.0141303762149032,0.0,-1.9601770229759592,0.3108682767278716,0.0,pid_31448,KL002
6,35,-0.137819073169548,0.0031466722990644,0.0,-4.82366756093418,0.110133530467255,0.0,pid_31448,KL002
1,153,-0.1531836566215422,0.0008531853142145,0.0,-23.43709946309596,0.1305373530748223,0.0,pid_32180,KL002
2,44,-0.0764041641797079,0.01390326600898,-0.0454545454545454,-3.3617832239071497,0.6117437043951236,-2.0,pid_32180,KL002
3,31,-0.162468666816979,-0.0002164133583956,-0.0967741935483871,-5.036528671326349,-0.0067088141102661,-3.0,pid_32180,KL002
4,108,-0.1537407031340243,0.0001996709844525,-0.037037037037037,-16.60399593847463,0.0215644663208784,-4.0,pid_32180,KL002
1,55,-0.1547154987519018,0.0011116583089302,0.0,-8.509352431354603,0.0611412069911664,0.0,pid_34036,KL002
2,95,-0.1218832106295865,0.0069634786153139,0.0,-11.578905009810722,0.6615304684548258,0.0,pid_34036,KL002
1,26,-0.0969095835629806,0.0128496812169061,0.0,-2.5196491726374965,0.3340917116395588,0.0,pid_36744,KL002
2,7,-0.1071049691012477,0.0120938534530369,0.0,-0.7497347837087345,0.0846569741712585,0.0,pid_36744,KL002
3,40,-0.1693447408948952,-0.0005622455179691,-0.025,-6.7737896357958105,-0.0224898207187645,-1.0,pid_36744,KL002
4,21,-0.1777085309578026,-0.0033346238074514,0.0,-3.731879150113856,-0.0700270999564812,0.0,pid_36744,KL002
5,47,-0.1520482414531522,0.0021541965288148,0.0,-7.146267348298155,0.1012472368542956,0.0,pid_36744,KL002
6,36,-0.0970753798157182,0.0123568664750784,0.0,-3.4947136733658555,0.4448471931028241,0.0,pid_36744,KL002
7,40,-0.0806308489491203,0.0153297593710116,0.0,-3.225233957964813,0.6131903748404655,0.0,pid_36744,KL002
8,29,-0.1811258876325424,-0.0027425121302746,0.0,-5.25265074134373,-0.0795328517779637,0.0,pid_36744,KL002
9,63,-0.1958757602355922,-0.0067287698654377,0.0,-12.34017289484231,-0.4239125015225761,0.0,pid_36744,KL002
10,84,-0.1278873869717981,0.0056494959923924,0.0,-10.742540505631045,0.4745576633609685,0.0,pid_36744,KL002
1,37,-0.2181940628625496,-0.0105244227426112,0.0,-8.073180325914338,-0.3894036414766166,0.0,pid_41652,KL002
2,22,-0.0981339739989136,0.0115224901514599,0.0,-2.1589474279761003,0.2534947833321195,0.0,pid_41652,KL002
3,19,-0.1496918214192625,0.003392542767351,0.0,-2.844144606965989,0.0644583125796701,0.0,pid_41652,KL002
4,14,-0.0930139301181162,0.0118918771402767,0.0,-1.3021950216536275,0.1664862799638742,0.0,pid_41652,KL002
5,30,-0.1504915935224367,0.0014754882541749,0.0,-4.514747805673101,0.0442646476252471,0.0,pid_41652,KL002
6,12,-0.1884368132642542,-0.0029693727573392,-0.1666666666666666,-2.261241759171051,-0.0356324730880708,-2.0,pid_41652,KL002
7,104,-0.1482693859449391,0.0025898874620281,0.0,-15.420016138273676,0.2693482960509302,0.0,pid_41652,KL002
1,8,-0.210023409330898,-0.0071181153004922,0.0,-1.6801872746471842,-0.0569449224039381,0.0,pid_43192,KL002
2,53,-0.1774040164044194,-0.002541164106215,0.0,-9.40241286943423,-0.1346816976293987,0.0,pid_43192,KL002
3,14,-0.1824015632947479,-0.0036407693680331,-0.0714285714285714,-2.5536218861264715,-0.0509707711524634,-1.0,pid_43192,KL002
4,18,-0.1705770807324611,-0.0005382159503065,0.0,-3.0703874531843005,-0.0096878871055171,0.0,pid_43192,KL002
5,34,-0.2242728947157939,-0.0108683860945909,0.0,-7.625278420336995,-0.3695251272160906,0.0,pid_43192,KL002
6,5,-0.0471230992432555,0.0212684075461581,0.0,-0.2356154962162779,0.1063420377307909,0.0,pid_43192,KL002
7,9,-0.1552295708735354,0.0027112196251533,0.0,-1.3970661378618188,0.0244009766263798,0.0,pid_43192,KL002
8,101,-0.1457316584153628,0.0022818548151983,-0.0099009900990099,-14.71889749995165,0.2304673363350283,-1.0,pid_43192,KL002
1,2,-0.1732240105267773,0.0102161156508555,0.0,-0.3464480210535546,0.0204322313017111,0.0,pid_44300,KL002
2,11,-0.187701801092094,-0.0038470170889962,-0.4545454545454545,-2.064719812013035,-0.0423171879789586,-5.0,pid_44300,KL002
3,7,-0.150977683580047,0.0049841545512609,0.0,-1.0568437850603294,0.0348890818588263,0.0,pid_44300,KL002
4,5,-0.1701595945891846,0.000866042662153,0.0,-0.850797972945923,0.0043302133107654,0.0,pid_44300,KL002
5,52,-0.1429530770061735,0.0024372152230395,-0.0192307692307692,-7.433560004321026,0.1267351915980556,-1.0,pid_44300,KL002
6,43,-0.1252492954415674,0.0059905456352675,-0.0465116279069767,-5.3857197039874,0.2575934623165067,-2.0,pid_44300,KL002
7,36,-0.1499552204802069,0.0022110875259352,0.0,-5.39838793728745,0.0795991509336691,0.0,pid_44300,KL002
8,75,-0.1683016065901574,-0.0008769251621291,-0.0133333333333333,-12.622620494261808,-0.0657693871596897,-1.0,pid_44300,KL002
9,119,-0.1454659870937023,0.0030530561262738,-0.0252100840336134,-17.31045246415058,0.3633136790265859,-3.0,pid_44300,KL002
1,40,-0.1959118507957853,-0.006217191703121,0.0,-7.836474031831412,-0.2486876681248425,0.0,pid_46344,KL002
2,79,-0.1564040667552827,0.0003927109776061,0.0,-12.355921273667338,0.0310241672308879,0.0,pid_46344,KL002
3,11,-0.1117251828231452,0.0100635028073277,0.0,-1.2289770110545972,0.1106985308806047,0.0,pid_46344,KL002
4,50,-0.1017606721482389,0.0100643747303187,0.0,-5.088033607411948,0.5032187365159357,0.0,pid_46344,KL002
5,2,-0.1764487992196919,0.0096400027820234,0.0,-0.3528975984393839,0.0192800055640468,0.0,pid_46344,KL002
6,58,-0.1685006630187356,-0.0019182230615825,0.0,-9.773038455086663,-0.1112569375717877,0.0,pid_46344,KL002
1,54,-0.2088483943595269,-0.0083842272105703,-0.0185185185185185,-11.277813295414454,-0.4527482693707995,-1.0,pid_46668,KL002
1,81,-0.15261320869151,-0.0010338500327136,0.0,-12.361669904012311,-0.0837418526498035,0.0,pid_6784,KL002
2,21,-0.173463956299604,-0.0021171135081793,0.0,-3.642743082291685,-0.0444593836717669,0.0,pid_6784,KL002
3,61,-0.1606531539037823,0.0004976969228927,-0.0163934426229508,-9.79984238813072,0.0303595122964566,-1.0,pid_6784,KL002
4,61,-0.1460722840751978,0.0025801656169239,0.0,-8.910409328587068,0.1573901026323634,0.0,pid_6784,KL002
5,7,-0.0962451434235138,0.014208407806331,0.0,-0.6737160039645966,0.0994588546443175,0.0,pid_6784,KL002
6,156,-0.1624618932757374,-0.0006606192244009,-0.0128205128205128,-25.344055351015044,-0.1030565990065531,-2.0,pid_6784,KL002
1,32,-0.0992136554432304,0.010922556474464,0.0,-3.1748369741833726,0.3495218071828506,0.0,pid_11648,KL003
2,24,-0.2269343757534782,-0.0121918939341364,0.0,-5.446425018083477,-0.2926054544192754,0.0,pid_11648,KL003
3,36,-0.1456955637869711,0.0028375708810588,-0.0555555555555555,-5.245040296330959,0.1021525517181184,-2.0,pid_11648,KL003
4,79,-0.1582582662954688,0.0006136677604776,0.0,-12.50240303734204,0.048479753077738,0.0,pid_11648,KL003
5,8,-0.0766587240454111,0.0177419990888544,0.0,-0.6132697923632889,0.1419359927108353,0.0,pid_11648,KL003
6,19,-0.0617880109712951,0.0178808853963945,0.0,-1.1739722084546074,0.3397368225314955,0.0,pid_11648,KL003
7,82,-0.2099336791271767,-0.008170373574594,0.0,-17.21456168842849,-0.6699706331167143,0.0,pid_11648,KL003
8,5,-0.1450428372675645,0.0062513119173862,0.0,-0.7252141863378225,0.0312565595869314,0.0,pid_11648,KL003
9,69,-0.147991626659978,0.0023695988588839,0.0,-10.211422239538482,0.1635023212629953,0.0,pid_11648,KL003
1,78,-0.191651230657764,-0.005474134729832,-0.0256410256410256,-14.948795991305596,-0.426982508926899,-2.0,pid_17420,KL003
1,45,-0.1778352374077531,-0.0034036714871267,0.0,-8.002585683348892,-0.153165216920704,0.0,pid_19340,KL003
1,61,-0.1670257174787184,-0.0003095367895571,0.0,-10.188568766201824,-0.0188817441629869,0.0,pid_23452,KL003
2,10,-0.1032268643611944,0.0112292726568967,0.0,-1.032268643611944,0.1122927265689672,0.0,pid_23452,KL003
3,71,-0.1585457041344724,-0.0001285045701895,-0.028169014084507,-11.256744993547544,-0.0091238244834566,-2.0,pid_23452,KL003
4,87,-0.1362124890889113,0.0022413332080463,0.0,-11.850486550735283,0.1949959891000314,0.0,pid_23452,KL003
5,37,-0.1907766959339879,-0.0050511251732081,0.0,-7.058737749557554,-0.186891631408701,0.0,pid_23452,KL003
1,109,-0.1733029007456295,-0.0027454744197598,0.0,-18.890016181273623,-0.2992567117538203,0.0,pid_28052,KL003
2,21,-0.0589330129929684,0.0182786789710849,0.0,-1.2375932728523371,0.3838522583927845,0.0,pid_28052,KL003
3,186,-0.1621118555443506,-0.0010592558835135,0.0,-30.152805131249227,-0.1970215943335144,0.0,pid_28052,KL003
1,38,-0.1549710055831874,0.0021460945946026,-0.0263157894736842,-5.888898212161122,0.0815515945949001,-1.0,pid_31448,KL003
2,71,-0.2180195625533975,-0.0071004191039028,-0.0140845070422535,-15.479388941291225,-0.5041297563771032,-1.0,pid_31448,KL003
1,3,-0.1149533738487364,0.0152834552273675,0.0,-0.3448601215462094,0.0458503656821027,0.0,pid_36744,KL003
2,20,-0.1447565325071187,0.0035392849703275,0.0,-2.8951306501423755,0.0707856994065517,0.0,pid_36744,KL003
3,5,-0.0831878148649014,0.0164514271993836,0.0,-0.415939074324507,0.0822571359969182,0.0,pid_36744,KL003
4,43,-0.1968041250944334,-0.0067185244187392,0.0,-8.462577379060637,-0.2888965500057861,0.0,pid_36744,KL003
5,53,-0.0997219802289048,0.0103184679739689,0.0,-5.285264952131954,0.546878802620355,0.0,pid_36744,KL003
1,7,-0.1077184964507848,0.0106277233677845,0.0,-0.754029475155494,0.0743940635744916,0.0,pid_41652,KL003
2,8,-0.0998007223807574,0.0128148308704922,0.0,-0.7984057790460592,0.1025186469639383,0.0,pid_41652,KL003
3,18,-0.0959087204159279,0.0128580055113524,0.0,-1.726356967486703,0.2314440992043444,0.0,pid_41652,KL003
4,11,-0.0828841614105996,0.0167425933358508,0.0,-0.9117257755165956,0.184168526694359,0.0,pid_41652,KL003
5,36,-0.1249072355767279,0.0054690910731214,0.0,-4.4966604807622055,0.1968872786323734,0.0,pid_41652,KL003
1,24,-0.099915219631014,0.010136234882063,-0.0416666666666666,-2.397965271144336,0.2432696371695126,-1.0,pid_43192,KL003
2,5,-0.1837363131520334,-0.0014203823481805,0.0,-0.9186815657601672,-0.0071019117409027,0.0,pid_43192,KL003
3,6,-0.1517091832570973,0.005395871304758,0.0,-0.9102550995425842,0.0323752278285482,0.0,pid_43192,KL003
4,37,-0.1049662745173,1.360866788085635,0.0,-3.8837521571401017,50.352071159168496,0.0,pid_43192,KL003
5,13,-0.0913075281054224,0.0138767307005641,0.0,-1.1869978653704916,0.1803974991073334,0.0,pid_43192,KL003
6,26,-0.2052363633582712,-0.0079990985912851,0.0,-5.336145447315054,-0.2079765633734135,0.0,pid_43192,KL003
1,45,-0.1683558615026352,-0.0018803210642857,0.0,-7.576013767618587,-0.0846144478928604,0.0,pid_44300,KL003
2,3,-0.1456253197562009,0.0097355120757151,0.0,-0.4368759592686028,0.0292065362271455,0.0,pid_44300,KL003
3,24,-0.0701361929689392,0.0124693597371631,0.0,-1.6832686312545415,0.2992646336919164,0.0,pid_44300,KL003
4,24,-0.1738493245017867,-0.0021670057197384,0.0,-4.1723837880428825,-0.052008137273724,0.0,pid_44300,KL003
5,44,-0.1734426659082333,-0.0029226309963924,-0.0227272727272727,-7.631477299962268,-0.1285957638412687,-1.0,pid_44300,KL003
6,50,-0.2032981539656426,-0.0070338281918957,-0.02,-10.16490769828213,-0.3516914095947856,-1.0,pid_44300,KL003
7,11,-0.1365835212559277,0.0070599724732384,0.0,-1.5024187338152055,0.0776596972056231,0.0,pid_44300,KL003
8,122,-0.1631356292545139,-0.000625119311419,-0.0081967213114754,-19.902546769050705,-0.0762645559931253,-1.0,pid_44300,KL003
1,56,-0.1800847506585118,-0.0033348497643503,0.0,-10.08474603687666,-0.1867515868036202,0.0,pid_46344,KL003
