iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
10,-18.695,135.0,1.4,0.1778
20,-20.063,143.9,1.5,0.1611
30,-25.236,152.27,1.5,0.0444
40,-25.457,152.7,1.3,0.05
50,-19.738,151.13,1.33,0.2
60,-37.207,281.33,1.17,0.0167
70,-22.224,145.17,0.63,0.0778
80,-31.831,142.03,1.4,0.0667
90,-24.578,147.1,1.13,0.0667
100,-21.305,128.53,0.93,0.0889
