episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,17,-0.005407994949736752,0.058823529411764705,0.0,-0.09193591414552478,1.0,0.0,0,1761056487.264417
2,7,-0.0034580673524157997,0.14285714285714285,0.0,-0.024206471466910597,1.0,0.0,0,1761056488.3441343
3,8,-0.0023043099476355365,0.125,0.0,-0.018434479581084292,1.0,0.0,0,1761056490.7247128
4,11,-0.006339010446273632,0.09090909090909091,-0.2727272727272727,-0.06972911490900995,1.0,-3.0,3,1761056493.2109096
5,8,-0.006482335587028752,0.125,0.0,-0.05185868469623001,1.0,0.0,0,1761056494.7084754
6,16,-0.003136985862337653,0.0625,0.0,-0.050191773797402445,1.0,0.0,0,1761056497.7000113
7,4,-0.01714882509284043,0.25,0.0,-0.06859530037136172,1.0,0.0,0,1761056498.3500874
8,10,-0.005197524934009707,0.1,0.0,-0.05197524934009706,1.0,0.0,0,1761056500.644203
9,11,-0.004310352857922007,0.09090909090909091,0.0,-0.04741388143714208,1.0,0.0,0,1761056502.3970647
10,4,-0.005692927425960085,0.25,0.0,-0.02277170970384034,1.0,0.0,0,1761056503.7853699
