episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at,pid,agent
1,8,-0.0011846890223279,0.0001475164243013,0.0,0.0,-0.0094775121786239,0.0011801313944108,0.0,0.0,0,False,True,1762880661.3712382,pid_38024,KL005
1,10,-0.0008272617334308,0.0009328419532319,0.0,0.0,-0.0082726173343083,0.0093284195323192,0.0,0.0,0,False,True,1762880661.3994334,pid_16776,KL004
1,18,-0.0007056941349208,-0.0023985475941572,0.0,0.0,-0.0127024944285747,-0.0431738566948296,0.0,0.0,0,False,True,1762880661.5596726,pid_18144,KL001
1,18,-0.0017250246932005,0.0008735656452114,0.0,0.0,-0.0310504444776102,0.0157241816138062,0.0,0.0,0,False,True,1762880661.564669,pid_26240,KL005
1,19,-0.0036753917673363,-0.0040467067029019,-0.1578947368421052,-0.0397325355612276,-0.0698324435793897,-0.0768874273551365,-3.0,-0.7549181756633262,1,False,True,1762880661.576794,pid_20308,KL001
1,19,-0.0013651522023249,0.0019591383296093,0.0,0.0,-0.0259378918441733,0.0372236282625771,0.0,0.0,0,False,True,1762880661.576794,pid_25052,KL005
1,21,-0.0015971042075472,0.0012700269984645,0.0,0.0,-0.033539188358493,0.0266705669677565,0.0,0.0,0,False,True,1762880661.6164942,pid_28804,KL004
1,22,-0.0017215486468381,-0.0007374243446123,0.0,0.0,-0.0378740702304393,-0.0162233355814707,0.0,0.0,0,False,True,1762880661.6255035,pid_33756,KL002
1,24,-0.001546863197949,0.0013516605136504,0.0,0.0,-0.0371247167507776,0.0324398523276096,0.0,0.0,0,False,True,1762880661.678259,pid_20428,KL005
1,27,-0.0027256478217263,-0.001462649372029,0.0,0.0,-0.0735924911866118,-0.0394915330447847,0.0,0.0,0,False,True,1762880661.738054,pid_16776,KL002
1,34,-0.0024864942929866,-0.000820011406963,-0.088235294117647,-0.0369881179118758,-0.0845408059615471,-0.0278803878367426,-3.0,-1.25759600900378,1,False,True,1762880661.8701055,pid_41472,KL003
1,36,-0.0033014999520178,-0.0034831383450293,0.0,0.0,-0.1188539982726437,-0.1253929804210551,0.0,0.0,0,False,True,1762880661.9223626,pid_26892,KL004
1,39,-0.0011851404951667,-0.001478873104709,-0.1538461538461538,-0.0402722949125137,-0.0462204793115051,-0.0576760510836517,-6.0,-1.5706195015880342,2,False,True,1762880661.9755344,pid_41472,KL004
1,42,-0.0021614107347234,-0.0012926935142503,0.0,0.0,-0.0907792508583855,-0.0542931275985137,0.0,0.0,0,False,True,1762880662.0300074,pid_28804,KL006
