episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,32,-0.020355653441417192,0.0,-0.1875,-0.6513809101253502,0.0,-6.0,2,1761125095.1473489
2,24,-0.01806548239348324,0.0,-0.375,-0.43357157744359776,0.0,-9.0,3,1761125095.7952764
3,20,-0.033969968438604795,0.0,0.0,-0.6793993687720958,0.0,0.0,0,1761125096.1993454
4,59,-0.028246872321288186,0.0,-0.1016949152542373,-1.666565466956003,0.0,-6.0,2,1761125097.2815032
5,6,-0.03242187960417387,0.0,0.0,-0.19453127762504324,0.0,0.0,0,1761125097.443215
6,10,-0.030182223355441025,0.0,0.0,-0.30182223355441024,0.0,0.0,0,1761125110.9584465
7,15,-0.019059511028822265,0.0,-0.4,-0.285892665432334,0.0,-6.0,2,1761125111.4522903
8,30,-0.03198382441390007,0.0,0.0,-0.959514732417002,0.0,0.0,0,1761125112.483225
9,25,-0.03620911377638106,0.0,0.0,-0.9052278444095264,0.0,0.0,0,1761125112.9735224
10,14,-0.03718201073562464,0.0,0.0,-0.5205481502987449,0.0,0.0,0,1761125113.289582
11,26,-0.035881998035092566,0.0,0.0,-0.9329319489124067,0.0,0.0,0,1761125125.753839
12,24,-0.03893474034441338,0.0,-0.25,-0.9344337682659212,0.0,-6.0,2,1761125127.0533826
13,5,-0.005967404373650932,0.3,0.0,-0.02983702186825466,1.5,0.0,0,1761125127.7106268
14,33,-0.03674866058138635,0.0,0.0,-1.2127057991857495,0.0,0.0,0,1761125128.7338037
15,9,-0.03381441632479619,0.0,-0.6666666666666666,-0.3043297469231657,0.0,-6.0,2,1761125141.571966
16,110,-0.03216438108652503,0.0,0.0,-3.5380819195177535,0.0,0.0,0,1761125143.8000312
17,37,-0.03311415271920743,0.0,-0.08108108108108109,-1.2252236506106748,0.0,-3.0,1,1761125144.3826742
18,47,-0.033167777399129725,0.0,0.0,-1.558885537759097,0.0,0.0,0,1761125157.8485596
19,27,-0.01652430044126427,0.0,0.0,-0.4461561119141353,0.0,0.0,0,1761125158.390317
20,5,-0.012251712704329069,0.3,0.0,-0.06125856352164534,1.5,0.0,0,1761125159.529985
21,34,-0.034667390070722295,0.0,-0.08823529411764706,-1.178691262404558,0.0,-3.0,1,1761125173.5884986
22,14,-0.01801304958962577,0.10714285714285714,0.0,-0.2521826942547608,1.5,0.0,0,1761125174.009643
23,11,-0.038732267761599576,0.0,-0.2727272727272727,-0.42605494537759536,0.0,-3.0,1,1761125174.4335763
24,8,-0.022036245771530988,0.0,0.0,-0.1762899661722479,0.0,0.0,0,1761125174.8269951
25,56,-0.0388292885445702,0.0,-0.10714285714285714,-2.174440158495931,0.0,-6.0,2,1761125176.2168245
26,52,-0.024114457132120716,0.0,0.0,-1.2539517708702772,0.0,0.0,0,1761125189.8799055
27,24,-0.02716765736069855,0.0,0.0,-0.6520237766567651,0.0,0.0,0,1761125190.3306024
28,32,-0.02776639792088533,0.0,-0.09375,-0.8885247334683306,0.0,-3.0,1,1761125191.049882
29,13,-0.03403544809732171,0.0,0.0,-0.4424608252651822,0.0,0.0,0,1761125191.7904408
30,57,-0.026937155469755458,0.0,0.0,-1.535417861776061,0.0,0.0,0,1761125206.7356718
31,18,-0.013118225027375826,0.08333333333333333,0.0,-0.23612805049276486,1.5,0.0,0,1761125207.0589006
32,7,-0.016468493406194634,0.0,0.0,-0.11527945384336244,0.0,0.0,0,1761125207.791031
33,9,-0.020133639455221133,0.0,0.0,-0.1812027550969902,0.0,0.0,0,1761125208.262524
34,14,-0.01625340403320452,0.0,-0.21428571428571427,-0.2275476564648633,0.0,-3.0,1,1761125209.0443592
35,39,-0.025077736971479123,0.0,-0.07692307692307693,-0.9780317418876858,0.0,-3.0,1,1761125225.2961705
36,13,-0.011237435481575412,0.11538461538461539,-1.3846153846153846,-0.14608666126048037,1.5,-18.0,6,1761125225.6573033
37,8,-0.009891937333084145,0.1875,0.0,-0.07913549866467316,1.5,0.0,0,1761125225.9199197
38,27,-0.015161132560094675,0.0,-0.1111111111111111,-0.40935057912255624,0.0,-3.0,1,1761125226.6894746
39,9,-0.02504444374272581,0.0,0.0,-0.22539999368453228,0.0,0.0,0,1761125227.1319046
40,2,-0.0036824324005136624,0.75,0.0,-0.007364864801027325,1.5,0.0,0,1761125227.4155216
41,8,-0.027226538858351027,0.0,0.0,-0.21781231086680822,0.0,0.0,0,1761125242.714587
42,21,-0.009632679054986684,0.07142857142857142,-0.42857142857142855,-0.20228626015472034,1.5,-9.0,3,1761125243.449847
43,40,-0.01971299318153818,0.0375,0.0,-0.7885197272615272,1.5,0.0,0,1761125244.4702127
44,15,-0.014672572987298247,0.0,0.0,-0.2200885948094737,0.0,0.0,0,1761125244.879697
45,9,-0.01056999049524997,0.16666666666666666,0.0,-0.09512991445724973,1.5,0.0,0,1761125245.5077667
46,3,-0.012671513056560163,0.0,0.0,-0.03801453916968049,0.0,0.0,0,1761125245.7052548
47,3,-0.016320995545277443,0.0,0.0,-0.04896298663583233,0.0,0.0,0,1761125261.2047665
48,1,-0.022775542045144506,1.5,0.0,-0.022775542045144506,1.5,0.0,0,1761125261.7374144
49,23,-0.011401606131818875,0.06521739130434782,0.0,-0.26223694103183415,1.5,0.0,0,1761125262.499833
