iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-3.633,46.5,1.4,0.3944
10,-3.498,38.77,1.4,0.4
15,-3.572,32.73,1.6,0.2889
20,-1.626,41.67,1.33,0.3889
25,-2.795,41.2,1.33,0.3611
30,-1.313,49.47,1.2,0.4444
35,-2.266,39.93,1.47,0.3611
40,-3.941,33.63,1.47,0.3222
45,-1.979,41.43,1.27,0.4167
50,-4.125,32.8,1.5,0.2944
