episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at,pid,agent
1,1,-0.2005030332355344,0.0201900533382077,0.0,-0.2005030332355344,0.0201900533382077,0.0,1760537916.5195186,pid_4896,KL005
1,1,-0.1658744342041154,0.0234098210496803,0.0,-0.1658744342041154,0.0234098210496803,0.0,1760537916.5275185,pid_18616,KL002
1,1,-0.0847591317838001,0.0294587133780583,0.0,-0.0847591317838001,0.0294587133780583,0.0,1760537916.5285163,pid_37056,KL004
1,2,-0.11410309042062,0.0171580955355494,0.0,-0.22820618084124,0.0343161910710989,0.0,1760537916.5645823,pid_16836,KL003
1,4,-0.041695514465544,0.0248494639159368,0.0,-0.1667820578621761,0.0993978556637472,0.0,1760537916.5695708,pid_18616,KL005
1,5,-0.1838137805619331,-0.0010030265287115,0.0,-0.9190689028096656,-0.0050151326435579,0.0,1760537916.5750911,pid_10796,KL003
1,6,-0.1421633500658405,0.0082952020758026,0.0,-0.8529801003950432,0.0497712124548158,0.0,1760537916.5931356,pid_41932,KL002
1,5,-0.0821006701684484,0.0207794997809377,0.0,-0.4105033508422424,0.1038974989046888,0.0,1760537916.611653,pid_41644,KL006
1,7,-0.2135265293161886,-0.0055755272746999,0.0,-1.494685705213321,-0.0390286909228997,0.0,1760537916.613653,pid_46768,KL005
1,6,-0.1225134107550434,0.0100810427088749,0.0,-0.7350804645302608,0.0604862562532496,0.0,1760537916.6156523,pid_19368,KL005
1,8,-0.1274444313655353,0.0090705858301553,0.0,-1.0195554509242823,0.0725646866412431,0.0,1760537916.6247709,pid_14268,KL003
1,9,-0.0687721966350512,0.0190263349658278,0.0,-0.6189497697154611,0.1712370146924502,0.0,1760537916.6397724,pid_24160,KL005
1,10,-0.054909668833681,0.02082845692549,0.0,-0.5490966883368101,0.2082845692549003,0.0,1760537916.6487813,pid_10796,KL005
1,11,-0.1215121360088644,0.0090803668575689,0.0,-1.3366334960975084,0.0998840354332581,0.0,1760537916.667309,pid_30016,KL006
1,13,-0.0402346198883309,0.0212888491604434,0.0,-0.5230500585483018,0.2767550390857645,0.0,1760537916.6951914,pid_41932,KL006
1,13,-0.2020733182934219,-0.0057181397347416,0.0,-2.6269531378144846,-0.0743358165516419,0.0,1760537916.7057118,pid_15384,KL001
1,14,-0.0692682330171665,0.0172482067282771,0.0,-0.9697552622403318,0.2414748941958801,0.0,1760537916.7190547,pid_46064,KL006
1,10,-0.0604927806994972,0.0203054014458828,-0.2,-0.6049278069949722,0.2030540144588287,-2.0,1760537916.7210543,pid_27280,KL004
1,14,-0.1236043766341328,0.0080777319052889,0.0,-1.7304612728778594,0.1130882466740446,0.0,1760537916.7230546,pid_18516,KL002
1,14,-0.1783732847001178,-0.0031177204934133,0.0,-2.497225985801649,-0.0436480869077875,0.0,1760537916.7345788,pid_19368,KL003
1,16,-0.205791300825526,-0.008417693163797,0.0,-3.292660813208416,-0.134683090620752,0.0,1760537916.7425842,pid_24160,KL006
1,16,-0.1384153590419865,0.006114707882783,0.0,-2.2146457446717847,0.0978353261245289,0.0,1760537916.7440157,pid_14268,KL004
1,13,-0.2387961402172187,-0.0136114037246033,0.0,-3.104349822823844,-0.1769482484198438,0.0,1760537916.745534,pid_4896,KL003
1,17,-0.0954746752558388,0.0131993307542769,0.0,-1.6230694793492604,0.2243886228227079,0.0,1760537916.7560575,pid_24160,KL003
1,13,-0.1094979779099931,0.0105719334600821,0.0,-1.423473712829911,0.1374351349810677,0.0,1760537916.761069,pid_16836,KL002
1,20,-0.1116085477533775,0.0099251170037339,0.0,-2.232170955067552,0.1985023400746792,0.0,1760537916.7896028,pid_10796,KL006
1,21,-0.0972216467178956,0.0122618644469141,0.0,-2.0416545810758087,0.2574991533851962,0.0,1760537916.8056374,pid_24160,KL001
1,16,-0.080121768438831,0.0152728025827473,0.0,-1.2819482950212964,0.2443648413239569,0.0,1760537916.8096502,pid_41644,KL001
1,20,-0.1830042463791364,-0.0011018420431893,0.0,-3.660084927582728,-0.0220368408637868,0.0,1760537916.8194263,pid_19368,KL004
