episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,50,-0.008297225106322944,0.004339496275634014,-1.8,0.0,-0.06,-0.04999999999999998,0.1610977923518727,-0.4148612553161472,0.2169748137817007,-90.0,0.0,-3.0,-2.499999999999999,8.054889617593634,6,False,True,1764412773.9921021
2,74,-0.009694068558590353,-0.004247733080784343,-3.0405405405405403,0.0,-0.04054054054054054,-0.04999999999999993,0.23664582584097832,-0.7173610733356861,-0.3143322479780414,-225.0,0.0,-3.0,-3.699999999999995,17.511791112232395,15,False,True,1764412788.0576606
3,78,-0.01012314744202996,-0.005914571891852647,0.0,0.0,-0.038461538461538464,-0.049999999999999926,0.06169959203195564,-0.7896055004783369,-0.46133660756450645,0.0,0.0,-3.0,-3.899999999999994,4.81256817849254,0,False,True,1764412793.9673042
4,59,-0.012106086496163572,-0.018142782205937083,-2.7966101694915255,0.0,-0.05084745762711865,-0.04999999999999996,0.25242116037526513,-0.7142591032736507,-1.0704241501502878,-165.0,0.0,-3.0,-2.9499999999999975,14.892848462140643,11,False,True,1764412803.931905
5,176,-0.00561004070084063,0.016033172196189296,-2.0454545454545454,0.0,-0.017045454545454544,-0.04999999999999994,0.16498966824842795,-0.9873671633479508,2.821838306529316,-360.0,0.0,-3.0,-8.79999999999999,29.038181611723317,24,False,True,1764412831.9774647
6,75,-0.005561590797481159,0.023850071808327638,-1.8,0.0,-0.04,-0.049999999999999926,0.2240686258064602,-0.4171193098110869,1.7887553856245728,-135.0,0.0,-3.0,-3.7499999999999947,16.805146935484515,9,False,True,1764412847.3871512
7,227,-0.006393486179853096,0.03797424713009705,-0.5947136563876652,0.0,0.0,-0.050000000000000114,0.2195609084621603,-1.4513213628266528,8.62015409853203,-135.0,0.0,0.0,-11.350000000000026,49.84032622091039,9,True,False,1764412890.9544706
8,171,-0.004367939328605192,0.019844819096926033,-3.6842105263157894,0.0,-0.017543859649122806,-0.04999999999999992,0.35185278229820377,-0.7469176251914879,3.3934640655743515,-630.0,0.0,-3.0,-8.549999999999986,60.166825772992844,42,False,True,1764412908.7456367
9,58,-0.0029601519201773343,0.12025916610675207,-2.0689655172413794,0.0,0.0,-0.04999999999999996,0.19123154393419287,-0.17168881137028538,6.97503163419162,-120.0,0.0,0.0,-2.8999999999999977,11.091429548183186,8,True,False,1764412915.4226005
10,98,-0.003636712591913953,0.07996427212755416,-7.653061224489796,0.0,0.0,-0.049999999999999906,0.4405930127713939,-0.3563978340075674,7.836498668500308,-750.0,0.0,0.0,-4.899999999999991,43.1781152515966,50,True,False,1764412933.5064511
