episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,136,-0.01024227214364165,-0.00584996938363686,-4.411764705882353,0.0,-0.022058823529411766,-0.04999999999999988,0.3608643499342959,-1.3929490115352645,-0.7955958361746129,-600.0,0.0,-3.0,-6.799999999999984,49.07755159106424,40,False,True,1764412777.5932212
2,122,-0.01165493883620061,-0.013762575333913531,-0.7377049180327869,0.0,-0.02459016393442623,-0.049999999999999885,0.07382844093777753,-1.4219025380164745,-1.6790341907374509,-90.0,0.0,-3.0,-6.099999999999986,9.007069794408858,6,False,True,1764412790.4295783
3,93,-0.007714610508282713,0.008326482269638589,-7.580645161290323,0.0,-0.03225806451612903,-0.049999999999999906,0.5540692581022869,-0.7174587772702923,0.7743628510763887,-705.0,0.0,-3.0,-4.6499999999999915,51.52844100351268,47,False,True,1764412794.7250369
4,37,-0.009291869235280933,-0.0015659381881419129,0.0,0.0,-0.08108108108108109,-0.050000000000000024,0.0,-0.34379916170539454,-0.05793971296125078,0.0,0.0,-3.0,-1.850000000000001,0.0,0,False,True,1764412801.90474
5,116,-0.011107114124331113,-0.010532704469526845,-1.293103448275862,0.0,-0.02586206896551724,-0.04999999999999989,0.16673544671324625,-1.288425238422409,-1.221793718465114,-150.0,0.0,-3.0,-5.799999999999987,19.341311818736564,10,False,True,1764412826.5848665
6,134,-0.005314252186927502,0.055457077327733674,0.0,0.0,0.0,-0.049999999999999885,0.0,-0.7121097930482853,7.431248361916312,0.0,0.0,0.0,-6.699999999999984,0.0,0,True,False,1764412853.0596056
7,3,-0.0013537141521432932,1.684355951535715,0.0,0.0,0.0,-0.05000000000000001,0.0,-0.004061142456429879,5.053067854607145,0.0,0.0,0.0,-0.15000000000000002,0.0,0,True,False,1764412869.044475
8,15,-0.004319097328593057,0.02276193810967549,0.0,0.0,-0.2,-0.05000000000000001,0.0,-0.06478645992889585,0.34142907164513236,0.0,0.0,-3.0,-0.7500000000000001,0.0,0,False,True,1764412892.4109235
9,131,-0.0034440700871075014,0.06970768778110692,-3.3206106870229006,0.0,0.0,-0.049999999999999885,0.34719674283392726,-0.4511731814110827,9.131707099325006,-435.0,0.0,0.0,-6.549999999999985,45.48277331124447,29,True,False,1764412922.5321786
10,88,-0.0040945559982165135,0.08696565715647007,-3.75,0.0,0.0,-0.04999999999999991,0.2452460803631926,-0.3603209278430532,7.652977829769367,-330.0,0.0,0.0,-4.399999999999992,21.58165507196095,22,True,False,1764412932.3033183
11,65,-0.002884937533310599,0.11333590255534833,-0.6923076923076923,0.0,0.0,-0.04999999999999995,0.372686545722287,-0.18752093966518893,7.366833666097641,-45.0,0.0,0.0,-3.2499999999999964,24.224625471948656,3,True,False,1764412945.4024534
12,92,-0.0029804540756652297,0.08781642015994369,-3.4239130434782608,0.0,0.0,-0.04999999999999991,0.2591404791082716,-0.27420177496120113,8.07911065471482,-315.0,0.0,0.0,-4.599999999999992,23.840924077960988,21,True,False,1764412960.8833745
13,10,-0.0021814002698369605,0.5257630701021279,0.0,0.0,0.0,-0.049999999999999996,0.0,-0.021814002698369604,5.257630701021279,0.0,0.0,0.0,-0.49999999999999994,0.0,0,True,False,1764412966.6964104
14,84,-0.0022608796590313923,0.09925773380526708,-6.785714285714286,0.0,0.0,-0.04999999999999992,0.3379087790834742,-0.18991389135863695,8.337649639642434,-570.0,0.0,0.0,-4.199999999999993,28.384337443011834,38,True,False,1764412984.5036879
