episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,terminated_collision,truncated,finished_at
1,5,-0.000883807043980845,0.012190839786966301,0.0,0.0,0.0,-0.005,0.529589070449956,-0.004419035219904225,0.060954198934831505,0.0,0.0,0.0,-0.025,2.6479453522497796,0,False,True,False,1764587940.8535419
2,44,-0.003519223059513091,0.004125822059407874,0.0,0.0,0.0,-0.005000000000000003,0.10960056925712856,-0.15484581461857602,0.18153617061394645,0.0,0.0,0.0,-0.2200000000000001,4.822425047313657,0,False,True,False,1764587947.4978826
3,34,-0.0017326725101369615,0.00955424692996432,-0.4411764705882353,0.0,0.0,-0.005000000000000002,0.05208658138915917,-0.05891086534465669,0.32484439561878686,-15.0,0.0,0.0,-0.17000000000000007,1.7709437672314117,1,False,True,False,1764587955.9746363
4,16,-0.002850296360050232,0.005899007167622594,-0.9375,0.0,0.0,-0.005,0.08537938023303053,-0.04560474176080371,0.0943841146819615,-15.0,0.0,0.0,-0.08,1.3660700837284885,1,False,True,False,1764587960.821496
5,22,-0.005324914711384596,-0.003961129164152114,0.0,0.0,-0.09090909090909091,-0.005000000000000001,0.0,-0.11714812365046112,-0.0871448416113465,0.0,0.0,-2.0,-0.11000000000000003,0.0,0,False,False,True,1764587965.5555577
6,17,-0.005624512090102771,-0.0026299389533702895,-0.8823529411764706,0.0,0.0,-0.005,0.18800410144268428,-0.0956167055317471,-0.04470896220729492,-15.0,0.0,0.0,-0.085,3.196069724525633,1,False,True,False,1764587995.9430845
7,76,-0.004314310644868475,0.0001526325646722276,0.0,0.0,0.0,-0.005000000000000003,0.059495072070962725,-0.3278876090100041,0.011600074915089298,0.0,0.0,0.0,-0.3800000000000002,4.521625477393167,0,False,True,False,1764588031.3704574
8,12,-0.0012819771812079496,0.0130816664203523,-1.25,0.0,0.0,-0.004999999999999999,0.24381028105029737,-0.015383726174495394,0.1569799970442276,-15.0,0.0,0.0,-0.05999999999999999,2.9257233726035685,1,False,True,False,1764588053.9782054
9,3,-0.00242984708808363,0.005547760162587734,-5.0,0.0,0.0,-0.005,0.7884778388243338,-0.00728954126425089,0.0166432804877632,-15.0,0.0,0.0,-0.015,2.365433516473001,1,False,True,False,1764588069.16437
10,12,-0.0011013701944263099,0.009292141712904193,-1.25,0.0,0.0,-0.004999999999999999,0.22101231228352716,-0.01321644233311572,0.11150570055485032,-15.0,0.0,0.0,-0.05999999999999999,2.652147747402326,1,False,True,False,1764588087.135962
11,22,-0.005682282388563827,-0.0052265428934885165,-0.6818181818181818,0.0,0.0,-0.005000000000000001,0.341251376812099,-0.1250102125484042,-0.11498394365674736,-15.0,0.0,0.0,-0.11000000000000003,7.507530289866177,1,False,True,False,1764588108.6462514
12,30,-0.0022093343246865267,0.005420964320927628,-4.0,0.0,0.0,-0.005000000000000002,0.393962431484391,-0.0662800297405958,0.16262892962782882,-120.0,0.0,0.0,-0.15000000000000005,11.81887294453173,8,False,True,False,1764588115.7444754
