episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,205,-0.154228316056175,0.0009967723016813311,0.0,-31.616804791515875,0.20433832184467288,0.0,1760604392.2712874
2,57,-0.0989174678038517,0.010612456112460299,-0.03508771929824561,-5.638295664819547,0.6049099984102371,-2.0,1760604426.1054518
3,49,-0.13777998244412937,0.005778879362872824,0.0,-6.751219139762339,0.28316508878076835,0.0,1760604427.6407397
4,115,-0.146725872916754,0.0020685062292959337,0.0,-16.873475385426712,0.2378782163690324,0.0,1760604462.3865879
5,33,-0.09076490560916545,0.00816925081965001,0.0,-2.99524188510246,0.26958527704845037,0.0,1760604462.9445426
6,72,-0.1179728992066687,0.006706155711031104,-0.19444444444444445,-8.494048742880146,0.48284321119423945,-14.0,1760604499.7810645
7,52,-0.09495013761845,0.01239625830668186,0.0,-4.9374071561594,0.6446054319474568,0.0,1760604501.0681837
8,44,-0.11567676024026217,0.008388324040061247,0.0,-5.089777450571535,0.3690862577626949,0.0,1760604539.5936878
9,13,-0.04748359011397895,0.020976008921421055,0.0,-0.6172866714817263,0.2726881159784737,0.0,1760604540.360408
10,53,-0.14839532180867163,0.002173297143829777,-0.18867924528301888,-7.864952055859596,0.11518474862297817,-10.0,1760604542.7723584
11,37,-0.06554410667278601,0.017551935665536228,0.0,-2.4251319468930825,0.6494216196248405,0.0,1760604582.0520296
12,29,-0.11403763676592348,0.007956827452017505,0.0,-3.307091466211781,0.23074799610850763,0.0,1760604582.5701838
13,36,-0.09154881377180056,0.012639757988351711,0.0,-3.2957572957848202,0.4550312875806616,0.0,1760604583.498988
14,21,-0.09432242442688174,0.013665463522914846,0.0,-1.9807709129645166,0.28697473398121176,0.0,1760604584.1886754
15,41,-0.10136023712341344,0.006025339312000399,0.0,-4.155769722059951,0.24703891179201637,0.0,1760604621.3664918
16,38,-0.08069734020636536,0.012125894075183543,-0.05263157894736842,-3.0664989278418835,0.46078397485697464,-2.0,1760604658.0072029
17,21,-0.09064941159169755,0.014016294996312554,0.0,-1.9036376434256486,0.29434219492256364,0.0,1760604658.6054642
18,6,-0.0991342818897416,0.019313464635304204,0.0,-0.5948056913384496,0.11588078781182523,0.0,1760604659.5132117
19,41,-0.09494587897745413,0.010175075534185115,-0.04878048780487805,-3.8927810380756194,0.4171780969015897,-2.0,1760604660.7075825
20,58,-0.07833603298704617,0.011344972985581552,0.0,-4.543489913248678,0.65800843316373,0.0,1760604700.46883
21,9,-0.09738532697034054,0.0172563576633345,0.0,-0.8764679427330648,0.15530721897001049,0.0,1760604700.6756303
22,35,-0.09696990924799002,0.012315204193463483,-0.11428571428571428,-3.393946823679651,0.43103214677122187,-4.0,1760604702.564207
23,25,-0.0752898889488699,0.016612391734219963,-0.08,-1.8822472237217476,0.41530979335549906,-2.0,1760604742.7602155
24,5,-0.1129346897126406,0.015106730415709733,0.0,-0.564673448563203,0.07553365207854866,0.0,1760604743.1640525
25,48,-0.07314008259845878,0.01230825956414794,0.0,-3.5107239647260213,0.5907964590791012,0.0,1760604744.6451602
26,8,-0.067470783280258,0.01985034366863925,0.0,-0.539766266242064,0.158802749349114,0.0,1760604744.8182359
27,40,-0.06365693229295828,0.014174461694356221,-0.2,-2.546277291718331,0.5669784677742489,-8.0,1760604787.706468
28,10,-0.09278888009717197,0.01479879816868745,0.0,-0.9278888009717197,0.1479879816868745,0.0,1760604788.1594908
29,24,-0.08744895976940241,0.01562415986060889,0.0,-2.0987750344656577,0.3749798366546134,0.0,1760604790.6223388
30,40,-0.09597899870669302,0.012576382318836583,0.0,-3.839159948267721,0.5030552927534633,0.0,1760604830.624351
31,4,-0.10682224992668476,0.014312237092685795,0.0,-0.42728899970673906,0.05724894837074318,0.0,1760604830.745323
32,30,-0.059173690509578165,0.018378555137298237,0.0,-1.7752107152873449,0.5513566541189471,0.0,1760604832.2613454
33,39,-0.05970899316636931,0.017608439270534577,0.0,-2.328650733488403,0.6867291315508485,0.0,1760604833.6146288
34,52,-0.07386602699560754,0.015460099160309644,0.0,-3.841033403771592,0.8039251563361015,0.0,1760604879.5206244
35,7,-0.1286258819101305,0.010385312370914472,0.0,-0.9003811733709134,0.0726971865964013,0.0,1760604879.6624203
36,25,-0.07000025171933014,0.013538479921697752,-0.08,-1.7500062929832534,0.3384619980424438,-2.0,1760604880.4846177
37,22,-0.05546440033013891,0.016319432704568405,-0.09090909090909091,-1.2202168072630561,0.35902751950050493,-2.0,1760604881.121563
38,50,-0.0992053415365565,0.01083733141464851,-0.04,-4.960267076827825,0.5418665707324255,-2.0,1760604882.395715
39,48,-0.06109707107483481,0.013202210811033307,0.0,-2.9326594115920708,0.6337061189295987,0.0,1760604926.1987514
40,38,-0.05074938661931042,0.016134344926420362,0.0,-1.928476691533796,0.6131051072039738,0.0,1760604927.1805718
41,23,-0.08045142887140501,0.014819619089693628,0.0,-1.8503828640423152,0.34085123906295345,0.0,1760604927.8479645
42,3,-0.17926569277885554,0.00887052338054219,0.0,-0.5377970783365666,0.02661157014162657,0.0,1760604928.2786698
43,55,-0.07633757426900206,0.010666903308695757,0.0,-4.198566584795113,0.5866796819782666,0.0,1760604971.595612
