episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,mean_reward_boundary,mean_reward_step,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,sum_reward_boundary,sum_reward_step,sum_reward_proximity,total_intrusions,terminated_waypoint,terminated_collision,truncated,finished_at
1,56,-0.0005567634861197406,0.053039257811688875,0.0,0.0,0.0,-0.005000000000000003,0.0009431014243492465,-0.031178755222705478,2.970198437454577,0.0,0.0,0.0,-0.28000000000000014,0.0528136797635578,0,True,False,False,1764602200.4637964
2,93,-0.0020756208229989006,0.027420193947821327,0.0,0.0,0.0,-0.005000000000000004,0.20966783207699474,-0.19303273653889774,2.5500780371473835,0.0,0.0,0.0,-0.4650000000000003,19.49910838316051,0,True,False,False,1764602221.4655137
3,73,-0.002153888358882579,0.034650344705823406,0.0,0.0,0.0,-0.005000000000000003,0.07916789795694597,-0.15723385019842828,2.5294751635251087,0.0,0.0,0.0,-0.3650000000000002,5.779256550857055,0,True,False,False,1764602252.9413645
4,169,-0.0022037078911334635,0.01809998069231795,0.0,0.0,0.0,-0.005000000000000004,0.2548771425254289,-0.37242663360155537,3.0588967370017337,0.0,0.0,0.0,-0.8450000000000006,43.07423708679749,0,True,False,False,1764602296.9076967
5,49,-0.0005829499137486369,0.05785990831545623,0.0,0.0,0.0,-0.005000000000000003,0.0,-0.028564545773683208,2.8351355074573554,0.0,0.0,0.0,-0.24500000000000013,0.0,0,True,False,False,1764602316.9163516
6,140,-0.0019290821974351506,0.023742767161121548,0.0,0.0,0.0,-0.005000000000000004,0.11446353806835943,-0.2700715076409211,3.323987402557017,0.0,0.0,0.0,-0.7000000000000005,16.02489532957032,0,True,False,False,1764602354.1865294
7,101,-0.0008673157928484578,0.031547742794619485,0.0,0.0,0.0,-0.005000000000000004,0.18625782475937724,-0.08759889507769424,3.186322022256568,0.0,0.0,0.0,-0.5050000000000003,18.812040300697102,0,True,False,False,1764602374.8952568
8,26,-0.0008349051825955783,0.09195282678793558,0.0,0.0,0.0,-0.005000000000000001,0.0,-0.021707534747485036,2.390773496486325,0.0,0.0,0.0,-0.13000000000000003,0.0,0,True,False,False,1764602391.3956444
9,6,-0.0011158318157092932,0.34145776342087264,0.0,0.0,0.0,-0.005,0.0,-0.0066949908942557585,2.048746580525236,0.0,0.0,0.0,-0.030000000000000002,0.0,0,True,False,False,1764602404.5280948
10,54,-0.0005630238381192914,0.054289116928222206,0.0,0.0,0.0,-0.005000000000000003,0.0,-0.030403287258441734,2.931612314123999,0.0,0.0,0.0,-0.27000000000000013,0.0,0,True,False,False,1764602427.4045894
