iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
10,-15.765,135.37,1.2,0.1889
20,-24.566,156.6,1.2,0.0556
30,-18.968,153.47,1.2,0.1444
40,-25.928,190.9,1.17,0.0944
50,-29.157,155.57,1.5,0.0278
