episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_waypoint,truncated,finished_at
1,158,-0.003536892424278669,-0.005730162803011968,-0.0759493670886076,-0.04301673684089335,-0.5588290030360297,-0.9053657228758909,-12.0,-6.796644420861149,4,False,True,1764248362.9470468
2,262,-0.001925448127453817,-0.0011689666714989287,0.0,-0.015904650540868655,-0.5044674093929,-0.30626926793271936,0.0,-4.1670184417075875,0,False,True,1764248425.595413
3,268,-0.0017692939447216975,0.0031850146976713446,-0.033582089552238806,-0.028217321602307777,-0.47417077718541495,0.8535839389759203,-9.0,-7.562242189418484,3,True,False,1764248482.268442
4,127,-0.0023929824755047776,-0.0013052973024767385,-0.047244094488188976,-0.018058141620924645,-0.30390877438910674,-0.16577275741454578,-6.0,-2.29338398585743,2,False,True,1764248517.5353692
5,77,-0.0013722338067603027,-0.0021258936702815575,-0.11688311688311688,-0.060306855028051824,-0.10566200312054332,-0.16369381261167992,-9.0,-4.643627837159991,3,False,True,1764248564.689291
6,159,-0.0031943155323156266,-0.00360637365504457,-0.05660377358490566,-0.04104186292725055,-0.5078961696381846,-0.5734134111520867,-9.0,-6.5256562054328375,3,False,True,1764248615.2020078
7,79,-0.0019306478273335142,-0.0006149707448606495,0.0,-0.03795558785455758,-0.15252117835934761,-0.048582688843991306,0.0,-2.9984914405100493,0,False,True,1764248662.5085013
8,122,-0.0023425557599232867,-0.0016355749987865791,-0.02459016393442623,-0.023912205122626998,-0.285791802710641,-0.19954014985196267,-3.0,-2.917289024960494,1,False,True,1764248710.8635767
9,57,-0.003940036809217222,-0.005697705220644073,0.0,-0.0003214468024559055,-0.22458209812538163,-0.3247691975767122,0.0,-0.018322467739986616,0,False,True,1764248758.7885435
10,269,-0.002408267420351678,0.0008627374018887308,-0.011152416356877323,-0.023415866788094524,-0.6478239360746013,0.2320763611080686,-3.0,-6.298868165997427,1,False,True,1764248826.8060935
11,152,-0.0021044422485209115,0.0003906530859200254,-0.019736842105263157,-0.029435262751425658,-0.3198752217751786,0.059379269059843864,-3.0,-4.4741599382167,1,False,True,1764248864.0719981
12,206,-0.002538491974331765,-0.0009902662541756801,-0.043689320388349516,-0.027580802313957146,-0.5229293467123436,-0.2039948483601901,-9.0,-5.681645276675172,3,False,True,1764248912.3741164
13,47,-0.001180675955048487,-0.0031867475355772034,-0.1276595744680851,-0.01522083193436622,-0.05549176988727889,-0.14977713417212857,-6.0,-0.7153791009152124,2,False,True,1764248946.4466233
14,113,-0.0032339737450957184,-0.003481549435376119,-0.07964601769911504,-0.0329495710119397,-0.36543903319581617,-0.39341508619750143,-9.0,-3.7233015243491865,3,False,True,1764249064.8625917
15,50,-0.0022153586885678895,-0.00022764821414542836,0.0,-0.0002892245387029646,-0.11076793442839447,-0.011382410707271418,0.0,-0.01446122693514823,0,False,True,1764249098.1207166
16,210,-0.0025380545919456666,-0.0005102127633586095,-0.11428571428571428,-0.023854497810143024,-0.53299146430859,-0.107144680305308,-24.0,-5.009444540130035,8,False,True,1764249172.2916713
17,149,-0.00331987539394291,-0.004247218761369068,-0.020134228187919462,-0.021516697740421826,-0.49466143369749355,-0.6328355954439912,-3.0,-3.205987963322852,1,False,True,1764249200.105542
18,151,-0.0026786936217848625,-0.0015822769854917395,0.0,-0.008611148550669995,-0.40448273688951425,-0.23892382480925267,0.0,-1.3002834311511693,0,False,True,1764249238.184518
19,42,-0.0021068885363723132,0.0003785126951010457,0.0,-0.018177409666399153,-0.08848931852763715,0.015897533194243918,0.0,-0.7634512059887645,0,False,True,1764249266.5197592
20,166,-0.0025120888068597244,-0.0013480246031959127,0.0,-0.03435218814449682,-0.4170067419387143,-0.22377208413052152,0.0,-5.7024632319864725,0,False,True,1764249317.207436
21,42,-0.003499827744861238,-0.0027491401952409933,-0.14285714285714285,-0.0272988184037583,-0.146992765284172,-0.11546388820012171,-6.0,-1.1465503729578486,2,False,True,1764249329.2276409
