episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,23,-0.07955917270674559,0.013917325953689844,0.0,-1.8298609722551487,0.3200984969348664,0.0,1760601933.4748223
2,13,-0.08304422637055285,0.01677852769127888,-0.15384615384615385,-1.079574942817187,0.21812085998662545,-2.0,1760601937.6746001
3,20,-0.05636738880524188,0.01914901850287486,0.0,-1.1273477761048376,0.3829803700574972,0.0,1760601942.4110265
4,27,-0.053863323406013686,0.019181353600005373,0.0,-1.4543097319623695,0.5178965472001451,0.0,1760601947.5681086
5,42,-0.04108677360783094,0.02027324467968851,-0.07142857142857142,-1.7256444915288995,0.8514762765469174,-3.0,1760601952.15799
6,15,-0.06242646950391904,0.01667004348438077,0.0,-0.9363970425587855,0.25005065226571155,0.0,1760601954.1938944
7,35,-0.07325977386008244,0.015065620701448273,-0.02857142857142857,-2.564092085102885,0.5272967245506895,-1.0,1760601960.1512473
8,51,-0.06911564097745439,0.014767600342457634,0.0,-3.524897689850174,0.7531476174653393,0.0,1760601966.7490065
9,34,-0.05405349164306798,0.7512425866499957,0.0,-1.8378187158643113,25.542247946099852,0.0,1760601971.74654
10,32,-0.05591871075770567,0.016775194337835902,0.0,-1.7893987442465815,0.5368062188107489,0.0,1760601975.426985
