episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,1,-0.001542360652742722,0.03457596076928593,-3.0,0.0,-0.001542360652742722,0.03457596076928593,-3.0,0.0,1,True,False,False,1761306825.3554022
2,46,-0.00180598663954877,0.020156376450978116,0.0,0.0,-0.08307538541924342,0.9271933167449933,0.0,0.0,0,True,False,False,1761306825.4819143
3,12,-0.002442943558163787,0.10421050639579661,0.0,-0.8644449987345714,-0.029315322697965444,1.2505260767495594,0.0,-10.373339984814857,0,False,True,False,1761306825.5220404
4,82,-0.002491056400683952,0.03170408856049441,0.0,-0.011810336062882844,-0.20426662485608404,2.599735261960542,0.0,-0.9684475571563932,0,False,True,False,1761306825.8592865
5,40,-0.0022617229142827084,0.04476132081259967,0.0,-0.033512109427969984,-0.09046891657130834,1.7904528325039868,0.0,-1.3404843771187993,0,False,True,False,1761306825.9739625
6,13,-0.0024272775906059784,0.09766740480747577,0.0,0.0,-0.03155460867787772,1.269676262497185,0.0,0.0,0,False,True,False,1761306826.0890388
7,40,-0.0023874088195234844,0.04471213157126336,0.0,-0.010767345560150248,-0.09549635278093938,1.7884852628505343,0.0,-0.43069382240600995,0,False,True,False,1761306826.330273
8,14,-0.002297488566767807,0.021938398873926512,-0.21428571428571427,-0.5361813397957621,-0.0321648399347493,0.3071375842349712,-3.0,-7.50653875714067,1,True,False,False,1761306826.4494789
9,3,-0.0021916054066346544,0.030637511453714367,0.0,0.0,-0.006574816219903964,0.0919125343611431,0.0,0.0,0,True,False,False,1761306826.473166
10,26,-0.0023623257431949003,0.02073385128918132,0.0,0.0,-0.061420469323067405,0.5390801335187143,0.0,0.0,0,True,False,False,1761306826.5506778
11,21,-0.002411404144036693,0.02110208218289689,0.0,0.0,-0.05063948702477055,0.44314372584083467,0.0,0.0,0,True,False,False,1761306826.6112342
12,83,-0.002490756652859325,0.03156278292117337,0.0,0.0,-0.20673280218732398,2.61971098245739,0.0,0.0,0,False,True,False,1761306826.7929165
13,23,-0.002386421277373231,0.06358403608803079,0.0,-0.023459540853710038,-0.05488768937958431,1.4624328300247083,0.0,-0.5395694396353309,0,False,True,False,1761306826.8787277
14,36,-0.002176215223701298,0.04760924664393404,0.0,0.0,-0.07834374805324673,1.7139328791816255,0.0,0.0,0,False,True,False,1761306827.043915
15,22,-0.002426688163254142,0.02101830083581507,0.0,-0.4510105159682609,-0.05338713959159112,0.4624026183879315,0.0,-9.92223135130174,0,True,False,False,1761306827.2125075
16,1,-0.0004424444114301553,0.03466835994757744,-3.0,0.0,-0.0004424444114301553,0.03466835994757744,-3.0,0.0,1,True,False,False,1761306827.2246654
17,45,-0.0021154065764592347,0.020153184334943328,-0.06666666666666667,-0.0592231826914203,-0.09519329594066557,0.9068932950724498,-3.0,-2.6650432211139137,1,True,False,False,1761306827.3424337
