episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,1,-0.0029620406443352444,0.03431190355131608,0.0,0.0,-0.0029620406443352444,0.03431190355131608,0.0,0.0,0,True,False,False,1761306825.3554022
2,46,-0.002135566344488926,0.02013499998776096,-0.06521739130434782,-0.1051687695702506,-0.09823605184649059,0.9262099994370041,-3.0,-4.837763400231528,1,True,False,False,1761306825.4819143
3,60,-0.0025516935205842205,0.03625628197477453,0.0,0.0,-0.15310161123505323,2.175376918486472,0.0,0.0,0,False,True,False,1761306825.6181164
4,32,-0.002125303693304248,0.051158795910402594,0.0,-0.01916893129972717,-0.06800971818573594,1.637081469132883,0.0,-0.6134058015912695,0,False,True,False,1761306825.7761645
5,34,-0.002615559370309549,0.04919525165883793,0.0,-0.019828464591895387,-0.08892901859052467,1.6726385564004898,0.0,-0.6741677961244432,0,False,True,False,1761306825.9596689
6,70,-0.002324000928017276,0.03384830579173637,0.0,-0.06514899536293726,-0.16268006496120932,2.3693814054215463,0.0,-4.560429675405609,0,False,True,False,1761306826.203328
7,50,-0.0024663047560008885,0.03966041393623054,0.0,0.0,-0.12331523780004443,1.9830206968115272,0.0,0.0,0,False,True,False,1761306826.3502831
8,14,-0.0011909681319210452,0.02207934118418328,0.0,0.0,-0.01667355384689463,0.3091107765785659,0.0,0.0,0,True,False,False,1761306826.4494789
9,3,-0.00217895173960333,0.030684318687978458,0.0,0.0,-0.00653685521880999,0.09205295606393538,0.0,0.0,0,True,False,False,1761306826.473166
10,26,-0.002293155022267567,0.020766049937301863,0.0,0.0,-0.05962203057895674,0.5399172983698485,0.0,0.0,0,True,False,False,1761306826.5506778
11,21,-0.0018414230244161761,0.021126624826711026,0.0,-0.279041129219546,-0.0386698835127397,0.44365912136093155,0.0,-5.859863713610466,0,True,False,False,1761306826.6112342
12,52,-0.002417595900719512,0.03887843291844568,0.0,0.0,-0.1257149868374146,2.021678511759175,0.0,0.0,0,False,True,False,1761306826.7407405
