iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-10.17,43.83,1.2,0.45
10,-11.597,47.27,1.07,0.4889
15,-11.583,40.97,1.4,0.3611
20,-17.178,44.8,1.3,0.3889
25,-9.82,55.23,0.87,0.5778
30,-22.499,55.77,0.93,0.5556
