episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,total_intrusions,terminated_waypoint,truncated,finished_at
1,79,-0.003644394822986161,0.035082932087678965,-1.3670886075949367,0.0,-0.2879071910159067,2.771551634926638,-108.0,0.0,9,False,True,1764321216.1543074
2,65,-0.0033331451407170075,0.03534057018903279,0.0,0.0,-0.21665443414660548,2.297137062287131,0.0,0.0,0,False,True,1764321217.2902613
3,56,-0.0027418990263653434,0.03803843854483344,-0.8571428571428571,0.0,-0.15354634547645923,2.1301525585106726,-48.0,0.0,4,False,True,1764321218.5344517
4,108,-0.00301035881775426,0.03951938906586473,-0.2222222222222222,0.0,-0.32511875231746007,4.268094019113391,-24.0,0.0,2,False,True,1764321220.172567
5,80,-0.0033717871560586246,0.03673797286677293,-0.45,0.0,-0.26974297248469,2.9390378293418347,-36.0,0.0,3,False,True,1764321221.4877949
6,94,-0.002868368251307377,0.03963978861956013,-0.1276595744680851,0.0,-0.2696266156228934,3.726140130238652,-12.0,0.0,1,False,True,1764321222.733729
7,92,-0.0029765489671782063,0.039170430497408086,-0.5217391304347826,0.0,-0.273842504980395,3.6036796057615437,-48.0,0.0,4,False,True,1764321223.860674
8,39,-0.0028368279985399973,0.16219550928939697,0.0,0.0,-0.11063629194305989,6.325624862286482,0.0,0.0,0,True,False,1764321224.5546992
9,10,-0.0019595169248269964,0.5245366925760073,-6.0,0.0,-0.019595169248269963,5.245366925760073,-60.0,0.0,5,True,False,1764321225.2450922
10,45,-0.0025425102096219704,0.037104302649004585,0.0,0.0,-0.11441295943298867,1.6696936192052063,0.0,0.0,0,False,True,1764321226.9644935
11,65,-0.0034950518746441014,0.035361953846872206,-0.9230769230769231,0.0,-0.2271783718518666,2.2985270000466933,-60.0,0.0,5,False,True,1764321228.4564028
12,73,-0.0034067350640208725,0.03604038090507792,0.0,0.0,-0.2486916596735237,2.6309478060706883,0.0,0.0,0,False,True,1764321229.6784165
13,78,-0.003092228204125684,0.0380188381529176,-1.2307692307692308,0.0,-0.24119379992180337,2.9654693759275728,-96.0,0.0,8,False,True,1764321231.283539
14,24,-0.002214901883840555,0.23926285877676842,0.0,0.0,-0.053157645212173324,5.742308610642442,0.0,0.0,0,True,False,1764321231.9759815
15,98,-0.003032458186578509,0.03929301737067262,-0.24489795918367346,0.0,-0.2971809022846939,3.8507157023259166,-24.0,0.0,2,False,True,1764321234.3706527
16,43,-0.0026355265052125433,0.036230018389168395,-0.8372093023255814,0.0,-0.11332763972413935,1.557890790734241,-36.0,0.0,3,False,True,1764321235.1927316
17,59,-0.0028765221325774415,0.037612237157179644,-0.4067796610169492,0.0,-0.16971480582206905,2.219121992273599,-24.0,0.0,2,False,True,1764321236.641548
18,21,-0.0020504384771205474,0.26805755278608195,0.0,0.0,-0.043059208019531496,5.629208608507721,0.0,0.0,0,True,False,1764321237.3475113
19,7,-0.000964367716956927,0.7376653460709067,0.0,0.0,-0.0067505740186984894,5.163657422496347,0.0,0.0,0,True,False,1764321238.5487173
20,94,-0.0029774002332746984,0.038992756850978215,0.0,0.0,-0.27987562192782167,3.665319143991952,0.0,0.0,0,False,True,1764321240.7640338
21,61,-0.0027219473658075463,0.03806469043065463,-1.5737704918032787,0.0,-0.16603878931426033,2.3219461162699324,-96.0,0.0,8,False,True,1764321241.7825377
22,31,-0.0029905095647184497,0.1930169454630997,-1.935483870967742,0.0,-0.09270579650627193,5.98352530935609,-60.0,0.0,5,True,False,1764321242.5735457
23,84,-0.003117397581599274,0.037798616347203565,0.0,0.0,-0.261861396854339,3.1750837731650994,0.0,0.0,0,False,True,1764321244.5399308
24,65,-0.0027807930307009814,0.03838224249154288,-0.7384615384615385,0.0,-0.18075154699556378,2.494845761950287,-48.0,0.0,4,False,True,1764321245.7972004
25,72,-0.0026339368468713195,0.03941193977786893,-0.5,0.0,-0.189643452974735,2.837659664006563,-36.0,0.0,3,False,True,1764321247.1777847
26,79,-0.0030376480495588076,0.03798790648766262,0.0,0.0,-0.2399741959151458,3.001044612525347,0.0,0.0,0,False,True,1764321248.6758351
27,48,-0.0028379966854326956,0.036178116027886814,0.0,0.0,-0.1362238409007694,1.736549569338567,0.0,0.0,0,False,True,1764321249.6685712
28,89,-0.0034862699912817084,0.03682711981798288,-0.4044943820224719,0.0,-0.31027802922407205,3.2776136638004765,-36.0,0.0,3,False,True,1764321251.473303
29,81,-0.00362563102256227,0.03561491002352022,-0.8888888888888888,0.0,-0.29367611282754386,2.884807711905138,-72.0,0.0,6,False,True,1764321252.8001764
30,51,-0.004533413302326465,0.02641438580722967,-0.47058823529411764,0.0,-0.2312040784186497,1.3471336761687132,-24.0,0.0,2,False,True,1764321253.6938257
