episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,total_intrusions,terminated_waypoint,truncated,finished_at
1,36,-0.0024562487205986184,0.1731149383354747,-1.3333333333333333,0.0,-0.08842495394155026,6.232137780077089,-48.0,0.0,4,True,False,1764321215.653372
2,63,-0.002698708963131998,0.03851875907431603,0.0,0.0,-0.17001866467731588,2.42668182168191,0.0,0.0,0,False,True,1764321217.2717562
3,40,-0.0020590466319021605,0.038070366017609276,-0.9,0.0,-0.08236186527608642,1.522814640704371,-36.0,0.0,3,False,True,1764321218.3114257
4,81,-0.00258598836202604,0.04015279154814917,0.0,0.0,-0.20946505732410922,3.2523761154000828,0.0,0.0,0,False,True,1764321220.0668132
5,73,-0.003716016930037565,0.0341729952749541,-0.9863013698630136,0.0,-0.27126923589274227,2.494628655071649,-72.0,0.0,6,False,True,1764321221.4260113
6,43,-0.0030215082135824326,0.15030422308590466,0.0,0.0,-0.1299248531840446,6.463081592693901,0.0,0.0,0,True,False,1764321222.284792
7,55,-0.0025330794086915716,0.0384290482549632,0.0,0.0,-0.13931936747803644,2.1135976540229757,0.0,0.0,0,False,True,1764321223.6332574
8,80,-0.0026959759170121595,0.03966744765638437,-0.3,0.0,-0.21567807336097278,3.1733958125107495,-24.0,0.0,2,False,True,1764321224.9902034
9,42,-0.0026310813385881163,0.03607014159417883,0.0,0.0,-0.11050541622070088,1.5149459469555109,0.0,0.0,0,False,True,1764321225.735376
10,37,-0.0023365584858525312,0.03631040356547497,0.0,0.0,-0.08645266397654365,1.343484931922574,0.0,0.0,0,False,True,1764321226.8467867
11,28,-0.0021807636148180464,0.034161841668985705,0.0,0.0,-0.06106138121490529,0.9565315667315997,0.0,0.0,0,False,True,1764321227.9607885
12,1,-0.00044735211037242803,5.0,0.0,0.0,-0.00044735211037242803,5.0,0.0,0.0,0,True,False,1764321228.699685
13,50,-0.002711016803872418,0.03706603969906025,0.0,0.0,-0.1355508401936209,1.8533019849530123,0.0,0.0,0,False,True,1764321230.9329133
14,91,-0.003541152381779807,0.03646152112320586,-0.9230769230769231,0.0,-0.32224486674196245,3.317998422211733,-84.0,0.0,7,False,True,1764321232.7899125
15,71,-0.002741211558635932,0.038939642238618025,0.0,0.0,-0.19462602066315118,2.7647145989418798,0.0,0.0,0,False,True,1764321234.137662
16,92,-0.00267185470529829,0.04030727727709223,0.0,0.0,-0.24581063288744265,3.708269509492485,0.0,0.0,0,False,True,1764321235.5354147
17,29,-0.001860895556354533,0.03557421759451339,0.0,0.0,-0.053965971134281455,1.0316523102408883,0.0,0.0,0,False,True,1764321236.1687987
18,78,-0.002569770854594228,0.04007748566004708,0.0,0.0,-0.2004421266583498,3.1260438814836724,0.0,0.0,0,False,True,1764321238.1967022
19,59,-0.0024610051016222515,0.039108580147166845,0.0,0.0,-0.14519930099571285,2.307406228682844,0.0,0.0,0,False,True,1764321239.2786696
20,77,-0.0028415450387456686,0.038724445718105786,-0.4675324675324675,0.0,-0.21879896798341647,2.981782320294146,-36.0,0.0,3,False,True,1764321240.6662912
21,29,-0.0015258327943052958,0.20695916533506561,-1.6551724137931034,0.0,-0.04424915103485358,6.001815794716903,-48.0,0.0,4,True,False,1764321241.376272
22,46,-0.003023224163105846,0.1432378883178989,0.0,0.0,-0.1390683115028689,6.58894286262335,0.0,0.0,0,True,False,1764321242.7552261
23,98,-0.0028059529869236175,0.03995768127911561,0.0,0.0,-0.2749833927185145,3.9158527653533293,0.0,0.0,0,False,True,1764321244.6973767
24,101,-0.0027874890757375284,0.039944719996357354,-0.594059405940594,0.0,-0.2815363966494904,4.034416719632093,-60.0,0.0,5,False,True,1764321246.0121896
25,76,-0.002660072054291912,0.03959264895008874,0.0,0.0,-0.2021654761261853,3.009041320206744,0.0,0.0,0,False,True,1764321247.2122693
26,83,-0.0035777424353634906,0.035707632224041656,-0.7228915662650602,0.0,-0.2969526221351697,2.9637334745954576,-60.0,0.0,5,False,True,1764321248.6967838
27,89,-0.0031096008798493957,0.03815678055349935,-0.4044943820224719,0.0,-0.2767544783065962,3.395953469261442,-36.0,0.0,3,False,True,1764321249.9825277
28,25,-0.002224088612060185,0.23135021656228225,0.0,0.0,-0.05560221530150463,5.783755414057056,0.0,0.0,0,True,False,1764321250.5329354
29,37,-0.0027888258603282075,0.16884954744594424,0.0,0.0,-0.10318655683214369,6.247433255499937,0.0,0.0,0,True,True,1764321252.2056491
30,99,-0.002639556050189414,0.04070116617262866,-0.7272727272727273,0.0,-0.261316048968752,4.029415451090237,-72.0,0.0,6,False,True,1764321254.0413265
