episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,total_intrusions,terminated_waypoint,truncated,finished_at
1,90,-0.0031857928012453507,0.0385398910748007,-0.9333333333333333,0.0,-0.28672135211208155,3.468590196732063,-84.0,0.0,7,False,True,1764321216.1947129
2,77,-0.0027619831056864617,0.03927560153486059,0.0,0.0,-0.21267269913785755,3.0242213181842654,0.0,0.0,0,False,True,1764321217.3945603
3,66,-0.002691367535192709,0.038891598015303466,-1.8181818181818181,0.0,-0.17763025732271878,2.566845469010029,-120.0,0.0,10,False,True,1764321218.647962
4,91,-0.0034998785273592024,0.03696403606499779,-1.7142857142857142,0.0,-0.3184889459896874,3.363727281914799,-156.0,0.0,13,False,True,1764321220.1208537
5,54,-0.0025477886793568503,0.03826001507940999,0.0,0.0,-0.13758058868526993,2.0660408142881392,0.0,0.0,0,False,True,1764321221.1760037
6,42,-0.0028109794213825668,0.03589607931073141,-0.8571428571428571,0.0,-0.11806113569806781,1.5076353310507191,-36.0,0.0,3,False,True,1764321222.2742803
7,36,-0.002662882632360593,0.03467545447468904,-0.3333333333333333,0.0,-0.09586377476498134,1.2483163610888055,-12.0,0.0,1,False,True,1764321223.3871553
8,19,-0.0020007667088154644,0.29233655218044313,-1.263157894736842,0.0,-0.03801456746749382,5.55439449142842,-24.0,0.0,2,True,False,1764321224.2552865
9,82,-0.0027019106306921978,0.03974422264012907,0.0,0.0,-0.22155667171676022,3.259026256490584,0.0,0.0,0,False,True,1764321226.1024456
10,94,-0.003392609279668428,0.037704322299980254,-0.7659574468085106,0.0,-0.31890527228883225,3.5442062961981438,-72.0,0.0,6,False,True,1764321227.4047983
11,58,-0.0031285799280325274,0.03616190123617271,0.0,0.0,-0.1814576358258866,2.0973902716980173,0.0,0.0,0,False,True,1764321228.3700151
12,45,-0.0032529285359889993,0.14491074688634423,-1.0666666666666667,0.0,-0.14638178411950498,6.520983609885491,-48.0,0.0,4,True,False,1764321229.389362
13,49,-0.003980657204438268,0.030742415709170943,-0.7346938775510204,0.0,-0.1950522030174751,1.5063783697493762,-36.0,0.0,3,False,True,1764321230.9183629
14,24,-0.0021606292219750966,0.23947757525414146,0.0,0.0,-0.05185510132740232,5.747461806099395,0.0,0.0,0,True,False,1764321231.9759815
15,88,-0.003094506136192927,0.03834927136468496,0.0,0.0,-0.27231653998497757,3.3747358800922767,0.0,0.0,0,False,True,1764321234.3185036
16,69,-0.0036669131175276048,0.03511491742467059,-1.565217391304348,0.0,-0.2530170051094047,2.422929302302271,-108.0,0.0,9,False,True,1764321235.4371388
17,64,-0.00251752089356498,0.039333863103767894,0.0,0.0,-0.16112133718815871,2.517367238641145,0.0,0.0,0,False,True,1764321236.7062006
18,54,-0.00307766178606802,0.036237304828411636,-0.6666666666666666,0.0,-0.16619373644767307,1.9568144607342284,-36.0,0.0,3,False,True,1764321237.9223888
19,67,-0.0029659243075032854,0.03758711300226935,0.0,0.0,-0.1987169286027201,2.5183365711520462,0.0,0.0,0,False,True,1764321239.3503535
20,89,-0.0027878267514193245,0.039696768979910285,0.0,0.0,-0.24811658087631988,3.5330124392120155,0.0,0.0,0,False,True,1764321240.7391937
21,11,-0.001332052995838967,0.4804852386587163,0.0,0.0,-0.014652582954228638,5.285337625245879,0.0,0.0,0,True,False,1764321241.0624428
22,29,-0.0026575210862789427,0.03393406099766511,-4.137931034482759,0.0,-0.07706811150208934,0.9840877689322883,-120.0,0.0,10,False,True,1764321242.5444283
23,96,-0.0030583662159758794,0.03889686132235641,-0.375,0.0,-0.2936031567336844,3.7340986869462154,-36.0,0.0,3,False,True,1764321244.672439
24,45,-0.003080069937649176,0.035004388330923224,-1.3333333333333333,0.0,-0.13860314719421293,1.575197474891545,-60.0,0.0,5,False,True,1764321245.5754204
25,104,-0.003261598356813252,0.03817798603514437,-0.8076923076923077,0.0,-0.33920622910857817,3.970510547655014,-84.0,0.0,7,False,True,1764321247.3692305
26,68,-0.0032493100848188924,0.03646729000584276,-1.9411764705882353,0.0,-0.2209530857676847,2.479775720397308,-132.0,0.0,11,False,True,1764321248.5732837
27,71,-0.003322632611693496,0.03640897738303145,-0.8450704225352113,0.0,-0.23590691543023823,2.5850373941952327,-60.0,0.0,5,False,True,1764321249.8877413
28,82,-0.0034551477007270766,0.03689804099450348,-0.8780487804878049,0.0,-0.2833221114596203,3.025639361549285,-72.0,0.0,6,False,True,1764321251.4225495
29,64,-0.003385196080879469,0.034986705186736834,0.0,0.0,-0.216652549176286,2.2391491319511574,0.0,0.0,0,False,True,1764321252.6374695
30,89,-0.0028312320604648063,0.039591411234760135,0.0,0.0,-0.25197965338136774,3.523635599893652,0.0,0.0,0,False,True,1764321254.0036485
