episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,total_intrusions,terminated_waypoint,truncated,finished_at
1,71,-0.002651050478488124,0.03940014589798893,0.0,0.0,-0.1882245839726568,2.797410358757214,0.0,0.0,0,False,True,1764321216.0973954
2,47,-0.002908766952940173,0.035642921361593055,0.0,0.0,-0.13671204678818813,1.6752173039948735,0.0,0.0,0,False,True,1764321217.0561934
3,73,-0.0031102605032702476,0.03761980102565264,-1.3150684931506849,0.0,-0.22704901673872807,2.7462454748726426,-96.0,0.0,8,False,True,1764321218.7110934
4,28,-0.002406653226758586,0.21124785742617652,-4.285714285714286,0.0,-0.0673862903492404,5.914940007932943,-120.0,0.0,10,True,False,1764321219.397478
5,81,-0.0030645388311065095,0.037927335995903304,-0.7407407407407407,0.0,-0.24822764531962727,3.0721142156681673,-60.0,0.0,5,False,True,1764321221.4949558
6,14,-0.0015924546280718867,0.3844442386017845,0.0,0.0,-0.022294364793006415,5.382219340424983,0.0,0.0,0,True,False,1764321221.8723338
7,18,-0.0018348799380808528,0.30669240558635,0.0,0.0,-0.03302783888545535,5.5204633005543,0.0,0.0,0,True,False,1764321223.1041346
8,30,-0.0025260163933993134,0.19925443397818476,0.0,0.0,-0.0757804918019794,5.977633019345543,0.0,0.0,0,True,False,1764321224.4321952
9,80,-0.0026557733117654014,0.039831877165803574,0.0,0.0,-0.21246186494123212,3.186550173264286,0.0,0.0,0,False,True,1764321226.0910022
10,48,-0.002795925396905225,0.036939231137973795,-0.25,0.0,-0.1342044190514508,1.7730830946227423,-12.0,0.0,1,False,True,1764321227.0069594
11,76,-0.0027572497952824725,0.038929031352592396,-0.7894736842105263,0.0,-0.2095509844414679,2.958606382797022,-60.0,0.0,5,False,True,1764321228.539027
12,45,-0.0030140599323479145,0.14552662487709597,0.0,0.0,-0.13563269695565616,6.548698119469319,0.0,0.0,0,True,False,1764321229.389362
13,90,-0.003244192040146583,0.03785576293138239,-1.2,0.0,-0.2919772836131925,3.407018663824415,-108.0,0.0,9,False,True,1764321231.3757093
14,81,-0.003203986979963106,0.03804700546214937,-0.5925925925925926,0.0,-0.2595229453770116,3.0818074424340987,-48.0,0.0,4,False,True,1764321232.7345538
15,66,-0.0033207900398872035,0.03571907170660595,-1.0909090909090908,0.0,-0.21917214263255544,2.357458732635993,-72.0,0.0,6,False,True,1764321234.0846093
16,41,-0.002710594654590486,0.03559018585540944,-2.048780487804878,0.0,-0.11113438083820994,1.459197620071787,-84.0,0.0,7,False,True,1764321235.1655169
17,77,-0.002967115750165624,0.10291421001370074,-0.935064935064935,0.0,-0.22846791276275305,7.924394171054957,-72.0,0.0,6,True,True,1764321236.827034
18,14,-0.0016009671346419786,0.38443409793590183,0.0,0.0,-0.0224135398849877,5.382077371102626,0.0,0.0,0,True,False,1764321237.228062
19,84,-0.0028878455602991083,0.039008577219030297,0.0,0.0,-0.2425790270651251,3.2767204863985446,0.0,0.0,0,False,True,1764321239.452931
20,25,-0.0018464134001936177,0.03391191353421408,0.0,0.0,-0.046160335004840444,0.8477978383553519,0.0,0.0,0,False,True,1764321240.0937297
21,19,-0.0018965649566668142,0.292438542362635,0.0,0.0,-0.03603473417666947,5.556332304890065,0.0,0.0,0,True,False,1764321241.2054353
22,62,-0.0030322798842759395,0.03666922855710633,-0.5806451612903226,0.0,-0.18800135282510824,2.2734921705405924,-36.0,0.0,3,False,True,1764321242.9108675
23,41,-0.002912780801054756,0.15605530659923927,0.0,0.0,-0.119424012843245,6.398267570568811,0.0,0.0,0,True,False,1764321243.9488354
24,16,-0.001711057130411202,0.3406429694197816,0.0,0.0,-0.027376914086579232,5.450287510716506,0.0,0.0,0,True,False,1764321245.1030324
25,77,-0.0031737188695880134,0.03699399799206815,-0.15584415584415584,0.0,-0.24437635295827703,2.8485378453892474,-12.0,0.0,1,False,True,1764321247.2200046
26,103,-0.002620320839753099,0.040685463481424516,-0.46601941747572817,0.0,-0.2698930464945692,4.190602738586725,-48.0,0.0,4,False,True,1764321248.77577
27,63,-0.0036931699589289784,0.03285829548843051,0.0,0.0,-0.23266970741252563,2.070072615771122,0.0,0.0,0,False,True,1764321249.8209834
28,39,-0.0030529486530227745,0.16156734120126526,0.0,0.0,-0.1190649974678882,6.301126306849345,0.0,0.0,0,True,False,1764321250.84919
29,88,-0.002726352984912754,0.03992075716682492,0.0,0.0,-0.23991906267232235,3.513026630680593,0.0,0.0,0,False,True,1764321252.8403318
30,68,-0.003675111361836746,0.03447338012761668,-2.2941176470588234,0.0,-0.2499075726048987,2.3441898486779342,-156.0,0.0,13,False,True,1764321253.8783367
