episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,total_intrusions,terminated_waypoint,truncated,finished_at
1,45,-0.0034177812401263107,0.03354121825986524,-0.5333333333333333,0.0,-0.15380015580568399,1.5093548216939356,-24.0,0.0,2,False,True,1764321215.7742112
2,80,-0.002936585475761062,0.038716874880777595,-0.45,0.0,-0.23492683806088493,3.0973499904622077,-36.0,0.0,3,False,True,1764321217.4171119
3,90,-0.0028508568926136958,0.03952944407297764,0.0,0.0,-0.2565771203352326,3.5576499665679875,0.0,0.0,0,False,True,1764321218.8172405
4,57,-0.003104270156038452,0.03633119522640567,-0.631578947368421,0.0,-0.17694339889419175,2.070878127905123,-36.0,0.0,3,False,True,1764321219.8248112
5,70,-0.002777389436473076,0.038711308036053826,0.0,0.0,-0.1944172605531153,2.7097915625237676,0.0,0.0,0,False,True,1764321221.3910332
6,39,-0.0029038403080070855,0.1619234947051502,0.0,0.0,-0.11324977201227633,6.315016293500857,0.0,0.0,0,True,False,1764321222.240749
7,22,-0.002217423448314158,0.2571997191360205,0.0,0.0,-0.04878331586291148,5.658393820992451,0.0,0.0,0,True,False,1764321223.168455
8,29,-0.0024618928461351084,0.20477221894640213,0.0,0.0,-0.07139489253791814,5.9383943494456615,0.0,0.0,0,True,False,1764321224.4170148
9,55,-0.0038785586850023776,0.0322408928528923,-0.6545454545454545,0.0,-0.21332072767513077,1.7732491069090766,-36.0,0.0,3,False,True,1764321225.8813899
10,62,-0.0028336316037351986,0.03771399513911348,-0.3870967741935484,0.0,-0.1756851594315823,2.3382676986250357,-24.0,0.0,2,False,True,1764321227.1734703
11,80,-0.002597285926392307,0.04006483276236726,-0.45,0.0,-0.20778287411138455,3.2051866209893807,-36.0,0.0,3,False,True,1764321228.5615306
12,73,-0.0025414623389846337,0.039875074182865546,0.0,0.0,-0.18552675074587827,2.910880415349185,0.0,0.0,0,False,True,1764321229.6784165
13,53,-0.0030628251942456286,0.035767437513853854,-1.5849056603773586,0.0,-0.16232973529501832,1.8956741882342543,-84.0,0.0,7,False,True,1764321230.9767673
14,105,-0.0032578882867645995,0.038212583313411964,-0.34285714285714286,0.0,-0.34207827011028297,4.012321247908257,-36.0,0.0,3,False,True,1764321232.8298194
15,63,-0.002512264920412736,0.03927195339662708,0.0,0.0,-0.15827268998600239,2.4741330639875057,0.0,0.0,0,False,True,1764321234.053132
16,73,-0.0033104097815027647,0.03611488049860046,-0.9863013698630136,0.0,-0.24165991404970183,2.636386276397834,-72.0,0.0,6,False,True,1764321235.4605327
17,85,-0.0026499818648153504,0.039988897131912136,-0.4235294117647059,0.0,-0.22524845850930478,3.3990562562125315,-36.0,0.0,3,False,True,1764321236.878899
18,20,-0.002001787687067485,0.2795521594025726,0.0,0.0,-0.0400357537413497,5.591043188051453,0.0,0.0,0,True,False,1764321237.3311596
19,62,-0.0026079996467334716,0.0388111742159455,0.0,0.0,-0.16169597809747524,2.406292801388621,0.0,0.0,0,False,True,1764321239.3055725
20,97,-0.0032912106842600867,0.037747437996368684,-0.24742268041237114,0.0,-0.3192474363732284,3.6615014856477623,-24.0,0.0,2,False,True,1764321240.7739732
21,105,-0.0028000000163914377,0.040245650914607745,-0.34285714285714286,0.0,-0.29400000172110097,4.2257933460338135,-36.0,0.0,3,False,True,1764321241.9858491
22,35,-0.0027641068284789605,0.1761576461672652,0.0,0.0,-0.09674373899676361,6.165517615854282,0.0,0.0,0,True,False,1764321242.6237316
23,96,-0.003797343356778986,0.035194023293039715,-0.75,0.0,-0.36454496225078264,3.3786262361318125,-72.0,0.0,6,False,True,1764321244.672439
24,58,-0.003367504811868698,0.12067193116219686,0.0,0.0,-0.19531527908838447,6.998972007407418,0.0,0.0,0,True,False,1764321245.728266
25,49,-0.0029870761038954066,0.03555713687318897,0.0,0.0,-0.14636672909087492,1.7422997067862593,0.0,0.0,0,False,True,1764321246.916517
26,39,-0.0030363106885759198,0.16079666198079698,-3.3846153846153846,0.0,-0.11841611685446088,6.271069817251083,-132.0,0.0,11,True,False,1764321248.1187727
27,60,-0.0025375970843606733,0.038467807768417114,-1.0,0.0,-0.1522558250616404,2.308068466105027,-60.0,0.0,5,False,True,1764321249.7944484
28,74,-0.003792053541612475,0.033598444774513035,0.0,0.0,-0.28061196207932315,2.4862849133139644,0.0,0.0,0,False,True,1764321251.3449068
29,46,-0.0023830944773206336,0.03775183818453824,0.0,0.0,-0.10962234595674915,1.7365845564887592,0.0,0.0,0,False,True,1764321252.35472
30,69,-0.002982223207966833,0.0381297439363526,-1.0434782608695652,0.0,-0.20577340134971148,2.6309523316083294,-72.0,0.0,6,False,True,1764321253.8870358
