episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_path_efficiency,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_path_efficiency,total_intrusions,terminated_waypoint,truncated,finished_at
1,78,-0.0025905093647637504,0.03952831244751395,-1.3846153846153846,0.0,-0.20205973045157252,3.0832083709060885,-108.0,0.0,9,False,True,1764321216.1483622
2,36,-0.0027388913160142194,0.1725446895279227,0.0,0.0,-0.0986000873765119,6.211608823005218,0.0,0.0,0,True,False,1764321216.8835816
3,101,-0.0028907472873409344,0.0397844976876535,-0.3564356435643564,0.0,-0.29196547602143436,4.018234266453003,-36.0,0.0,3,False,True,1764321218.8567185
4,86,-0.003015063897361336,0.038562062444876456,-0.5581395348837209,0.0,-0.2592954951730749,3.3163373702593755,-48.0,0.0,4,False,True,1764321220.1021917
5,50,-0.003031558095382486,0.03568292253264052,-3.84,0.0,-0.1515779047691243,1.784146126632026,-192.0,0.0,16,False,True,1764321221.1116667
6,25,-0.002622251420834228,0.22996849920335033,0.0,0.0,-0.0655562855208557,5.7492124800837585,0.0,0.0,0,True,False,1764321222.048056
7,72,-0.002282371827557632,0.04061693689867022,-0.3333333333333333,0.0,-0.1643307715841495,2.924419456704256,-24.0,0.0,2,False,True,1764321223.7672286
8,61,-0.003125442154216204,0.036495416992273357,-0.5901639344262295,0.0,-0.19065197140718845,2.2262204365286746,-36.0,0.0,3,False,True,1764321224.8092895
9,82,-0.002560493258923004,0.040301556920833634,0.0,0.0,-0.20996044723168633,3.304727667508358,0.0,0.0,0,False,True,1764321226.1024456
10,85,-0.003258001734653604,0.03744629832394644,-0.7058823529411765,0.0,-0.27693014744555633,3.1829353575354475,-60.0,0.0,5,False,True,1764321227.3482118
11,63,-0.0028314865382632415,0.03767329472333224,0.0,0.0,-0.17838365191058422,2.373417567569931,0.0,0.0,0,False,True,1764321228.4325936
12,95,-0.0027386452272944043,0.03967454511723184,-1.1368421052631579,0.0,-0.2601712965929684,3.7690817861370247,-108.0,0.0,9,False,True,1764321229.8221736
13,85,-0.0026696314004226954,0.040017805922080804,0.0,0.0,-0.2269186690359291,3.401513503376868,0.0,0.0,0,False,True,1764321231.3427823
14,61,-0.0032977559163555326,0.035203049287469396,0.0,0.0,-0.20116311089768749,2.147386006535633,0.0,0.0,0,False,True,1764321232.554712
15,84,-0.0027772092107768956,0.03941992993539153,-0.42857142857142855,0.0,-0.23328557370525924,3.311274114572888,-36.0,0.0,3,False,True,1764321234.2903972
16,55,-0.002347660865843405,0.039068793458747544,-0.21818181818181817,0.0,-0.12912134762138727,2.148783640231115,-12.0,0.0,1,False,True,1764321235.320772
17,54,-0.0039032781928065733,0.030444965265803283,-1.1111111111111112,0.0,-0.21077702241155497,1.6440281243533772,-60.0,0.0,5,False,True,1764321236.535401
18,32,-0.0026152844722791787,0.18915752070359074,0.0,0.0,-0.08368910311293372,6.053040662514904,0.0,0.0,0,True,False,1764321237.5808249
19,46,-0.0031164805664795994,0.14281638146624648,0.0,0.0,-0.14335810605806157,6.569553547447338,0.0,0.0,0,True,False,1764321239.1368692
20,49,-0.002580395612919958,0.03734905102760205,-0.4897959183673469,0.0,-0.12643938503307794,1.8301035003525001,-24.0,0.0,2,False,True,1764321240.424316
21,42,-0.004274149216436707,0.027346065457038157,-2.857142857142857,0.0,-0.17951426709034168,1.1485347491956026,-120.0,0.0,10,False,True,1764321241.5667524
22,94,-0.0027031958931228233,0.040064333666320305,-2.0425531914893615,0.0,-0.2541004139535454,3.7660473646341086,-192.0,0.0,16,False,True,1764321243.1220086
23,102,-0.002684880821109162,0.040499997956157906,-0.35294117647058826,0.0,-0.27385784375313454,4.130999791528106,-36.0,0.0,3,False,True,1764321244.7231078
24,31,-0.002528883900027456,0.19365705293258925,-1.5483870967741935,0.0,-0.07839540090085115,6.003368640910267,-48.0,0.0,4,True,False,1764321245.3766532
25,80,-0.002838323402622395,0.03913733099288432,-0.45,0.0,-0.22706587220979157,3.130986479430746,-36.0,0.0,3,False,True,1764321247.241618
26,58,-0.002667843725898896,0.0381138039070201,0.0,0.0,-0.15473493610213598,2.2106006266071656,0.0,0.0,0,False,True,1764321248.4390082
27,73,-0.0025743501894571782,0.03957591703924875,-0.4931506849315068,0.0,-0.187927563830374,2.889041943865159,-36.0,0.0,3,False,True,1764321249.902077
28,100,-0.002616841384016075,0.040626263917088484,0.0,0.0,-0.2616841384016075,4.062626391708848,0.0,0.0,0,False,True,1764321251.5124714
29,67,-0.002488832362058876,0.039676572795807795,0.0,0.0,-0.1667517682579447,2.658330377319122,0.0,0.0,0,False,True,1764321252.6756825
30,38,-0.002812893117233087,0.16543697512793062,0.0,0.0,-0.1068899384548573,6.286605054861363,0.0,0.0,0,True,False,1764321253.525362
