episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,total_intrusions,finished_at
1,18,-0.09370171186155515,0.0,-0.05555555555555555,-1.6866308135079928,0.0,-1.0,1,1761054375.295022
2,20,-0.14712592267012864,0.0,0.0,-2.942518453402573,0.0,0.0,0,1761054375.446534
3,20,-0.1498792854553085,0.0,-0.1,-2.9975857091061697,0.0,-2.0,2,1761054375.6087894
4,14,-0.14950023393718845,0.0,-0.21428571428571427,-2.093003275120638,0.0,-3.0,3,1761054375.729502
5,19,-0.127663099114283,0.0,-0.05263157894736842,-2.4255988831713773,0.0,-1.0,1,1761054375.886747
6,10,-0.03782441821782639,0.1,0.0,-0.3782441821782639,1.0,0.0,0,1761054375.9675922
7,24,-0.08506183443757885,0.0,0.0,-2.0414840265018923,0.0,0.0,0,1761054376.1267157
8,17,-0.13867955546508864,0.0,0.0,-2.357552442906507,0.0,0.0,0,1761054376.223782
9,11,-0.01245801947381512,0.09090909090909091,0.0,-0.13703821421196632,1.0,0.0,0,1761054376.324175
10,9,-0.03186054791039464,0.0,0.0,-0.28674493119355177,0.0,0.0,0,1761054376.4865234
