iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
10,-12.347,143.13,1.43,0.0556
20,-9.645,204.93,0.87,0.0056
30,-10.337,152.53,1.47,0.2
40,-8.444,140.1,1.13,0.2444
50,-11.281,191.87,1.07,0.1
60,-10.795,135.23,1.03,0.0833
70,-11.42,168.9,1.03,0.1
80,-14.965,170.0,1.1,0.0556
90,-11.56,157.9,1.0,0.0611
100,-13.428,239.83,1.0,0.0556
110,-16.014,238.27,1.43,0.0944
