episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,31,-0.013272937026589379,0.014276587297271938,0.0,0.0,-0.41146104782427073,0.4425742062154301,0.0,0.0,0,True,False,False,1761312904.186473
2,43,-0.030218136910627073,0.0030433407411280134,-0.06976744186046512,-0.08544300276934767,-1.2993798871569642,0.13086365186850457,-3.0,-3.6740491190819498,1,True,False,False,1761312904.6272051
3,221,-0.03583495211287936,-0.0017149864091804275,0.0,-0.0031609092920094318,-7.919524416946339,-0.3790119964288745,0.0,-0.6985609535340844,0,False,False,True,1761312906.1984239
4,28,-0.030971997265281565,0.0016968923678571252,0.0,-0.021145029919394924,-0.8672159234278838,0.047512986299999505,0.0,-0.5920608377430578,0,False,False,True,1761312907.289971
5,271,-0.026636018154574632,0.003724469927677035,0.0,-0.015088587134823757,-7.218360919889725,1.0093313504004764,0.0,-4.089007113537238,0,False,False,True,1761312909.7313304
6,1,-0.0030525423456081967,0.03430058318274737,0.0,0.0,-0.0030525423456081967,0.03430058318274737,0.0,0.0,0,True,False,False,1761312909.7872946
7,6,-0.002338524752615548,0.025622726019641395,0.0,0.0,-0.014031148515693287,0.15373635611784836,0.0,0.0,0,True,False,False,1761312909.891707
8,200,-0.03635892317676133,-0.002573162915119214,0.0,-0.054105219519565734,-7.271784635352266,-0.5146325830238427,0.0,-10.821043903913147,0,False,False,True,1761312911.4847183
9,15,-0.0056144031356377905,0.020146037910937997,-0.2,-0.4561696246769745,-0.08421604703456685,0.30219056866406996,-3.0,-6.842544370154617,1,True,False,False,1761312911.8715682
10,17,-0.008387039311265776,0.0181493120374238,0.0,0.0,-0.1425796682915182,0.30853830463620463,0.0,0.0,0,True,False,False,1761312912.0578012
11,60,-0.01585370625117818,0.012216831452236976,0.0,-0.050409658112220875,-0.9512223750706909,0.7330098871342186,0.0,-3.0245794867332525,0,True,False,False,1761312912.7425497
12,31,-0.013661342798205444,0.013709562890852567,0.0,0.0,-0.42350162674436875,0.4249964496164296,0.0,0.0,0,True,False,False,1761312913.0999415
13,25,-0.01469619413180365,0.013368435850123523,0.0,0.0,-0.36740485329509126,0.3342108962530881,0.0,0.0,0,True,False,False,1761312913.3744416
14,1,-0.0029100804191288365,0.0343183310643107,0.0,0.0,-0.0029100804191288365,0.0343183310643107,0.0,0.0,0,True,False,False,1761312913.4071448
15,20,-0.01527422392993823,0.01470584046959716,-0.15,-0.10159826870677136,-0.3054844785987646,0.2941168093919432,-3.0,-2.031965374135427,1,True,False,False,1761312913.6501575
16,44,-0.00815884493681507,0.017116577852318567,0.0,0.0,-0.3589891772198631,0.7531294255020169,0.0,0.0,0,True,False,False,1761313004.7563725
17,93,-0.020400983922747314,0.008278223105075203,0.0,0.0,-1.8972915048155001,0.7698747487719939,0.0,0.0,0,False,False,True,1761313005.7046037
18,13,-0.0071526831822993206,0.019036619909161175,-0.23076923076923078,-0.12859689701498964,-0.09298488136989116,0.2474760588190953,-3.0,-1.6717596611948653,1,True,False,False,1761313007.0389726
19,24,-0.011521350167320444,0.016377389206636683,0.0,-0.06994661447217693,-0.27651240401569066,0.39305734095928035,0.0,-1.6787187473322462,0,False,False,True,1761313007.278817
