episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,finished_at
1,47,-0.1560959133704378,0.0010544519338141277,0.0,-7.336507928410577,0.049559240889264,0.0,1760606342.2368143
2,47,-0.19127750691255263,-0.005421777234563107,-0.0425531914893617,-8.990042824889974,-0.254823530024466,-2.0,1760606380.243113
3,20,-0.07612074155445811,0.01599702865963119,0.0,-1.5224148310891623,0.3199405731926238,0.0,1760606381.071254
4,56,-0.20278153400063897,-0.006315119291728982,0.0,-11.355765904035783,-0.353646680336823,0.0,1760606382.3858058
5,24,-0.07787832820569075,0.016073686772200498,0.0,-1.8690798769365782,0.38576848253281193,0.0,1760606382.7961898
6,24,-0.18252365754461497,-0.003520423981096907,0.0,-4.380567781070759,-0.08449017554632576,0.0,1760606418.5681598
7,11,-0.09817504856083734,0.012681885607163585,0.0,-1.0799255341692107,0.13950074167879944,0.0,1760606419.300645
8,10,-0.07566010110066448,0.018798644162570124,0.0,-0.7566010110066448,0.18798644162570124,0.0,1760606452.6866298
9,28,-0.0929328228081657,0.013127353824537419,0.0,-2.6021190386286395,0.3675659070870477,0.0,1760606453.5898542
10,35,-0.09076084081453326,0.013379093883149366,0.0,-3.176629428508664,0.4682682859102278,0.0,1760606454.8467042
11,21,-0.09903270077104194,0.011864173822327342,0.0,-2.0796867161918806,0.2491476502688742,0.0,1760606455.3307648
12,94,-0.092968924302757,0.007351977779479304,0.0,-8.739078884459158,0.6910859112710546,0.0,1760606493.0977643
13,20,-0.09843555768760204,0.011849379930481518,0.0,-1.9687111537520408,0.23698759860963037,0.0,1760606493.6304975
14,15,-0.07640091723616454,0.017570621894539108,0.0,-1.1460137585424681,0.2635593284180866,0.0,1760606495.0111887
15,2,-0.12078910726907068,0.016456615364400018,0.0,-0.24157821453814135,0.032913230728800036,0.0,1760606495.6139503
16,43,-0.08107537972929008,0.014278999223606769,0.0,-3.486241328359473,0.6139969666150911,0.0,1760606531.462807
17,25,-0.07425805447611154,0.015871613189130974,0.0,-1.8564513619027885,0.3967903297282743,0.0,1760606532.1705327
18,51,-0.12080777612132773,0.00802460949239495,0.0,-6.161196582187714,0.4092550841121424,0.0,1760606533.32892
19,35,-0.06865537774506388,0.01711108706827644,-0.05714285714285714,-2.402938221077236,0.5988880473896754,-2.0,1760606574.2770824
20,53,-0.06454261429348185,0.014193365867562095,0.0,-3.420758557554538,0.752248390980791,0.0,1760606575.2972436
21,22,-0.06186321560938062,0.017476474117195436,0.0,-1.3609907434063737,0.38448243057829956,0.0,1760606575.704796
22,33,-0.05135827011443356,0.019725514820447623,0.0,-1.6948229137763073,0.6509419890747715,0.0,1760606576.9224
23,23,-0.06698770020128682,0.017199451990998406,-0.043478260869565216,-1.5407171046295969,0.39558739579296337,-1.0,1760606577.3445709
24,23,-0.057686624085071206,0.020003664736242967,0.0,-1.3267923539566377,0.46008428893358827,0.0,1760606577.8238726
25,46,-0.08638948734946296,0.013259914621130351,0.0,-3.973916418075296,0.6099560725719961,0.0,1760606622.2654595
26,7,-0.05895755505519386,0.020654633586460445,0.0,-0.412702885386357,0.14458243510522312,0.0,1760606622.4203713
27,16,-0.058126005716155824,0.01856364371659805,0.0,-0.9300160914584932,0.2970182994655688,0.0,1760606623.092014
28,38,-0.05469196115183383,0.01926063486912638,0.0,-2.0782945237696855,0.7319041250268025,0.0,1760606624.2041957
29,20,-0.04969328080916277,0.02079478295327627,0.0,-0.9938656161832554,0.41589565906552545,0.0,1760606624.5979748
30,89,-0.08498188632746555,0.00845657334100046,0.0,-7.563387883144434,0.752635027349041,0.0,1760606671.5009482
31,44,-0.061032019491337436,0.018925528731616712,0.0,-2.6854088576188473,0.8327232641911354,0.0,1760606672.293929
