episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,terminated_intrusion,terminated_waypoint,truncated,finished_at
1,8,-0.001293323643702713,0.02418631707863174,0.0,0.0,-0.010346589149621704,0.1934905366290539,0.0,0.0,0,True,False,False,1761330521.1026123
2,14,-0.003359007931769139,0.02185772731859879,0.0,0.0,-0.04702611104476795,0.3060081824603831,0.0,0.0,0,True,False,False,1761330521.1668706
3,51,-0.0014564581333934993,0.05896853311470881,0.0,0.0,-0.07427936480306846,3.007395188850149,0.0,0.0,0,False,True,False,1761330521.302543
4,35,-0.0016936991051950464,0.020414676745761293,0.0,0.0,-0.059279468681826625,0.7145136861016452,0.0,0.0,0,False,False,True,1761330521.4423065
5,44,-0.003680271314180215,0.019982072539305857,0.0,-0.1810179343667056,-0.16193193782392945,0.8792111917294577,0.0,-7.964789112135047,0,True,False,False,1761330521.7130866
6,29,-0.0036769181731712204,0.02041304835935686,-0.20689655172413793,-0.2950903576030011,-0.1066306270219654,0.5919784024213489,-6.0,-8.557620370487033,1,True,False,False,1761330521.8006296
7,59,-0.0018553671843408155,0.0535450736179247,0.0,0.0,-0.10946666387610812,3.1591593434575573,0.0,0.0,0,False,True,False,1761330521.9499116
8,3,-0.003669492177206432,0.03038676082370621,-2.0,-1.970544372439867,-0.011008476531619297,0.09116028247111863,-6.0,-5.911633117319601,1,True,False,False,1761330522.0475092
9,32,-0.003589949690087995,0.08217991143998259,0.0,0.0,-0.11487839008281583,2.6297571660794428,0.0,0.0,0,False,True,False,1761330522.139616
10,26,-0.0025592847960163125,0.020740070531087302,0.0,0.0,-0.06654140469642413,0.5392418338082698,0.0,0.0,0,True,False,False,1761330522.2831876
11,1,-0.0032892341853748602,0.03427135688714916,0.0,0.0,-0.0032892341853748602,0.03427135688714916,0.0,0.0,0,True,False,False,1761330522.2961774
12,6,-0.004050120144725081,0.025335356999860042,-1.0,-1.6140974436424091,-0.024300720868350487,0.15201214199916024,-6.0,-9.684584661854455,1,True,False,False,1761330522.3199031
13,1,-0.0015170222539272707,0.034579564363539594,-6.0,0.0,-0.0015170222539272707,0.034579564363539594,-6.0,0.0,1,True,False,False,1761330522.3306634
14,63,-0.0020005419791297263,0.05137984486946641,0.0,0.0,-0.12603414468517277,3.236930226776384,0.0,0.0,0,False,True,False,1761330522.4868538
15,1,-0.0015733125927576428,0.034571881586814346,0.0,0.0,-0.0015733125927576428,0.034571881586814346,0.0,0.0,0,True,False,False,1761330522.5588737
16,1,-0.0014281655716046943,0.03459038821898375,0.0,0.0,-0.0014281655716046943,0.03459038821898375,0.0,0.0,0,True,False,False,1761330522.5697093
17,18,-0.003972162934812111,0.021160088058188514,0.0,-0.1513499990723896,-0.071498932826618,0.3808815850473932,0.0,-2.724299983303013,0,True,False,False,1761330522.6282096
18,1,-0.0029635367768247713,0.03431131101955143,0.0,0.0,-0.0029635367768247713,0.03431131101955143,0.0,0.0,0,True,False,False,1761330522.639194
19,36,-0.003524518383591779,0.07522850510367281,0.0,0.0,-0.12688266180930405,2.7082261837322212,0.0,0.0,0,False,True,False,1761330522.73099
20,36,-0.001422481837001158,0.02043683779424076,0.0,0.0,-0.051209346132041686,0.7357261605926674,0.0,0.0,0,True,False,False,1761330522.9474885
21,11,-0.0010735625994194142,0.022883637381493963,0.0,0.0,-0.011809188593613556,0.2517200111964336,0.0,0.0,0,True,False,False,1761330522.9872913
22,1,-0.0032073148749446763,0.034281541629349876,0.0,0.0,-0.0032073148749446763,0.034281541629349876,0.0,0.0,0,True,False,False,1761330523.0040812
23,60,-0.0024625546337593064,0.05293473993046546,0.0,-0.08270075980575421,-0.14775327802555838,3.1760843958279277,0.0,-4.962045588345252,0,False,True,False,1761330523.1583447
24,100,-0.002082278018219908,0.03943698673575533,0.0,-0.22520958424991439,-0.20822780182199083,3.9436986735755335,0.0,-22.520958424991438,0,False,True,False,1761330523.427828
25,80,-0.001374710120417031,0.044621126621476125,0.0,0.0,-0.10997680963336248,3.56969012971809,0.0,0.0,0,False,True,False,1761330523.6222668
26,67,-0.0014811721133288702,0.049484322775299724,0.0,-0.021029405824476377,-0.09923853159303431,3.3154496259450816,0.0,-1.4089701902399172,0,False,True,False,1761330523.8436224
27,29,-0.00024213308452191348,0.020757185368142573,0.0,0.0,-0.007021859451135491,0.6019583756761346,0.0,0.0,0,True,False,False,1761330523.9360733
28,16,-0.00324552795745801,0.021513124978001327,0.0,0.0,-0.05192844731932816,0.34420999964802124,0.0,0.0,0,True,False,False,1761330523.9864297
29,2,-0.0003674852551019679,0.03277877203924906,0.0,0.0,-0.0007349705102039358,0.06555754407849812,0.0,0.0,0,True,False,False,1761330524.0000496
30,65,-0.0017170576661910371,0.0504192311843688,0.0,0.0,-0.11160874830241742,3.277250026983972,0.0,0.0,0,False,True,False,1761330524.1526928
