iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-79.697,227.5,1.1,0.0444
10,-65.904,95.67,0.57,0.9389
15,-66.521,92.67,1.1,0.9722
20,-50.406,91.63,0.9,0.9778
25,-81.26,96.0,1.17,0.9833
30,-82.554,91.17,1.2,0.9611
