iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
50,-20.927,129.23,1.37,0.1167
100,-29.865,142.03,1.13,0.0111
150,-23.102,130.6,0.83,0.0278
200,-31.434,226.23,1.4,0.0556
250,-21.543,108.13,0.6,0.0
300,-28.17,138.5,0.83,0.0
350,-35.153,250.03,0.73,0.0167
400,-25.146,157.63,0.47,0.0056
450,-30.622,180.77,0.77,0.0056
500,-26.441,124.23,0.83,0.0
