episode_index,steps,mean_reward_drift,mean_reward_progress,mean_reward_intrusion,mean_reward_proximity,sum_reward_drift,sum_reward_progress,sum_reward_intrusion,sum_reward_proximity,total_intrusions,finished_at,pid,agent
1,1,-0.0073949895592824,1.0,0.0,0.0,-0.0073949895592824,1.0,0.0,0.0,0,1761300468.8713794,pid_30488,KL004
1,2,-0.0064529399080563,0.5171113817773147,0.0,0.0,-0.0129058798161127,1.0342227635546295,0.0,0.0,0,1761300468.876906,pid_11584,KL006
1,4,-0.0037571530008803,0.0283449649394608,0.0,0.0,-0.0150286120035212,0.1133798597578433,0.0,0.0,0,1761300468.8946998,pid_7108,KL001
1,6,-0.0109656882981474,0.1868674534452622,0.0,0.0,-0.0657941297888848,1.1212047206715732,0.0,0.0,0,1761300468.9465158,pid_3960,KL002
1,11,-0.0203424725952205,0.0119856008441329,0.0,0.0,-0.2237671985474259,0.1318416092854628,0.0,0.0,0,1761300468.9485154,pid_14544,KL001
1,8,-0.0043678990669401,0.1456403539806045,0.0,0.0,-0.0349431925355209,1.1651228318448366,0.0,0.0,0,1761300468.957516,pid_12964,KL005
1,10,-0.0119566400841754,0.0177689228316669,0.0,0.0,-0.1195664008417542,0.1776892283166691,0.0,0.0,0,1761300468.9716644,pid_11172,KL003
1,12,-0.0299661169300006,0.005123337682942,0.0,0.0,-0.3595934031600078,0.0614800521953046,0.0,0.0,0,1761300468.9912822,pid_11172,KL001
1,18,-0.0209744246761348,0.0099457517986225,0.0,0.0,-0.3775396441704264,0.1790235323752051,0.0,0.0,0,1761300469.0134146,pid_10812,KL001
1,24,-0.0216510598197899,0.0509728420601521,0.0,0.0,-0.5196254356749577,1.2233482094436503,0.0,0.0,0,1761300469.0455475,pid_14544,KL005
1,28,-0.0124521866467773,0.0139589472829197,0.0,0.0,-0.3486612261097655,0.3908505239217543,0.0,0.0,0,1761300469.071255,pid_11584,KL004
1,25,-0.0158997458329963,0.0129164944757991,0.0,0.0,-0.3974936458249089,0.3229123618949796,0.0,0.0,0,1761300469.075332,pid_35156,KL002
1,25,-0.0245817164797356,0.0060680444910062,0.0,0.0,-0.6145429119933902,0.1517011122751559,0.0,0.0,0,1761300469.1113372,pid_30488,KL006
1,30,-0.0201214888226647,0.0101127911108662,0.0,0.0,-0.6036446646799419,0.3033837333259869,0.0,0.0,0,1761300469.1218338,pid_9732,KL006
1,31,-0.0130914555659352,0.0146000655866099,0.0,0.0,-0.4058351225439916,0.4526020331849099,0.0,0.0,0,1761300469.1288347,pid_9732,KL004
1,29,-0.029721710659098,0.0026866617700325,0.0,0.0,-0.861929609113842,0.0779131913309427,0.0,0.0,0,1761300469.1771245,pid_3960,KL006
1,43,-0.0227907172829261,0.0069003926383162,0.0,0.0,-0.9800008431658244,0.2967168834475995,0.0,0.0,0,1761300469.1791255,pid_14544,KL004
1,38,-0.0282753033668761,0.00345986609884,0.0,0.0,-1.0744615279412928,0.1314749117559225,0.0,0.0,0,1761300469.1821277,pid_2556,KL003
1,28,-0.0219892162279036,0.0078768579939967,0.0,0.0,-0.6156980543813025,0.2205520238319085,0.0,0.0,0,1761300469.1821277,pid_9264,KL003
1,42,-0.0304307095460079,0.0014687909067509,-0.7857142857142857,-0.0374366072743686,-1.278089800932333,0.0616892180835395,-33.0,-1.572337505523484,11,1761300469.2135482,pid_11904,KL001
1,42,-0.0236656326562724,0.0063548011280406,-0.7142857142857143,-0.0177193317131618,-0.9939565715634412,0.2669016473777053,-30.0,-0.7442119319527979,10,1761300469.2135482,pid_11904,KL002
1,31,-0.0175508202039206,0.0122286006436043,0.0,0.0,-0.5440754263215404,0.3790866199517361,0.0,0.0,0,1761300469.216056,pid_9264,KL004
1,47,-0.0061681631730484,0.0172685065867316,0.0,0.0,-0.2899036691332753,0.8116198095763856,0.0,0.0,0,1761300469.2236154,pid_7108,KL005
1,39,-0.0312386815596196,0.000822069654912,0.0,0.0,-1.2183085808251666,0.0320607165415709,0.0,0.0,0,1761300469.2266133,pid_21580,KL006
1,45,-0.0057943573914832,0.0399495211157035,-0.4,-0.0293872464779519,-0.260746082616746,1.7977284502066575,-18.0,-1.3224260915078376,6,1761300469.2276132,pid_35156,KL003
1,47,-0.0311387237161586,0.0015219230182727,0.0,0.0,-1.4635200146594576,0.0715303818588206,0.0,0.0,0,1761300469.2377615,pid_9732,KL005
1,41,-0.013396156822408,0.0139915034570117,0.0,0.0,-0.5492424297187314,0.5736516417374837,0.0,0.0,0,1761300469.2537796,pid_30488,KL002
1,42,-0.0422866198950435,-0.0048574273147766,0.0,0.0,-1.776038035591828,-0.204011947220621,0.0,0.0,0,1761300469.255782,pid_21580,KL005
1,48,-0.0332178871516004,-0.0002132068010464,0.0,-0.0206450321338797,-1.5944585832768206,-0.0102339264502311,0.0,-0.9909615424262258,0,1761300469.261671,pid_5564,KL001
1,44,-0.0408656261845518,-0.0066546788887385,0.0,0.0,-1.7980875521202797,-0.2928058711044967,0.0,0.0,0,1761300469.2676709,pid_11172,KL004
1,37,-0.0237977666189148,0.0062639251850151,0.0,0.0,-0.8805173648998481,0.2317652318455604,0.0,0.0,0,1761300469.2791898,pid_30856,KL004
1,54,-0.0200436053801054,0.0080736156650897,0.0,0.0,-1.082354690525695,0.4359752459148467,0.0,0.0,0,1761300469.2801907,pid_7108,KL002
1,38,-0.0201514828364376,0.0081332525668959,0.0,0.0,-0.7657563477846295,0.3090635975420461,0.0,0.0,0,1761300469.2801907,pid_26680,KL003
1,41,-0.0361973833694248,-0.0023276879600705,0.0,0.0,-1.4840927181464183,-0.0954352063628943,0.0,0.0,0,1761300469.309157,pid_30856,KL006
1,57,-0.0300595269434305,0.0018767767137496,-0.3684210526315789,-0.03339630293769,-1.7133930357755425,0.1069762726837305,-21.0,-1.90358926744833,7,1761300469.312156,pid_9732,KL003
1,41,-0.0096065429050212,0.0402062229116452,0.0,0.0,-0.3938682591058708,1.648455139377457,0.0,0.0,0,1761300469.3131552,pid_26680,KL005
1,42,-0.0322922675293374,0.0003430864437496,0.0,0.0,-1.3562752362321724,0.0144096306374843,0.0,0.0,0,1761300469.3226795,pid_26680,KL001
1,59,-0.0338375211164077,-0.0005666779666543,0.0,0.0,-1.9964137458680584,-0.0334340000326069,0.0,0.0,0,1761300469.3266788,pid_9732,KL002
1,57,-0.0357655910521918,-0.0024533402153086,0.0,0.0,-2.0386386899749382,-0.1398403922725902,0.0,0.0,0,1761300469.343201,pid_11904,KL003
1,48,-0.0245608281247457,0.0056664775654173,-1.0625,-0.0412597639912213,-1.1789197499877966,0.2719909231400327,-51.0,-1.980468671578626,17,1761300469.3489473,pid_1600,KL006
1,72,-0.0419139756573856,-0.0062796246048156,0.0,0.0,-3.017806247331765,-0.4521329715467241,0.0,0.0,0,1761300469.357965,pid_14544,KL002
1,61,-0.0077902055815917,0.0160713826845061,0.0,0.0,-0.4752025404770962,0.9803543437548774,0.0,0.0,0,1761300469.3639653,pid_31456,KL002
1,65,-0.0235945180737195,0.0061334555961414,0.0,0.0,-1.5336436747917734,0.3986746137491919,0.0,0.0,0,1761300469.397988,pid_31456,KL004
1,65,-0.0405418400706589,-0.0050346977720181,0.0,-0.0607019357594557,-2.635219604592832,-0.3272553551811772,0.0,-3.945625824364626,0,1761300469.4425406,pid_30488,KL001
1,61,-0.0304374938743921,0.0008558067300827,0.0,-0.0052409691497063,-1.856687126337924,0.0522042105350459,0.0,-0.3196991181320889,0,1761300469.452552,pid_12964,KL001
1,71,-0.0211089414760907,0.007813010164723,0.0,0.0,-1.4987348448024411,0.5547237216953356,0.0,0.0,0,1761300469.457554,pid_5564,KL005
1,73,-0.0321331582355216,-0.0002287308775924,-0.1643835616438356,-0.0275437876436914,-2.34572055119308,-0.0166973540642476,-12.0,-2.010696497989479,4,1761300469.4949253,pid_3960,KL005
1,77,-0.0297819569541808,0.001397330870764,0.0,-0.0128696304211198,-2.293210685471925,0.1075944770488313,0.0,-0.9909615424262258,0,1761300469.5110412,pid_5564,KL003
1,92,-0.0258396882158565,0.0051283674085457,0.0,0.0,-2.3772513158588,0.4718098015862072,0.0,0.0,0,1761300469.5140362,pid_11584,KL005
1,75,-0.034965344630986,-0.0020668932032879,0.0,0.0,-2.6224008473239504,-0.1550169902465985,0.0,0.0,0,1761300469.522081,pid_10812,KL003
1,70,-0.0129170408658862,0.0249478929117544,0.0,0.0,-0.90419286061204,1.7463525038228132,0.0,0.0,0,1761300469.5624034,pid_9264,KL002
1,86,-0.0367290128768591,-0.003101040322333,0.0,-0.0256268050297766,-3.158695107409884,-0.2666894677206444,0.0,-2.203905232560788,0,1761300469.563013,pid_21580,KL002
1,91,-0.0124721824512245,0.0138796305681566,-0.2307692307692307,-0.0439532534504034,-1.1349686030614328,1.2630463817022584,-21.0,-3.999746063986716,7,1761300469.5775492,pid_11172,KL002
