iteration,avg_reward,avg_length,avg_intrusions,waypoint_rate
5,-29.06,97.3,8.55,0.8833
10,-94.824,96.75,28.4,0.9417
15,-23.766,99.05,5.6,0.925
20,-5.647,93.2,2.2,0.9417
25,-32.734,101.8,8.8,0.95
